FREQ,FREQ_LABEL,REF_AREA,REF_AREA_LABEL,INDICATOR,INDICATOR_LABEL,UNIT_MEASURE,UNIT_MEASURE_LABEL,AGG_METHOD,AGG_METHOD_LABEL,DECIMALS,DECIMALS_LABEL,DATABASE_ID,DATABASE_ID_LABEL,UNIT_MULT,UNIT_MULT_LABEL,DATA_SOURCE,DATA_SOURCE_LABEL,OBS_STATUS,OBS_STATUS_LABEL,OBS_CONF,OBS_CONF_LABEL,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
A,Annual,ARM,Armenia,WB_WDI_SP_DYN_LE00_IN,"Life expectancy at birth, total (years)",YR,Years,_Z,Not Applicable,2,Two,WB_WDI,World Development Indicators (WDI),0,Units,WB_WDI,World Development Indicators (WDI),A,Normal value,PU,Public,59.063,59.49409756097561,59.91668292682928,60.328268292682935,60.72382926829269,61.099341463414646,61.45382926829269,61.78475609756098,62.09363414634148,62.37995121951221,62.64470731707318,62.88890243902439,63.11448780487806,63.33092682926829,63.54675609756098,63.767878048780496,64.00148780487805,64.2539512195122,64.52619512195123,64.82082926829268,65.13856097560976,65.48248780487806,65.8509268292683,66.22924390243902,66.59136585365854,66.91526829268294,67.17800000000001,67.3590731707317,52.60012195121952,67.51856097560976,67.54936585365854,67.62704878048781,67.71853658536587,67.97319512195124,68.27180487804878,68.62848780487805,69.00612195121953,69.39382926829268,69.79934146341465,70.1989512195122,72.88048780487806,72.97560975609757,72.8268292682927,72.8268292682927,73.02682926829269,73.07560975609758,72.82439024390246,72.87317073170732,73.07317073170734,73.07317073170734,73.17317073170732,73.8170731707317,74.11951219512196,74.62195121951221,74.87317073170733,74.87073170731709,74.86829268292684,75.21707317073171,75.61951219512196,76.2219512195122,73.37560975609757,72.27804878048782,74.7658536585366,77.4658536585366
A,Annual,ASM,American Samoa,WB_WDI_SP_DYN_LE00_IN,"Life expectancy at birth, total (years)",YR,Years,_Z,Not Applicable,2,Two,WB_WDI,World Development Indicators (WDI),0,Units,WB_WDI,World Development Indicators (WDI),A,Normal value,PU,Public,65.053,65.648,66.008,66.161,66.135,65.996,58.284,65.807,65.847,66.05,66.364,66.77,67.186,67.604,67.95,68.256,68.475,68.701,68.881,69.114,69.413,69.731,69.975,70.163,70.326,70.532,70.704,70.828,70.883,70.929,71.107,71.312,71.511,71.54,71.569,71.565,71.576,71.606,71.542,71.484,71.443,71.573,71.755,71.698,72.277,72.382,72.397,72.365,72.43,70.839,72.587,72.662,72.709,72.769,72.687,72.654,72.64,72.801,72.794,72.751,72.672,72.708,72.752,72.852
A,Annual,ATG,Antigua and Barbuda,WB_WDI_SP_DYN_LE00_IN,"Life expectancy at birth, total (years)",YR,Years,_Z,Not Applicable,2,Two,WB_WDI,World Development Indicators (WDI),0,Units,WB_WDI,World Development Indicators (WDI),A,Normal value,PU,Public,62.635,63.335,63.995,64.697,65.428,66.171,66.902,67.586,68.23,68.827,69.371,69.861,70.304,70.71,71.095,71.447,71.794,72.149,72.5,72.823,73.094,73.32,73.525,73.684,73.808,73.873,73.893,73.873,73.811,73.628,73.602,73.472,73.386,73.39,73.493,73.576,73.839,74.045,74.187,74.456,74.819,75.108,75.237,75.313,75.329,75.364,75.506,75.72,76.075,76.386,76.701,77.023,77.1,77.05,76.912,76.892,76.968,77.03,77.132,77.168,77.161,77.197,77.483,77.598
A,Annual,AUS,Australia,WB_WDI_SP_DYN_LE00_IN,"Life expectancy at birth, total (years)",YR,Years,_Z,Not Applicable,2,Two,WB_WDI,World Development Indicators (WDI),0,Units,WB_WDI,World Development Indicators (WDI),A,Normal value,PU,Public,70.81707317073172,70.97317073170733,70.94243902439025,70.9117073170732,70.8809756097561,70.85024390243903,70.81951219512196,70.86926829268293,70.91902439024392,70.96878048780488,71.01853658536587,71.06829268292684,71.45756097560977,71.8468292682927,72.23609756097562,72.62536585365855,73.01463414634148,73.34439024390244,73.67414634146341,74.00390243902442,74.33365853658536,74.66341463414635,74.9048780487805,75.14634146341464,75.3878048780488,75.62926829268294,75.87073170731709,76.15170731707317,76.43268292682929,76.71365853658537,76.99463414634147,77.27560975609758,77.37804878048782,77.87804878048782,77.87804878048782,77.82926829268294,78.07804878048782,78.48048780487805,78.63170731707318,78.93170731707318,79.23414634146343,79.63414634146342,79.93658536585367,80.23902439024391,80.49024390243903,80.84146341463415,81.04146341463415,81.29268292682927,81.39512195121952,81.54390243902441,81.69512195121953,81.89512195121951,82.04634146341463,82.14878048780488,82.30000000000001,82.40000000000002,82.4487804878049,82.50000000000001,82.7487804878049,82.9,83.2,83.3,83.2,83.05121951219513
A,Annual,AUT,Austria,WB_WDI_SP_DYN_LE00_IN,"Life expectancy at birth, total (years)",YR,Years,_Z,Not Applicable,2,Two,WB_WDI,World Development Indicators (WDI),0,Units,WB_WDI,World Development Indicators (WDI),A,Normal value,PU,Public,68.58560975609757,69.57731707317075,69.30951219512197,69.44365853658539,69.92195121951221,69.72219512195122,70.04585365853659,69.91780487804878,70.05756097560976,69.83317073170733,69.91463414634147,70.11463414634147,70.46341463414635,71.01463414634146,71.01219512195122,71.11463414634149,71.56585365853658,71.91463414634147,72.01219512195122,72.31219512195123,72.46341463414635,72.81219512195122,72.9609756097561,73.01219512195124,73.61219512195123,73.81463414634148,74.31707317073172,74.76829268292684,75.21707317073171,75.2658536585366,75.56829268292685,75.6170731707317,75.81707317073172,76.06829268292684,76.41951219512195,76.66829268292685,76.87073170731708,77.31951219512196,77.67073170731709,77.87560975609757,78.1268292682927,78.57560975609756,78.67804878048783,78.63170731707318,79.18048780487806,79.33170731707318,79.88048780487806,80.18048780487806,80.43170731707318,80.33170731707318,80.58048780487806,80.9829268292683,80.93658536585367,81.13658536585366,81.49024390243903,81.19024390243904,81.64146341463416,81.6439024390244,81.69268292682928,81.89512195121951,81.19268292682928,81.19024390243904,81.2951219512195,81.54146341463417
A,Annual,AZE,Azerbaijan,WB_WDI_SP_DYN_LE00_IN,"Life expectancy at birth, total (years)",YR,Years,_Z,Not Applicable,2,Two,WB_WDI,World Development Indicators (WDI),0,Units,WB_WDI,World Development Indicators (WDI),A,Normal value,PU,Public,50.862,51.435,52.053,52.696,53.292,53.884,54.485,55.032,55.563,56.08,56.586,57.043,57.503,57.926,58.332,58.687,59.477,59.972,60.494,60.931,61.433,61.908,62.23,62.479,62.084,62.674,62.603,62.824,62.672,62.945,62.75,62.544,60.773,61.426,60.277,61.931,62.66,62.953,63.75,64.733,65.377,66.043,66.769,67.036,67.488,67.71,68.489,68.659,69.355,69.874,70.309,70.565,71.08,71.485,71.93,72.349,72.568,72.694,73.016,73.29,70.312,70.999,74.125,74.429
A,Annual,BDI,Burundi,WB_WDI_SP_DYN_LE00_IN,"Life expectancy at birth, total (years)",YR,Years,_Z,Not Applicable,2,Two,WB_WDI,World Development Indicators (WDI),0,Units,WB_WDI,World Development Indicators (WDI),A,Normal value,PU,Public,43.262,43.364,43.492,43.559,43.601,41.844,43.529,43.332,43.405,43.0,43.225,43.172,25.777,37.409,43.337,43.445,43.691,43.97,44.404,45.038,45.731,46.412,47.012,47.433,47.687,47.662,47.402,47.066,42.889,45.745,45.184,44.66,44.469,37.221,44.515,44.589,44.807,45.721,46.678,47.627,47.617,48.509,49.924,50.997,52.217,53.053,53.962,54.832,55.581,56.422,57.088,57.804,58.501,59.179,59.764,60.107,60.789,61.345,61.806,62.18,62.569,62.101,62.882,63.651
A,Annual,BEL,Belgium,WB_WDI_SP_DYN_LE00_IN,"Life expectancy at birth, total (years)",YR,Years,_Z,Not Applicable,2,Two,WB_WDI,World Development Indicators (WDI),0,Units,WB_WDI,World Development Indicators (WDI),A,Normal value,PU,Public,69.70195121951221,70.52097560975609,70.21951219512196,70.05146341463416,70.75512195121952,70.62536585365855,70.70634146341465,71.01292682926831,70.69317073170733,70.76487804878049,70.9719512195122,71.06048780487806,71.40512195121951,71.63536585365856,71.98585365853658,71.97121951219512,72.119756097561,72.77390243902441,72.69804878048781,73.19365853658537,73.20707317073172,73.62170731707319,73.88804878048782,73.86902439024391,74.40487804878049,74.52024390243903,74.73170731707319,75.3658536585366,75.5658536585366,75.63268292682929,76.0519512195122,76.19219512195123,76.35121951219513,76.34536585365854,76.69170731707318,76.84073170731709,77.18731707317073,77.37073170731709,77.47317073170733,77.61951219512196,77.72195121951219,77.97317073170734,78.07560975609758,78.12926829268292,78.8780487804878,78.98048780487807,79.38048780487804,79.7829268292683,79.68048780487806,80.03414634146341,80.1829268292683,80.58536585365854,80.38536585365854,80.58780487804879,81.28780487804877,80.99268292682929,81.4390243902439,81.49268292682927,81.59512195121953,81.99512195121952,80.69512195121952,81.79024390243904,81.7487804878049,82.39756097560976
A,Annual,BEN,Benin,WB_WDI_SP_DYN_LE00_IN,"Life expectancy at birth, total (years)",YR,Years,_Z,Not Applicable,2,Two,WB_WDI,World Development Indicators (WDI),0,Units,WB_WDI,World Development Indicators (WDI),A,Normal value,PU,Public,38.775,39.233,39.643,40.081,40.502,40.971,41.274,41.759,42.182,42.591,43.029,43.391,43.928,44.435,44.876,45.405,45.952,46.504,46.941,47.362,47.747,48.122,48.493,48.845,49.399,49.959,50.632,51.258,52.019,52.45,53.02,53.441,54.137,54.612,54.988,55.366,55.648,55.986,56.154,56.336,56.594,56.654,56.851,57.092,57.346,57.738,57.966,58.249,58.099,58.258,58.387,58.462,58.559,58.863,59.008,59.123,59.283,59.528,59.71,59.888,60.154,59.61,60.475,60.774
A,Annual,BFA,Burkina Faso,WB_WDI_SP_DYN_LE00_IN,"Life expectancy at birth, total (years)",YR,Years,_Z,Not Applicable,2,Two,WB_WDI,World Development Indicators (WDI),0,Units,WB_WDI,World Development Indicators (WDI),A,Normal value,PU,Public,36.074,36.361,36.753,37.093,37.399,37.758,38.091,38.432,38.76,39.023,39.54,39.853,40.399,40.947,41.711,42.486,43.327,44.167,44.995,45.702,46.465,46.866,47.633,48.061,48.464,48.748,48.987,49.097,49.215,49.27,49.315,49.33,49.378,49.412,49.469,49.554,49.693,49.56,50.163,50.463,50.808,51.188,51.447,51.959,52.6,53.271,53.784,54.377,55.199,55.791,56.343,57.001,57.457,57.903,58.331,58.778,59.173,59.578,59.972,60.184,60.454,60.046,60.7,61.092
A,Annual,BGD,Bangladesh,WB_WDI_SP_DYN_LE00_IN,"Life expectancy at birth, total (years)",YR,Years,_Z,Not Applicable,2,Two,WB_WDI,World Development Indicators (WDI),0,Units,WB_WDI,World Development Indicators (WDI),A,Normal value,PU,Public,43.98,44.887,45.765,45.722,46.752,46.046,47.644,48.066,48.4,48.686,42.667,26.522,49.647,49.914,49.589,50.627,50.951,51.265,51.596,51.959,52.278,52.638,53.012,53.441,53.826,53.937,54.592,54.899,55.174,55.514,55.822,53.781,56.592,57.073,57.64,58.244,58.94,59.671,60.429,61.244,62.049,62.836,63.591,64.288,64.912,65.509,66.048,66.458,67.047,67.527,68.009,68.499,68.989,69.487,70.016,70.543,71.075,71.606,72.122,72.625,71.421,71.103,74.265,74.672
A,Annual,BGR,Bulgaria,WB_WDI_SP_DYN_LE00_IN,"Life expectancy at birth, total (years)",YR,Years,_Z,Not Applicable,2,Two,WB_WDI,World Development Indicators (WDI),0,Units,WB_WDI,World Development Indicators (WDI),A,Normal value,PU,Public,69.24756097560976,70.19560975609757,69.4919512195122,70.30926829268294,71.12121951219513,71.2939024390244,71.22341463414635,70.4139024390244,71.22512195121952,70.43000000000002,71.25634146341464,70.87365853658537,70.89951219512196,71.34219512195124,71.2080487804878,71.04975609756097,71.3948780487805,70.81609756097562,71.18463414634147,71.30829268292685,71.15756097560975,71.57195121951221,71.18609756097563,71.38634146341464,71.49975609756098,71.2280487804878,71.73073170731708,71.52682926829269,71.60439024390244,71.72243902439025,71.64146341463416,71.5609756097561,71.49439024390244,71.3468292682927,71.20878048780489,71.05341463414635,70.89731707317073,70.35121951219514,71.06097560975611,71.41219512195123,71.66341463414635,71.76829268292684,71.86585365853658,72.0658536585366,72.56341463414634,72.5609756097561,72.61219512195122,72.66341463414635,72.96341463414635,73.41219512195123,73.51219512195122,74.16341463414635,74.31463414634149,74.8609756097561,74.46585365853659,74.61463414634147,74.81219512195123,74.81463414634148,74.96341463414636,75.11219512195122,73.35609756097561,71.21219512195123,74.16097560975611,75.70731707317073
A,Annual,BHR,Bahrain,WB_WDI_SP_DYN_LE00_IN,"Life expectancy at birth, total (years)",YR,Years,_Z,Not Applicable,2,Two,WB_WDI,World Development Indicators (WDI),0,Units,WB_WDI,World Development Indicators (WDI),A,Normal value,PU,Public,50.634,52.278,53.893,55.449,56.946,58.379,59.745,61.036,62.253,63.35,64.359,65.279,66.095,66.922,67.633,68.276,68.858,69.383,69.85,70.296,70.684,71.037,71.354,71.637,71.884,72.092,72.257,72.377,72.46,72.524,72.587,72.668,72.785,72.939,73.134,73.361,73.61,73.872,74.138,74.405,74.673,74.942,75.209,75.486,75.787,76.125,76.51,76.952,77.457,78.016,78.593,79.141,79.622,79.998,80.214,80.338,80.407,80.407,80.412,80.471,78.683,78.083,80.992,81.284
A,Annual,BHS,"Bahamas, The",WB_WDI_SP_DYN_LE00_IN,"Life expectancy at birth, total (years)",YR,Years,_Z,Not Applicable,2,Two,WB_WDI,World Development Indicators (WDI),0,Units,WB_WDI,World Development Indicators (WDI),A,Normal value,PU,Public,62.454,62.813,63.187,63.532,63.897,64.272,64.589,65.03,65.399,65.773,66.163,66.526,66.781,67.147,67.585,68.14,68.529,68.762,68.873,68.96,69.091,69.368,69.682,70.003,70.192,70.289,70.316,70.383,70.508,70.719,70.945,71.183,71.298,71.42,71.429,71.422,71.464,71.597,71.84,72.147,72.481,72.765,73.023,73.213,73.235,73.413,73.456,73.463,73.445,73.455,73.449,73.571,73.707,73.93,74.029,73.805,74.042,74.031,74.062,71.408,72.994,70.752,74.491,74.552
A,Annual,BIH,Bosnia and Herzegovina,WB_WDI_SP_DYN_LE00_IN,"Life expectancy at birth, total (years)",YR,Years,_Z,Not Applicable,2,Two,WB_WDI,World Development Indicators (WDI),0,Units,WB_WDI,World Development Indicators (WDI),A,Normal value,PU,Public,58.53,59.285,60.122,60.511,61.511,62.213,63.129,63.734,64.006,64.448,64.844,65.181,65.682,66.586,67.635,68.329,68.574,68.779,68.844,69.083,69.603,70.055,70.076,70.097,70.229,70.582,70.751,70.876,70.97,71.445,71.509,71.813,51.967,50.894,66.603,70.188,73.454,73.895,74.472,74.946,75.292,75.573,75.994,76.449,76.489,76.424,76.028,76.162,76.3,76.701,76.827,76.963,77.037,77.129,77.089,77.073,77.124,77.385,77.942,77.394,76.04,74.567,76.777,77.85
A,Annual,BLR,Belarus,WB_WDI_SP_DYN_LE00_IN,"Life expectancy at birth, total (years)",YR,Years,_Z,Not Applicable,2,Two,WB_WDI,World Development Indicators (WDI),0,Units,WB_WDI,World Development Indicators (WDI),A,Normal value,PU,Public,69.25460975609757,69.73839024390244,69.46231707317075,69.70978048780489,70.61924390243904,70.59748780487806,70.7689268292683,70.92978048780488,70.81278048780489,70.97802439024392,70.74448780487806,71.01170731707319,70.84931707317075,71.00065853658538,70.85468292682927,70.45709756097561,70.39682926829269,70.28902439024392,70.08173170731708,69.93363414634146,69.92770731707319,69.90751219512197,70.0769024390244,69.7948536585366,69.56319512195124,70.99268292682929,71.54951219512196,70.99024390243902,71.34146341463415,71.48292682926831,70.83658536585365,70.37804878048782,70.0219512195122,68.97073170731707,68.76829268292683,68.4609756097561,68.51219512195122,68.4609756097561,68.40731707317074,67.90731707317074,68.91219512195123,68.50731707317074,68.05609756097562,68.55365853658539,68.95609756097562,68.85121951219512,69.40487804878049,70.20731707317074,70.45609756097562,70.40731707317074,70.40487804878049,70.55365853658537,71.96585365853657,72.47073170731707,72.97073170731709,73.62439024390245,73.8268292682927,74.12926829268294,74.17560975609757,74.2268292682927,72.13856097560976,72.07146341463415,74.10336585365854,74.18378048780488
A,Annual,BLZ,Belize,WB_WDI_SP_DYN_LE00_IN,"Life expectancy at birth, total (years)",YR,Years,_Z,Not Applicable,2,Two,WB_WDI,World Development Indicators (WDI),0,Units,WB_WDI,World Development Indicators (WDI),A,Normal value,PU,Public,57.389,52.944,58.741,59.316,59.84,60.356,60.86,61.437,61.961,62.497,63.044,63.546,64.025,64.487,64.936,65.377,65.765,66.135,66.338,66.677,66.884,67.095,67.339,67.601,67.952,68.347,68.743,69.108,69.401,69.534,69.569,69.645,69.601,69.595,69.585,69.484,69.363,69.183,68.906,68.976,68.911,68.944,69.528,69.819,70.152,70.335,70.535,70.652,70.665,70.806,70.875,70.975,71.134,71.276,71.437,71.647,71.843,72.062,72.322,72.577,71.58,70.917,72.19,73.566
A,Annual,BMU,Bermuda,WB_WDI_SP_DYN_LE00_IN,"Life expectancy at birth, total (years)",YR,Years,_Z,Not Applicable,2,Two,WB_WDI,World Development Indicators (WDI),0,Units,WB_WDI,World Development Indicators (WDI),A,Normal value,PU,Public,66.482,67.528,67.884,67.689,67.5,67.582,67.718,67.792,67.898,68.088,68.404,68.98,69.643,70.374,70.864,71.171,71.331,71.616,71.968,72.402,72.666,72.892,73.041,73.24,73.365,73.373,73.368,73.454,73.555,73.733,73.952,74.204,74.446,74.766,75.276,75.92,76.52,76.972,77.389,77.854,78.251,78.637,78.841,78.715,78.898,78.874,78.87,79.006,79.101,79.229,79.414,79.651,79.847,80.016,80.199,80.338,80.476,80.686,80.986,81.251,81.456,81.745,82.062,82.309
