,staff_id,customer_id,product_id,quantity,unit_price,Hours,Shop
56,12,331,48,2,2.5,12,Shop A
57,17,414,55,2,4.0,18,Shop A
58,12,567,48,1,2.5,19,Shop A
59,12,526,22,2,2.0,19,Shop A
60,12,659,52,2,2.5,12,Shop A
61,17,492,25,2,2.2,18,Shop A
62,17,655,39,2,4.25,18,Shop A
63,12,500,41,1,4.25,17,Shop A
64,12,530,41,2,4.25,15,Shop A
65,12,530,76,1,3.5,15,Shop A
66,17,114,38,2,3.75,15,Shop A
67,17,301,51,1,3.0,18,Shop A
68,17,602,54,2,2.5,16,Shop A
69,12,565,31,2,2.2,11,Shop A
70,12,335,29,1,2.5,17,Shop A
71,12,52,25,1,2.2,12,Shop A
72,12,216,33,2,3.5,18,Shop A
73,12,216,79,1,3.75,18,Shop A
74,17,550,47,1,3.0,14,Shop A
75,17,481,26,2,3.0,19,Shop A
76,12,516,22,2,2.0,12,Shop A
77,17,508,31,1,2.2,16,Shop A
78,17,508,76,1,3.5,16,Shop A
79,17,717,34,2,2.45,19,Shop A
80,17,641,26,1,3.0,14,Shop A
81,17,525,46,2,2.5,15,Shop A
82,12,384,22,1,2.0,19,Shop A
83,17,784,47,1,3.0,12,Shop A
84,12,383,26,2,3.0,17,Shop A
85,12,659,50,2,2.5,12,Shop A
86,17,235,30,1,3.0,14,Shop A
87,12,319,49,1,3.0,12,Shop A
88,12,647,34,2,2.45,16,Shop A
89,17,320,35,1,3.1,18,Shop A
90,17,326,56,2,2.55,17,Shop A
91,12,122,41,1,4.25,18,Shop A
92,12,453,59,1,4.5,18,Shop A
93,17,185,26,2,3.0,16,Shop A
94,12,393,55,1,4.0,19,Shop A
95,12,392,47,2,3.0,16,Shop A
96,12,392,74,1,3.5,16,Shop A
97,12,241,35,1,3.1,18,Shop A
98,17,777,24,2,3.0,18,Shop A
99,12,407,52,1,2.5,16,Shop A
100,17,659,39,1,4.25,16,Shop A
101,12,288,35,2,3.1,15,Shop A
102,12,288,79,1,3.75,15,Shop A
103,12,15,26,2,3.0,18,Shop A
104,17,486,59,1,4.5,11,Shop A
105,12,206,43,2,3.0,16,Shop A
106,12,206,71,1,3.75,16,Shop A
107,17,315,25,1,2.2,14,Shop A
108,17,197,55,2,4.0,17,Shop A
109,12,329,36,1,3.75,19,Shop A
110,17,184,55,1,4.0,19,Shop A
111,17,474,22,1,2.0,18,Shop A
112,17,706,38,1,3.75,12,Shop A
113,17,384,29,1,2.5,17,Shop A
114,12,537,52,2,2.5,19,Shop A
115,17,128,27,1,3.5,18,Shop A
116,17,349,22,2,2.0,11,Shop A
117,17,245,25,1,2.2,17,Shop A
118,17,244,32,2,3.0,18,Shop A
119,12,65,56,1,2.55,13,Shop A
120,12,616,43,2,3.0,13,Shop A
121,12,284,51,2,3.0,11,Shop A
122,17,384,60,2,3.75,12,Shop A
123,17,269,55,2,4.0,17,Shop A
124,17,269,71,1,3.75,17,Shop A
125,17,736,54,2,2.5,11,Shop A
126,17,385,52,2,2.5,17,Shop A
127,12,25,26,2,3.0,15,Shop A
128,17,200,28,2,2.0,12,Shop A
129,17,450,36,1,3.75,16,Shop A
130,17,644,51,2,3.0,16,Shop A
131,17,482,59,1,4.5,18,Shop A
132,12,83,41,1,4.25,12,Shop A
133,17,199,23,1,2.5,11,Shop A
134,17,199,69,1,3.25,11,Shop A
135,12,425,22,1,2.0,16,Shop A
136,12,222,43,1,3.0,15,Shop A
137,17,776,51,2,3.0,11,Shop A
138,12,190,30,2,3.0,11,Shop A
139,12,729,25,2,2.2,18,Shop A
140,12,729,77,1,3.0,18,Shop A
141,12,749,59,1,4.5,16,Shop A
142,12,281,54,2,2.5,18,Shop A
143,17,362,55,1,4.0,19,Shop A
144,17,271,57,1,3.1,15,Shop A
145,17,271,70,1,3.25,15,Shop A
146,12,289,59,1,4.5,11,Shop A
147,12,124,36,2,3.75,14,Shop A
148,12,693,37,2,3.0,11,Shop A
149,12,602,25,1,2.2,17,Shop A
150,12,602,77,1,3.0,17,Shop A
151,17,376,60,2,3.75,18,Shop A
152,12,251,60,1,3.75,14,Shop A
153,17,459,38,2,3.75,13,Shop A
154,17,120,44,2,2.5,12,Shop A
155,12,136,60,2,3.75,18,Shop A
156,17,596,58,1,3.5,13,Shop A
157,17,393,55,1,4.0,19,Shop A
158,17,126,51,2,3.0,16,Shop A
159,12,162,34,2,2.45,15,Shop A
160,17,230,56,1,2.55,12,Shop A
161,12,290,25,1,2.2,18,Shop A
162,12,119,22,1,2.0,15,Shop A
163,17,332,58,2,3.5,17,Shop A
164,12,138,35,1,3.1,16,Shop A
165,17,361,55,1,4.0,14,Shop A
166,17,488,42,1,2.5,15,Shop A
167,12,222,60,1,3.75,14,Shop A
168,17,141,53,1,3.0,18,Shop A
169,12,505,41,2,4.25,18,Shop A
170,17,139,53,1,3.0,12,Shop A
171,17,473,26,1,3.0,13,Shop A
172,17,329,44,2,2.5,19,Shop A
173,17,600,49,2,3.0,11,Shop A
174,17,796,26,2,3.0,16,Shop A
175,12,52,37,2,3.0,16,Shop A
176,17,702,28,1,2.0,18,Shop A
177,12,466,51,1,3.0,19,Shop A
178,12,466,74,1,3.5,19,Shop A
179,17,24,47,1,3.0,19,Shop A
180,12,456,52,1,2.5,11,Shop A
181,12,406,55,2,4.0,19,Shop A
182,12,637,24,1,3.0,15,Shop A
183,12,209,27,2,3.5,17,Shop A
184,12,209,74,1,3.5,17,Shop A
185,17,438,35,1,3.1,13,Shop A
186,17,536,36,2,3.75,16,Shop A
187,17,550,46,1,2.5,19,Shop A
188,17,550,78,1,4.5,19,Shop A
189,12,548,45,2,3.0,16,Shop A
190,12,548,70,1,3.25,16,Shop A
191,17,662,34,2,2.45,12,Shop A
192,17,662,71,1,3.75,12,Shop A
193,12,341,29,1,2.5,15,Shop A
194,12,341,71,1,3.75,15,Shop A
195,17,685,58,2,3.5,13,Shop A
196,12,631,27,2,3.5,19,Shop A
197,17,675,54,1,2.5,19,Shop A
198,12,773,56,1,2.55,11,Shop A
199,17,740,57,1,3.1,13,Shop A
200,17,743,57,2,3.1,12,Shop A
201,12,296,44,2,2.5,15,Shop A
202,17,63,50,2,2.5,19,Shop A
203,17,63,69,1,3.25,19,Shop A
204,17,563,47,2,3.0,12,Shop A
205,17,424,61,1,4.75,16,Shop A
206,12,382,23,1,2.5,14,Shop A
207,12,608,54,2,2.5,12,Shop A
208,17,497,53,1,3.0,18,Shop A
209,17,313,43,1,3.0,15,Shop A
210,12,81,53,1,3.0,15,Shop A
211,12,384,37,1,3.0,16,Shop A
212,12,398,43,1,3.0,13,Shop A
213,17,44,39,1,4.25,15,Shop A
214,17,732,23,2,2.5,16,Shop A
215,17,430,29,2,2.5,16,Shop A
216,12,601,23,1,2.5,13,Shop A
217,12,7,52,2,2.5,11,Shop A
218,17,318,54,1,2.5,11,Shop A
219,17,467,47,2,3.0,19,Shop A
220,12,434,58,2,3.5,15,Shop A
221,12,781,43,1,3.0,14,Shop A
222,12,316,41,1,4.25,19,Shop A
223,12,399,33,1,3.5,19,Shop A
224,17,403,29,2,2.5,19,Shop A
225,12,685,48,1,2.5,17,Shop A
226,17,409,44,2,2.5,15,Shop A
227,17,409,78,1,4.5,15,Shop A
228,12,557,38,2,3.75,17,Shop A
229,17,231,29,2,2.5,12,Shop A
230,17,571,40,2,3.75,11,Shop A
231,12,235,41,1,4.25,16,Shop A
232,17,226,50,2,2.5,15,Shop A
233,17,745,34,2,2.45,16,Shop A
234,12,355,27,1,3.5,15,Shop A
235,17,177,54,2,2.5,13,Shop A
236,12,379,59,1,4.5,17,Shop A
237,17,654,55,1,4.0,11,Shop A
238,12,428,59,1,4.5,17,Shop A
239,12,402,37,1,3.0,17,Shop A
240,12,179,58,1,3.5,18,Shop A
241,17,536,38,1,3.75,14,Shop A
242,17,299,26,2,3.0,12,Shop A
243,12,184,32,2,3.0,12,Shop A
244,12,328,42,1,2.5,12,Shop A
245,17,574,36,1,3.75,17,Shop A
246,12,337,42,2,2.5,13,Shop A
247,12,5,53,1,3.0,17,Shop A
248,12,669,56,2,2.55,13,Shop A
249,12,669,70,1,3.25,13,Shop A
250,12,80,53,1,3.0,19,Shop A
251,17,490,37,2,3.0,12,Shop A
252,17,490,69,1,3.25,12,Shop A
253,17,567,38,2,3.75,12,Shop A
254,17,222,36,2,3.75,11,Shop A
255,12,408,38,2,3.75,15,Shop A
256,12,85,28,1,2.0,16,Shop A
257,12,540,29,2,2.5,15,Shop A
258,12,55,40,2,3.75,12,Shop A
259,12,55,71,1,3.75,12,Shop A
260,17,2,46,1,2.5,17,Shop A
261,17,2,75,1,3.5,17,Shop A
262,12,135,51,1,3.0,19,Shop A
263,12,227,56,1,2.55,15,Shop A
264,17,305,40,1,3.75,15,Shop A
265,17,453,29,1,2.5,12,Shop A
266,12,146,45,1,3.0,11,Shop A
267,12,146,74,1,3.5,11,Shop A
268,12,646,30,2,3.0,13,Shop A
269,12,770,49,1,3.0,14,Shop A
270,17,97,34,2,2.45,14,Shop A
271,17,434,33,1,3.5,12,Shop A
272,17,434,75,1,3.5,12,Shop A
273,12,181,35,2,3.1,14,Shop A
274,17,247,61,1,4.75,12,Shop A
275,17,3,31,2,2.2,15,Shop A
276,12,606,41,2,4.25,15,Shop A
277,12,603,59,2,4.5,17,Shop A
278,12,603,70,1,3.25,17,Shop A
279,12,428,44,2,2.5,14,Shop A
280,12,428,77,1,3.0,14,Shop A
281,17,447,31,2,2.2,11,Shop A
282,17,730,32,1,3.0,14,Shop A
283,17,672,57,2,3.1,15,Shop A
284,12,189,28,1,2.0,16,Shop A
285,17,169,32,1,3.0,18,Shop A
286,17,169,79,1,3.75,18,Shop A
287,17,18,22,1,2.0,19,Shop A
288,17,646,31,2,2.2,17,Shop A
289,17,477,44,1,2.5,12,Shop A
290,17,377,36,2,3.75,13,Shop A
291,12,258,61,1,4.75,18,Shop A
292,17,8,33,2,3.5,16,Shop A
293,17,404,56,1,2.55,16,Shop A
294,12,369,34,2,2.45,14,Shop A
295,17,580,38,1,3.75,11,Shop A
296,17,580,75,1,3.5,11,Shop A
297,12,429,33,2,3.5,14,Shop A
298,17,11,48,1,2.5,12,Shop A
299,12,365,29,1,2.5,16,Shop A
300,12,365,73,1,3.75,16,Shop A
301,12,51,58,2,3.5,14,Shop A
302,12,373,50,2,2.5,14,Shop A
303,12,725,39,2,4.25,15,Shop A
304,12,656,60,2,3.75,18,Shop A
305,17,677,47,2,3.0,17,Shop A
306,17,441,52,1,2.5,15,Shop A
307,17,441,79,1,3.75,15,Shop A
308,17,101,26,1,3.0,14,Shop A
309,17,212,52,2,2.5,11,Shop A
310,12,199,24,1,3.0,17,Shop A
311,17,230,54,1,2.5,16,Shop A
312,17,230,76,1,3.5,16,Shop A
313,12,534,61,1,4.75,11,Shop A
314,12,231,59,1,4.5,12,Shop A
315,12,448,35,1,3.1,19,Shop A
316,17,391,52,2,2.5,11,Shop A
317,17,168,51,2,3.0,18,Shop A
318,17,447,52,2,2.5,14,Shop A
319,17,447,75,1,3.5,14,Shop A
320,12,25,61,1,4.75,14,Shop A
321,12,25,77,1,3.0,14,Shop A
322,12,90,59,2,4.5,18,Shop A
323,12,677,58,2,3.5,17,Shop A
324,12,70,61,2,4.75,18,Shop A
325,12,581,30,2,3.0,14,Shop A
326,17,398,41,2,4.25,14,Shop A
327,12,459,27,1,3.5,17,Shop A
328,12,744,44,2,2.5,13,Shop A
329,12,795,57,1,3.1,18,Shop A
330,12,265,35,2,3.1,19,Shop A
331,12,72,22,1,2.0,13,Shop A
332,17,133,48,1,2.5,19,Shop A
333,17,133,70,1,3.25,19,Shop A
334,12,710,45,2,3.0,16,Shop A
335,17,448,51,1,3.0,19,Shop A
336,17,448,70,1,3.25,19,Shop A
337,17,414,40,1,3.75,19,Shop A
338,17,414,78,1,4.5,19,Shop A
339,12,65,39,2,4.25,13,Shop A
340,12,396,24,1,3.0,18,Shop A
341,12,252,23,2,2.5,15,Shop A
342,17,573,42,2,2.5,15,Shop A
343,17,573,79,1,3.75,15,Shop A
344,12,558,29,1,2.5,16,Shop A
345,17,601,36,1,3.75,18,Shop A
346,17,599,60,2,3.75,11,Shop A
347,12,259,48,2,2.5,12,Shop A
348,17,686,57,2,3.1,11,Shop A
349,12,574,37,1,3.0,15,Shop A
350,12,44,27,1,3.5,12,Shop A
351,12,44,70,1,3.25,12,Shop A
352,12,117,54,2,2.5,13,Shop A
353,12,117,69,1,3.25,13,Shop A
354,17,230,61,2,4.75,15,Shop A
355,17,230,72,1,3.25,15,Shop A
356,12,364,43,2,3.0,17,Shop A
357,12,364,78,1,4.5,17,Shop A
358,17,218,24,2,3.0,15,Shop A
359,17,578,34,2,2.45,18,Shop A
360,17,210,28,1,2.0,18,Shop A
361,17,210,78,1,4.5,18,Shop A
362,12,576,23,1,2.5,17,Shop A
363,12,252,36,2,3.75,17,Shop A
364,17,335,46,1,2.5,11,Shop A
365,17,541,27,1,3.5,19,Shop A
366,17,536,44,2,2.5,12,Shop A
367,17,569,42,1,2.5,16,Shop A
368,12,418,47,1,3.0,16,Shop A
369,12,418,69,1,3.25,16,Shop A
370,12,111,52,2,2.5,11,Shop A
371,12,659,61,1,4.75,15,Shop A
372,12,47,35,2,3.1,18,Shop A
373,12,47,78,1,4.5,18,Shop A
374,12,744,24,1,3.0,14,Shop A
375,12,744,71,1,3.75,14,Shop A
376,17,536,33,1,3.5,16,Shop A
377,12,247,28,1,2.0,14,Shop A
378,12,707,38,2,3.75,13,Shop A
379,12,167,35,2,3.1,12,Shop A
380,12,119,49,2,3.0,16,Shop A
381,17,98,47,2,3.0,13,Shop A
382,17,785,55,2,4.0,13,Shop A
383,17,181,42,1,2.5,12,Shop A
384,12,779,39,1,4.25,15,Shop A
385,12,779,73,1,3.75,15,Shop A
386,12,329,39,1,4.25,19,Shop A
387,12,607,43,1,3.0,11,Shop A
388,12,692,49,2,3.0,12,Shop A
389,12,246,23,1,2.5,13,Shop A
390,17,541,35,1,3.1,15,Shop A
391,12,60,60,2,3.75,19,Shop A
392,12,60,69,1,3.25,19,Shop A
393,17,697,52,2,2.5,18,Shop A
394,17,678,22,1,2.0,18,Shop A
395,17,753,58,1,3.5,16,Shop A
396,17,753,69,1,3.25,16,Shop A
397,12,42,40,2,3.75,11,Shop A
398,17,117,46,1,2.5,18,Shop A
399,12,323,37,2,3.0,16,Shop A
400,17,645,28,2,2.0,13,Shop A
401,12,441,32,1,3.0,11,Shop A
402,12,507,26,1,3.0,11,Shop A
403,12,174,55,2,4.0,17,Shop A
404,12,174,76,1,3.5,17,Shop A
405,17,651,33,2,3.5,15,Shop A
406,12,305,44,2,2.5,19,Shop A
407,12,53,32,2,3.0,11,Shop A
408,17,711,46,1,2.5,14,Shop A
409,17,320,42,1,2.5,15,Shop A
410,12,161,58,1,3.5,12,Shop A
411,17,352,28,2,2.0,13,Shop A
412,17,651,56,2,2.55,18,Shop A
413,12,480,22,1,2.0,11,Shop A
414,12,554,34,1,2.45,17,Shop A
415,17,108,35,1,3.1,14,Shop A
416,17,473,43,2,3.0,15,Shop A
417,12,790,38,2,3.75,13,Shop A
418,12,548,56,1,2.55,19,Shop A
419,17,737,50,2,2.5,15,Shop A
420,17,737,75,1,3.5,15,Shop A
421,17,631,59,1,4.5,18,Shop A
422,12,121,32,1,3.0,17,Shop A
423,12,195,33,2,3.5,19,Shop A
424,12,632,27,2,3.5,16,Shop A
425,17,40,56,1,2.55,18,Shop A
426,17,280,42,2,2.5,14,Shop A
427,12,240,26,1,3.0,16,Shop A
428,12,240,74,1,3.5,16,Shop A
429,17,248,33,2,3.5,11,Shop A
430,12,767,24,1,3.0,12,Shop A
431,12,696,30,1,3.0,18,Shop A
432,12,781,35,1,3.1,19,Shop A
433,17,48,55,2,4.0,15,Shop A
434,17,652,59,1,4.5,12,Shop A
435,12,687,58,1,3.5,15,Shop A
436,12,760,38,1,3.75,19,Shop A
437,12,69,28,1,2.0,13,Shop A
438,12,69,71,1,3.75,13,Shop A
439,17,347,42,1,2.5,19,Shop A
440,12,226,57,1,3.1,13,Shop A
441,12,226,77,1,3.0,13,Shop A
442,12,674,35,2,3.1,12,Shop A
443,12,778,33,2,3.5,13,Shop A
444,12,104,28,1,2.0,18,Shop A
445,17,213,36,1,3.75,15,Shop A
446,17,213,71,1,3.75,15,Shop A
447,17,444,30,2,3.0,18,Shop A
448,17,444,79,1,3.75,18,Shop A
449,17,602,55,1,4.0,17,Shop A
450,17,430,30,2,3.0,16,Shop A
451,17,430,76,1,3.5,16,Shop A
452,17,430,49,1,3.0,19,Shop A
453,17,531,22,1,2.0,12,Shop A
454,17,364,32,2,3.0,16,Shop A
455,17,117,59,2,4.5,16,Shop A
456,12,94,40,1,3.75,19,Shop A
457,12,526,24,2,3.0,11,Shop A
458,12,12,37,1,3.0,17,Shop A
459,12,12,75,1,3.5,17,Shop A
460,17,257,50,1,2.5,11,Shop A
461,17,257,79,1,3.75,11,Shop A
462,12,414,38,2,3.75,18,Shop A
463,12,753,61,1,4.75,18,Shop A
464,12,753,78,1,4.5,18,Shop A
465,12,647,57,1,3.1,15,Shop A
466,17,399,54,1,2.5,19,Shop A
467,17,73,38,1,3.75,16,Shop A
468,17,547,60,1,3.75,19,Shop A
469,12,76,43,1,3.0,19,Shop A
470,17,729,31,2,2.2,16,Shop A
471,12,524,40,1,3.75,19,Shop A
472,17,453,51,1,3.0,13,Shop A
473,17,650,31,2,2.2,15,Shop A
474,12,43,36,1,3.75,15,Shop A
475,12,387,52,1,2.5,12,Shop A
476,17,689,37,2,3.0,14,Shop A
477,17,188,49,2,3.0,11,Shop A
478,17,393,42,1,2.5,11,Shop A
479,17,393,78,1,4.5,11,Shop A
480,12,150,44,2,2.5,13,Shop A
481,12,676,52,1,2.5,18,Shop A
482,12,586,46,1,2.5,15,Shop A
483,12,564,36,2,3.75,16,Shop A
484,17,564,53,1,3.0,12,Shop A
485,12,674,43,1,3.0,17,Shop A
486,12,484,29,2,2.5,16,Shop A
487,17,373,24,1,3.0,18,Shop A
488,17,778,50,2,2.5,16,Shop A
489,12,725,48,1,2.5,12,Shop A
490,17,794,44,1,2.5,16,Shop A
491,12,300,32,2,3.0,19,Shop A
492,12,391,49,1,3.0,13,Shop A
493,17,763,48,2,2.5,16,Shop A
494,17,373,26,1,3.0,19,Shop A
495,12,197,37,1,3.0,13,Shop A
496,17,531,52,1,2.5,15,Shop A
497,17,794,57,1,3.1,11,Shop A
498,17,377,60,2,3.75,17,Shop A
499,17,558,48,2,2.5,15,Shop A
500,17,613,51,2,3.0,17,Shop A
501,12,7,40,2,3.75,19,Shop A
502,17,783,54,2,2.5,12,Shop A
503,12,774,58,1,3.5,15,Shop A
504,12,186,54,1,2.5,11,Shop A
505,17,172,47,1,3.0,11,Shop A
506,17,172,79,1,3.75,11,Shop A
507,12,378,31,2,2.2,12,Shop A
508,12,378,73,1,3.75,12,Shop A
509,17,384,24,1,3.0,16,Shop A
510,12,338,54,2,2.5,12,Shop A
511,17,634,24,2,3.0,18,Shop A
512,17,64,61,2,4.75,13,Shop A
513,17,378,46,2,2.5,12,Shop A
514,17,694,25,2,2.2,11,Shop A
515,12,476,26,1,3.0,19,Shop A
516,17,727,36,1,3.75,17,Shop A
517,17,240,47,1,3.0,17,Shop A
518,17,240,69,1,3.25,17,Shop A
519,17,187,35,1,3.1,13,Shop A
520,17,187,70,1,3.25,13,Shop A
521,17,446,54,1,2.5,15,Shop A
522,12,574,52,2,2.5,15,Shop A
523,12,340,31,1,2.2,15,Shop A
524,12,382,33,1,3.5,12,Shop A
525,12,626,29,1,2.5,18,Shop A
526,12,346,29,1,2.5,17,Shop A
527,12,448,37,1,3.0,19,Shop A
528,17,2,39,2,4.25,15,Shop A
529,12,201,22,1,2.0,19,Shop A
530,17,643,22,2,2.0,15,Shop A
531,17,688,58,2,3.5,11,Shop A
532,12,783,56,2,2.55,11,Shop A
533,17,261,28,1,2.0,12,Shop A
534,17,261,70,1,3.25,12,Shop A
535,17,162,36,2,3.75,15,Shop A
536,12,157,57,1,3.1,14,Shop A
537,12,549,35,1,3.1,16,Shop A
538,12,549,72,1,3.25,16,Shop A
539,12,323,60,1,3.75,19,Shop A
540,12,715,37,2,3.0,16,Shop A
541,12,369,55,2,4.0,11,Shop A
542,12,335,23,1,2.5,12,Shop A
543,17,395,42,2,2.5,16,Shop A
544,12,122,44,1,2.5,14,Shop A
545,17,133,37,2,3.0,19,Shop A
546,17,133,69,1,3.25,19,Shop A
547,17,637,43,1,3.0,16,Shop A
548,17,251,54,2,2.5,18,Shop A
549,12,135,32,1,3.0,17,Shop A
550,12,402,22,1,2.0,11,Shop A
551,12,246,41,1,4.25,17,Shop A
552,12,89,46,1,2.5,15,Shop A
553,17,667,56,2,2.55,15,Shop A
554,17,392,46,2,2.5,13,Shop A
555,17,751,39,2,4.25,19,Shop A
556,12,639,30,1,3.0,11,Shop A
557,12,622,46,2,2.5,13,Shop A
558,12,731,53,2,3.0,15,Shop A
559,12,8,35,2,3.1,12,Shop A
560,12,8,75,1,3.5,12,Shop A
561,12,500,25,1,2.2,18,Shop A
562,12,75,22,2,2.0,18,Shop A
563,12,186,35,1,3.1,16,Shop A
564,12,340,34,2,2.45,12,Shop A
565,12,340,74,1,3.5,12,Shop A
566,17,95,54,1,2.5,12,Shop A
567,17,68,29,1,2.5,15,Shop A
568,12,539,57,1,3.1,16,Shop A
569,12,539,77,1,3.0,16,Shop A
570,17,247,55,2,4.0,14,Shop A
571,12,549,26,2,3.0,11,Shop A
572,12,626,51,2,3.0,18,Shop A
573,17,446,35,2,3.1,16,Shop A
574,17,446,73,1,3.75,16,Shop A
575,17,663,50,1,2.5,17,Shop A
576,12,617,43,2,3.0,12,Shop A
577,12,774,52,1,2.5,12,Shop A
578,12,774,69,1,3.25,12,Shop A
579,12,90,60,1,3.75,12,Shop A
580,12,244,45,2,3.0,11,Shop A
581,12,745,32,1,3.0,16,Shop A
582,17,383,31,2,2.2,15,Shop A
583,12,475,33,2,3.5,19,Shop A
584,30,5288,50,2,2.5,15,Shop B
585,12,5910,50,2,2.5,9,Shop B
586,30,5154,45,1,3.0,13,Shop B
587,26,5924,26,1,3.0,8,Shop B
588,26,5528,60,2,3.75,9,Shop B
589,12,5432,30,2,3.0,17,Shop B
590,12,5796,37,1,3.0,12,Shop B
591,12,5581,40,2,3.75,9,Shop B
592,12,5066,23,1,2.5,8,Shop B
593,12,5904,22,1,2.0,18,Shop B
594,12,5904,77,1,3.0,18,Shop B
595,26,5930,39,1,4.25,10,Shop B
596,12,5782,24,2,3.0,8,Shop B
597,30,5597,48,2,2.5,11,Shop B
598,26,5342,38,2,3.75,17,Shop B
599,30,5391,55,1,4.0,9,Shop B
600,26,5598,38,1,3.75,8,Shop B
601,26,5598,75,1,3.5,8,Shop B
602,12,5020,34,2,2.45,7,Shop B
603,26,5806,56,2,2.55,9,Shop B
604,30,5087,35,1,3.1,16,Shop B
605,26,5576,42,1,2.5,14,Shop B
606,30,5789,51,2,3.0,11,Shop B
607,30,5789,72,1,3.25,11,Shop B
608,30,5712,59,2,4.5,11,Shop B
609,30,5421,40,2,3.75,15,Shop B
610,26,5055,28,2,2.0,13,Shop B
611,12,5333,34,1,2.45,15,Shop B
612,12,5388,42,1,2.5,13,Shop B
613,12,5020,26,2,3.0,9,Shop B
614,12,5020,72,1,3.25,9,Shop B
615,12,5401,45,2,3.0,8,Shop B
616,12,5401,71,1,3.75,8,Shop B
617,26,5695,45,2,3.0,13,Shop B
618,12,5815,40,1,3.75,15,Shop B
619,12,5815,75,1,3.5,15,Shop B
620,30,5923,41,1,4.25,12,Shop B
621,30,5923,69,1,3.25,12,Shop B
622,30,5294,39,2,4.25,15,Shop B
623,26,5413,44,2,2.5,14,Shop B
624,30,5284,23,2,2.5,18,Shop B
625,26,5873,37,1,3.0,17,Shop B
626,26,5873,70,1,3.25,17,Shop B
627,26,5153,54,2,2.5,18,Shop B
628,12,5577,32,2,3.0,8,Shop B
629,30,5479,57,2,3.1,7,Shop B
630,30,5479,77,1,3.0,7,Shop B
631,12,5502,44,1,2.5,16,Shop B
632,12,5502,72,1,3.25,16,Shop B
633,12,5021,59,1,4.5,14,Shop B
634,30,5803,22,2,2.0,8,Shop B
635,30,5418,56,1,2.55,9,Shop B
636,30,5418,77,1,3.0,9,Shop B
637,30,5685,25,2,2.2,13,Shop B
638,30,5790,60,1,3.75,14,Shop B
639,26,5131,57,1,3.1,11,Shop B
640,30,5317,26,1,3.0,8,Shop B
641,26,5044,36,2,3.75,9,Shop B
642,26,5044,76,1,3.5,9,Shop B
643,12,5234,50,1,2.5,16,Shop B
644,26,5291,24,2,3.0,7,Shop B
645,26,5291,72,1,3.25,7,Shop B
646,30,5060,25,2,2.2,15,Shop B
647,12,5543,22,1,2.0,7,Shop B
648,12,5673,37,1,3.0,16,Shop B
649,12,5860,46,1,2.5,16,Shop B
650,12,5574,55,1,4.0,14,Shop B
651,12,5574,78,1,4.5,14,Shop B
652,26,5259,38,2,3.75,9,Shop B
653,30,5103,43,1,3.0,12,Shop B
654,26,5847,38,1,3.75,15,Shop B
655,30,5710,48,2,2.5,10,Shop B
656,26,5136,36,1,3.75,8,Shop B
657,26,5136,77,1,3.0,8,Shop B
658,12,5198,35,1,3.1,14,Shop B
659,12,5658,22,2,2.0,7,Shop B
