YEAR,SAMPLE,SERIAL,CBSERIAL,HHWT,CLUSTER,STRATA,GQ,PERNUM,PERWT,SEX,AGE,EDUC,EDUCD,DEGFIELD,DEGFIELDD,INCTOT,INCLOG10,EDU
2019,201901,338272,2.019E+12,77,2.019E+12,991112,1,1,77,0,27,10,101,61,6107,55000,4.740362689,16
2019,201901,585848,2.019E+12,41,2.01901E+12,30023,1,1,40,0,73,7,71,0,0,43400,4.63748973,13
2019,201901,745982,2.019E+12,85,2.01901E+12,100229,1,3,123,0,23,10,101,41,4101,5000,3.698970004,16
2019,201901,667793,2.019E+12,96,2.01901E+12,300226,1,2,100,1,69,11,114,23,2304,63900,4.805500858,17
2019,201901,1238764,2.019E+12,23,2.01901E+12,130048,1,1,23,1,83,6,61,0,0,15000,4.176091259,12
2019,201901,182879,2.019E+12,69,2.019E+12,591206,1,2,60,1,37,6,63,0,0,11000,4.041392685,12
2019,201901,1309808,2.019E+12,40,2.01901E+12,4900349,1,2,30,0,31,11,114,60,6005,75000,4.875061263,17
2019,201901,1427365,2.019E+12,83,2.01901E+12,30056,1,2,86,0,58,8,81,0,0,120000,5.079181246,14
2019,201901,721978,2.019E+12,16,2.01901E+12,160028,1,4,31,1,19,4,40,0,0,2000,3.301029996,10
2019,201901,783084,2.019E+12,70,2.01901E+12,40232,1,1,70,1,43,10,101,13,1301,4000,3.602059991,16
2019,201901,880795,2.019E+12,44,2.01901E+12,50036,1,5,58,0,23,6,63,0,0,52000,4.716003344,12
2019,201901,53985,2.019E+12,64,2.019E+12,10104,1,1,64,0,66,8,81,0,0,23500,4.371067862,14
2019,201901,534438,2.019E+12,112,2.01901E+12,140020,1,2,99,1,68,7,71,0,0,11000,4.041392685,13
2019,201901,778276,2.019E+12,221,2.01901E+12,40632,1,3,271,0,19,5,50,0,0,15000,4.176091259,11
2019,201901,532610,2.019E+12,50,2.01901E+12,130220,1,1,50,0,87,11,114,24,2408,98500,4.99343623,17
2019,201901,1052002,2.019E+12,85,2.01901E+12,80041,1,3,103,0,21,6,65,0,0,20000,4.301029996,12
2019,201901,1382296,2.019E+12,84,2.01901E+12,1150553,1,2,70,0,42,10,101,21,2102,170000,5.230448921,16
2019,201901,1079860,2.019E+12,135,2.01901E+12,180142,1,2,140,1,71,6,63,0,0,11300,4.053078443,12
2019,201901,1186578,2.019E+12,79,2.01901E+12,300047,1,1,79,0,53,5,50,0,0,18000,4.255272505,11
2019,201901,187249,2.019E+12,73,2.019E+12,990406,1,1,73,0,62,6,63,0,0,25000,4.397940009,12
2019,201901,780996,2.019E+12,37,2.01901E+12,10232,1,3,18,0,18,4,40,0,0,5500,3.740362689,10
2019,201901,45162,2.019E+12,35,2.019E+12,10604,1,1,35,1,51,6,65,0,0,92000,4.963787827,12
2019,201901,282903,2.019E+12,83,2.019E+12,861512,1,1,83,0,72,11,115,62,6206,74000,4.86923172,17
2019,201901,1007613,2.019E+12,100,2.01901E+12,340039,1,2,91,0,66,10,101,24,2406,57000,4.755874856,16
2019,201901,1091807,2.019E+12,339,2.01901E+12,80242,1,1,339,1,45,7,71,0,0,21000,4.322219295,13
2019,201901,880549,2.019E+12,55,2.01901E+12,280136,1,1,56,1,55,11,114,21,2102,149000,5.173186268,17
2019,201901,1342728,2.019E+12,49,2.01901E+12,5102051,1,5,32,1,62,6,63,0,0,12000,4.079181246,12
2019,201901,513519,2.019E+12,394,2.01901E+12,130019,1,2,357,0,38,8,81,0,0,175000,5.243038049,14
2019,201901,1260647,2.019E+12,59,2.01901E+12,461348,1,1,59,1,64,11,114,52,5200,18000,4.255272505,17
2019,201901,402446,2.019E+12,379,2.019E+12,100413,1,1,379,0,49,6,63,0,0,70000,4.84509804,12
2019,201901,309352,2.019E+12,86,2.019E+12,950312,1,1,87,0,42,10,101,62,6206,130000,5.113943352,16
2019,201901,117977,2.019E+12,66,2.019E+12,375506,1,1,66,0,59,6,63,0,0,45000,4.653212514,12
2019,201901,1028463,2.019E+12,41,2.01901E+12,420039,1,2,42,1,42,11,114,53,5301,81000,4.908485019,17
2019,201901,132461,2.019E+12,90,2.019E+12,372406,1,1,90,0,71,7,71,0,0,63200,4.800717078,13
2019,201901,1039204,2.019E+12,152,2.01901E+12,90040,1,1,151,0,74,5,50,0,0,15600,4.193124598,11
2019,201901,714117,2.019E+12,11,2.01901E+12,210027,1,2,12,1,60,6,65,0,0,36800,4.565847819,12
2019,201901,1012874,2.019E+12,37,2.01901E+12,310039,1,2,36,0,82,6,63,0,0,28500,4.45484486,12
2019,201901,1208608,2.019E+12,59,2.01901E+12,450348,1,3,62,0,22,7,71,0,0,20000,4.301029996,13
2019,201901,656779,2.019E+12,103,2.01901E+12,170426,1,1,103,1,52,7,71,0,0,9400,3.973127854,13
2019,201901,152283,2.019E+12,106,2.019E+12,130506,1,1,107,0,57,10,101,62,6206,240000,5.380211242,16
2019,201901,350179,2.019E+12,104,2.019E+12,970112,1,1,105,1,39,7,71,0,0,71000,4.851258349,13
2019,201901,539131,2.01901E+12,30,2.01901E+12,250021,3,1,30,1,94,8,81,0,0,12700,4.103803721,14
2019,201901,380099,2.019E+12,136,2.019E+12,190013,1,1,136,1,52,6,63,0,0,50000,4.698970004,12
2019,201901,1224044,2.019E+12,87,2.01901E+12,680548,1,4,99,0,83,6,63,0,0,13700,4.136720567,12
2019,201901,1003838,2.019E+12,79,2.01901E+12,400039,1,2,65,1,43,11,116,60,6000,75100,4.875639937,17
2019,201901,812185,2.019E+12,42,2.01901E+12,110334,1,1,42,0,69,6,65,0,0,39400,4.595496222,12
2019,201901,1401588,2.019E+12,145,2.01901E+12,4100555,1,1,145,0,59,7,71,0,0,57000,4.755874856,13
2019,201901,774654,2.019E+12,49,2.01901E+12,40532,1,1,49,1,37,6,64,0,0,10000,4,12
2019,201901,1384671,2.019E+12,33,2.01901E+12,1161153,1,2,31,1,45,6,65,0,0,8900,3.949390007,12
2019,201901,1425756,2.019E+12,14,2.01901E+12,10056,1,2,13,1,85,6,65,0,0,14700,4.167317335,12
2019,201901,1205937,2.019E+12,212,2.01901E+12,680748,1,2,182,0,66,4,40,0,0,30000,4.477121255,10
2019,201901,256382,2.019E+12,66,2.019E+12,10009,1,3,74,1,16,4,40,0,0,4200,3.62324929,10
2019,201901,1344302,2.019E+12,144,2.01901E+12,5500151,1,1,144,0,48,10,101,23,2307,58000,4.763427994,16
2019,201901,42145,2.019E+12,55,2.019E+12,11704,1,1,54,0,66,10,101,21,2102,2200,3.342422681,16
2019,201901,904385,2.019E+12,454,2.01901E+12,300236,1,5,187,1,28,6,61,0,0,53000,4.72427587,12
2019,201901,1186505,2.019E+12,51,2.01901E+12,160147,1,1,51,0,31,11,114,21,2102,59000,4.770852012,17
2019,201901,1303319,2.019E+12,210,2.01901E+12,490548,1,1,210,0,71,10,101,23,2300,62600,4.796574333,16
2019,201901,1280902,2.019E+12,123,2.01901E+12,670348,1,1,123,0,63,7,71,0,0,62000,4.792391689,13
2019,201901,220117,2.019E+12,35,2.019E+12,790106,1,1,35,1,67,10,101,14,1401,14050,4.147676324,16
2019,201901,709982,2.019E+12,110,2.01901E+12,40027,1,1,109,0,65,6,63,0,0,48600,4.686636269,12
2019,201901,605287,2.019E+12,49,2.01901E+12,50724,1,1,48,0,73,11,116,50,5003,128000,5.10720997,17
2019,201901,95931,2.019E+12,51,2.019E+12,190406,1,1,51,1,53,6,61,0,0,43000,4.633468456,12
2019,201901,1209413,2.019E+12,37,2.01901E+12,180048,1,1,38,0,58,7,71,0,0,80000,4.903089987,13
2019,201901,654212,2.019E+12,58,2.01901E+12,20026,1,2,114,0,45,6,63,0,0,25000,4.397940009,12
2019,201901,851480,2.019E+12,21,2.01901E+12,200236,1,1,21,0,77,6,63,0,0,194150,5.288137395,12
2019,201901,607471,2.019E+12,54,2.01901E+12,110524,1,1,54,1,61,10,101,34,3401,61000,4.785329835,16
2019,201901,741852,2.019E+12,15,2.01901E+12,30029,1,4,15,1,19,6,63,0,0,3500,3.544068044,12
2019,201901,939456,2.019E+12,53,2.01901E+12,310637,1,1,52,1,56,7,71,0,0,83000,4.919078092,13
2019,201901,5721,2.019E+12,31,2.019E+12,250001,1,1,31,0,47,7,71,0,0,74000,4.86923172,13
2019,201901,285381,2.019E+12,55,2.019E+12,110412,1,4,58,1,19,6,63,0,0,2800,3.447158031,12
2019,201901,703244,2.019E+12,141,2.01901E+12,40027,1,1,141,0,59,11,115,36,3600,476000,5.677606953,17
2019,201901,1010187,2.019E+12,80,2.01901E+12,260039,1,1,80,1,40,11,114,23,2307,65000,4.812913357,17
2019,201901,1283393,2.019E+12,152,2.01901E+12,231848,1,2,102,1,31,11,114,50,5098,42000,4.62324929,17
2019,201901,1053158,2.019E+12,38,2.01901E+12,132241,1,1,38,0,72,11,115,36,3600,331000,5.519827994,17
2019,201901,407218,2.019E+12,44,2.019E+12,350013,1,3,63,0,28,6,64,0,0,8000,3.903089987,12
2019,201901,727330,2.019E+12,44,2.01901E+12,100028,1,3,54,1,49,11,114,52,5200,157000,5.195899652,17
2019,201901,1051496,2.019E+12,88,2.01901E+12,50041,1,1,88,0,66,7,71,0,0,70600,4.848804701,13
2019,201901,180304,2.019E+12,18,2.019E+12,150006,1,1,18,1,65,6,63,0,0,33200,4.521138084,12
2019,201901,42889,2.019E+12,106,2.019E+12,12604,1,2,103,1,56,10,101,61,6107,60000,4.77815125,16
2019,201901,1345792,2.019E+12,63,2.01901E+12,5104551,1,1,63,0,58,7,71,0,0,20000,4.301029996,13
2019,201901,468740,2.019E+12,82,2.019E+12,10517,1,2,73,0,72,6,65,0,0,21900,4.340444115,12
2019,201901,1138184,2.019E+12,75,2.01901E+12,40045,1,1,75,0,67,6,64,0,0,34000,4.531478917,12
2019,201901,637586,2.019E+12,54,2.01901E+12,50625,1,1,54,0,69,10,101,23,2309,291000,5.463892989,16
2019,201901,907951,2.019E+12,61,2.01901E+12,120436,1,1,61,0,45,10,101,62,6200,50000,4.698970004,16
2019,201901,47669,2.019E+12,56,2.019E+12,10404,1,1,56,1,58,6,63,0,0,47000,4.672097858,12
2019,201901,1250351,2.019E+12,93,2.01901E+12,250548,1,2,91,1,42,10,101,62,6200,27000,4.431363764,16
2019,201901,463238,2.019E+12,47,2.019E+12,60017,1,3,54,1,18,6,63,0,0,3000,3.477121255,12
2019,201901,1023958,2.019E+12,70,2.01901E+12,230039,1,1,70,0,75,6,65,0,0,27700,4.442479769,12
2019,201901,709044,2.019E+12,25,2.01901E+12,260027,1,2,25,1,46,11,114,61,6107,12000,4.079181246,17
2019,201901,716991,2.019E+12,38,2.01901E+12,50028,1,2,32,1,75,6,63,0,0,9300,3.968482949,12
2019,201901,960277,2.019E+12,77,2.01901E+12,90037,1,2,80,1,63,6,63,0,0,24000,4.380211242,12
2019,201901,235981,2.019E+12,53,2.019E+12,80208,1,2,49,1,32,10,101,33,3301,46000,4.662757832,16
2019,201901,10801,2.019E+12,301,2.019E+12,240001,1,3,289,0,19,7,71,0,0,4000,3.602059991,13
2019,201901,739746,2.019E+12,122,2.01901E+12,80029,1,2,190,1,63,6,63,0,0,15000,4.176091259,12
2019,201901,1002701,2.019E+12,132,2.01901E+12,90639,1,1,133,0,48,11,114,23,2305,428000,5.631443769,17
2019,201901,650101,2.019E+12,81,2.01901E+12,300526,1,1,81,0,35,6,65,0,0,41600,4.619093331,12
2019,201901,1287940,2.019E+12,67,2.01901E+12,250448,1,1,68,1,84,4,40,0,0,20500,4.311753861,10
2019,201901,881434,2.019E+12,136,2.01901E+12,310236,1,2,108,1,45,10,101,62,6201,28000,4.447158031,16
2019,201901,216919,2.019E+12,41,2.019E+12,710906,1,4,69,1,28,10,101,41,4101,4000,3.602059991,16
2019,201901,854421,2.019E+12,66,2.01901E+12,60036,1,2,74,1,53,8,81,0,0,61100,4.78604121,14
2019,201901,58153,2.019E+12,40,2.019E+12,110005,1,1,40,0,34,11,116,61,6107,114000,5.056904851,17
2019,201901,835675,2.019E+12,99,2.01901E+12,110035,1,1,99,1,57,7,71,0,0,60000,4.77815125,13
2019,201901,1152731,2.019E+12,51,2.01901E+12,110145,1,1,51,1,39,6,65,0,0,2800,3.447158031,12
2019,201901,401115,2.019E+12,89,2.019E+12,170013,1,2,72,1,49,11,114,23,2304,1200,3.079181246,17
2019,201901,90332,2.019E+12,117,2.019E+12,670206,1,2,140,1,39,7,71,0,0,100000,5,13
2019,201901,7599,2.019E+12,84,2.019E+12,130501,1,1,83,0,64,11,114,50,5098,130200,5.114610984,17
2019,201901,108226,2.019E+12,69,2.019E+12,374006,1,1,70,0,66,8,81,0,0,22400,4.350248018,14
2019,201901,584178,2.019E+12,89,2.01901E+12,80023,1,3,89,0,23,6,63,0,0,23500,4.371067862,12
2019,201901,314456,2.019E+12,63,2.019E+12,990612,1,2,92,0,48,6,64,0,0,22000,4.342422681,12
2019,201901,1302450,2.019E+12,122,2.01901E+12,180048,1,1,122,0,56,10,101,62,6207,50000,4.698970004,16
2019,201901,701566,2.019E+12,22,2.01901E+12,20027,1,2,22,1,56,11,114,23,2300,78000,4.892094603,17
2019,201901,459737,2.019E+12,72,2.019E+12,320817,1,1,72,1,44,11,114,50,5003,76000,4.880813592,17
2019,201901,970838,2.019E+12,103,2.01901E+12,30037,1,2,115,1,67,6,63,0,0,23500,4.371067862,12
2019,201901,494795,2.019E+12,549,2.019E+12,200018,1,1,549,1,32,10,101,34,3401,48300,4.683947131,16
2019,201901,523279,2.019E+12,18,2.01901E+12,20019,1,2,22,0,38,6,65,0,0,4800,3.681241237,12
2019,201901,609137,2.019E+12,62,2.01901E+12,140024,1,1,62,1,63,10,101,61,6107,65000,4.812913357,16
2019,201901,1014560,2.019E+12,85,2.01901E+12,570039,1,1,85,1,77,6,65,0,0,78400,4.894316063,12
2019,201901,434008,2.019E+12,11,2.019E+12,160217,1,2,14,0,22,6,63,0,0,17400,4.240549248,12
2019,201901,195767,2.019E+12,49,2.019E+12,651406,1,4,50,0,18,6,65,0,0,9800,3.991226076,12
2019,201901,1015283,2.019E+12,151,2.01901E+12,100039,1,2,163,1,25,7,71,0,0,30000,4.477121255,13
2019,201901,794118,2.019E+12,67,2.01901E+12,110334,1,2,72,1,74,11,114,50,5003,29000,4.462397998,17
2019,201901,442210,2.019E+12,92,2.019E+12,110517,1,1,92,1,72,10,101,21,2102,52900,4.723455672,16
2019,201901,972650,2.019E+12,213,2.01901E+12,20038,1,3,186,0,53,6,63,0,0,158000,5.198657087,12
2019,201901,445074,2.019E+12,83,2.019E+12,320717,1,1,83,0,57,6,63,0,0,43000,4.633468456,12
2019,201901,1060169,2.019E+12,59,2.01901E+12,70341,1,3,61,0,16,3,30,0,0,35000,4.544068044,9
2019,201901,45704,2.019E+12,100,2.019E+12,60004,1,2,91,1,69,7,71,0,0,10800,4.033423755,13
2019,201901,555086,2.019E+12,44,2.01901E+12,220021,1,2,37,1,63,5,50,0,0,32000,4.505149978,11
2019,201901,1286314,2.019E+12,101,2.01901E+12,231348,1,1,100,1,26,10,101,54,5404,54000,4.73239376,16
2019,201901,478022,2.019E+12,17,2.019E+12,240017,1,1,17,0,79,5,50,0,0,15000,4.176091259,11
2019,201901,775250,2.019E+12,29,2.01901E+12,10132,1,1,30,0,24,6,63,0,0,40000,4.602059991,12
2019,201901,1133636,2.019E+12,109,2.01901E+12,10545,1,1,110,1,67,7,71,0,0,38200,4.582063363,13
2019,201901,830275,2.019E+12,84,2.01901E+12,120035,1,2,64,1,33,6,63,0,0,21000,4.322219295,12
2019,201901,916472,2.019E+12,56,2.01901E+12,180236,1,2,64,1,71,10,101,37,3700,98900,4.995196292,16
2019,201901,743209,2.019E+12,133,2.01901E+12,110029,1,5,126,1,53,6,65,0,0,6700,3.826074803,12
2019,201901,876331,2.019E+12,51,2.01901E+12,180236,1,3,66,0,19,6,63,0,0,5000,3.698970004,12
2019,201901,868126,2.019E+12,19,2.01901E+12,250036,1,1,19,0,63,6,63,0,0,21100,4.324282455,12
2019,201901,889292,2.019E+12,74,2.01901E+12,410636,1,1,74,1,63,11,114,55,5507,104000,5.017033339,17
2019,201901,515231,2.019E+12,98,2.01901E+12,120019,1,2,121,1,56,6,61,0,0,60000,4.77815125,12
2019,201901,1211051,2.019E+12,56,2.01901E+12,80048,1,1,57,1,50,7,71,0,0,65300,4.814913181,13
2019,201901,1147127,2.019E+12,50,2.01901E+12,10445,1,2,50,1,27,10,101,19,1901,85000,4.929418926,16
2019,201901,414924,2.019E+12,62,2.019E+12,30415,1,2,186,0,34,6,65,0,0,121000,5.08278537,12
2019,201901,777039,2.019E+12,56,2.01901E+12,40732,1,2,56,1,64,11,114,50,5003,11600,4.064457989,17
2019,201901,1159427,2.01901E+12,47,2.01901E+12,320747,3,1,47,1,80,3,30,0,0,7200,3.857332496,9
2019,201901,417104,2.019E+12,119,2.019E+12,70216,1,1,119,0,73,11,116,50,5004,96700,4.985426474,17
2019,201901,374042,2.019E+12,24,2.019E+12,130013,1,1,25,0,71,10,101,52,5299,62200,4.793790385,16
2019,201901,945471,2.019E+12,59,2.01901E+12,440037,1,2,59,1,72,4,40,0,0,7700,3.886490725,10
2019,201901,436121,2.019E+12,96,2.019E+12,320917,1,2,126,1,47,11,114,21,2102,108000,5.033423755,17
2019,201901,1323806,2.019E+12,62,2.01901E+12,5930851,1,2,63,1,62,11,114,33,3301,5000,3.698970004,17
2019,201901,1008910,2.019E+12,48,2.01901E+12,411139,1,2,65,1,50,6,64,0,0,46000,4.662757832,12
2019,201901,1335286,2.019E+12,253,2.01901E+12,5109651,1,2,547,0,21,6,64,0,0,1200,3.079181246,12
2019,201901,13027,2.019E+12,48,2.019E+12,180001,1,1,47,0,53,6,63,0,0,80000,4.903089987,12
2019,201901,529291,2.019E+12,9,2.01901E+12,110020,1,1,10,0,77,6,63,0,0,23100,4.36361198,12
2019,201901,62179,2.019E+12,119,2.019E+12,50005,1,2,148,1,69,7,71,0,0,13000,4.113943352,13
2019,201901,911574,2.019E+12,410,2.01901E+12,400636,1,2,292,1,36,10,101,62,6201,4800,3.681241237,16
2019,201901,140443,2.019E+12,45,2.019E+12,670906,1,3,53,1,25,10,101,62,6201,15000,4.176091259,16
2019,201901,1202313,2.019E+12,243,2.01901E+12,80048,1,1,243,1,92,6,63,0,0,17000,4.230448921,12
2019,201901,110016,2.019E+12,66,2.019E+12,371606,1,3,57,0,24,6,63,0,0,36000,4.556302501,12
2019,201901,1422836,2.019E+12,50,2.01901E+12,5510155,1,1,50,1,86,6,63,0,0,19600,4.292256071,12
2019,201901,354068,2.019E+12,139,2.019E+12,690212,1,1,139,1,76,10,101,52,5200,23300,4.367355921,16
2019,201901,1355323,2.019E+12,91,2.01901E+12,5116451,1,1,91,1,69,6,63,0,0,52800,4.722633923,12
2019,201901,737743,2.019E+12,28,2.01901E+12,10029,1,2,17,0,48,6,63,0,0,40800,4.610660163,12
2019,201901,147218,2.019E+12,91,2.019E+12,610206,1,1,90,1,76,10,101,49,4901,63500,4.802773725,16
2019,201901,521507,2.019E+12,332,2.01901E+12,200019,1,1,332,0,50,11,115,55,5506,150000,5.176091259,17
2019,201901,869488,2.019E+12,142,2.01901E+12,280136,1,1,143,1,43,11,114,21,2105,98000,4.991226076,17
2019,201901,447100,2.019E+12,175,2.019E+12,10417,1,1,175,1,39,8,81,0,0,75000,4.875061263,14
2019,201901,97333,2.019E+12,73,2.019E+12,110006,1,1,73,1,84,6,63,0,0,14600,4.164352856,12
2019,201901,676018,2.019E+12,123,2.01901E+12,100226,1,2,168,0,45,11,114,35,3501,110000,5.041392685,17
2019,201901,693350,2.019E+12,127,2.01901E+12,140427,1,1,127,1,86,6,65,0,0,24700,4.392696953,12
2019,201901,15909,2.019E+12,107,2.019E+12,200001,1,1,107,0,32,11,114,23,2304,52000,4.716003344,17
2019,201901,1247698,2.019E+12,55,2.01901E+12,600048,1,2,55,0,23,6,63,0,0,6000,3.77815125,12
2019,201901,866062,2.019E+12,64,2.01901E+12,400136,1,1,65,0,41,6,61,0,0,10200,4.008600172,12
2019,201901,1094591,2.019E+12,51,2.01901E+12,10242,1,2,51,1,24,6,63,0,0,19200,4.283301229,12
2019,201901,71969,2.01901E+12,8,2.019E+12,651406,3,1,8,1,90,6,63,0,0,24200,4.383815366,12
2019,201901,52458,2.019E+12,49,2.019E+12,20504,1,1,49,1,58,7,71,0,0,48000,4.681241237,13
2019,201901,973673,2.019E+12,7,2.01901E+12,20038,1,1,8,1,68,6,61,0,0,20500,4.311753861,12
2019,201901,806013,2.019E+12,73,2.01901E+12,60134,1,1,74,1,68,11,114,23,2304,11800,4.071882007,17
2019,201901,1034092,2.019E+12,30,2.01901E+12,30040,1,1,30,1,57,6,65,0,0,24000,4.380211242,12
2019,201901,1403691,2.019E+12,24,2.01901E+12,160055,1,1,24,1,41,8,81,0,0,27200,4.434568904,14
2019,201901,801788,2.019E+12,73,2.01901E+12,30834,1,3,77,0,27,6,63,0,0,7700,3.886490725,12
2019,201901,716749,2.019E+12,72,2.01901E+12,200028,1,2,127,1,46,7,71,0,0,14000,4.146128036,13
2019,201901,550017,2.019E+12,65,2.01901E+12,170221,1,2,61,1,57,10,101,19,1901,5000,3.698970004,16
2019,201901,814263,2.019E+12,215,2.01901E+12,120134,1,2,152,1,50,10,101,23,2313,48000,4.681241237,16
2019,201901,405252,2.019E+12,85,2.019E+12,140013,1,2,88,1,56,6,63,0,0,30000,4.477121255,12
2019,201901,1024847,2.019E+12,135,2.01901E+12,180539,1,1,135,1,38,7,71,0,0,15700,4.195899652,13
2019,201901,851852,2.019E+12,114,2.01901E+12,370936,1,3,139,0,24,10,101,21,2102,11000,4.041392685,16
2019,201901,1371176,2.019E+12,14,2.01901E+12,1180153,1,1,14,0,33,7,71,0,0,115000,5.06069784,13
2019,201901,1360418,2.019E+12,112,2.01901E+12,1150453,1,1,112,1,39,8,81,0,0,50000,4.698970004,14
2019,201901,898653,2.019E+12,77,2.01901E+12,401236,1,1,76,0,67,6,61,0,0,11200,4.049218023,12
2019,201901,823052,2.019E+12,60,2.01901E+12,200134,1,3,65,1,48,6,63,0,0,15000,4.176091259,12
2019,201901,497717,2.019E+12,208,2.019E+12,110018,1,1,208,1,28,6,65,0,0,20400,4.309630167,12
2019,201901,805741,2.019E+12,72,2.01901E+12,190434,1,2,91,1,41,6,64,0,0,35000,4.544068044,12
2019,201901,1017760,2.019E+12,59,2.01901E+12,220039,1,2,68,1,66,6,63,0,0,14600,4.164352856,12
2019,201901,686591,2.019E+12,48,2.01901E+12,290626,1,1,47,1,75,7,71,0,0,68500,4.835690571,13
2019,201901,388998,2.019E+12,125,2.019E+12,230013,1,3,107,1,24,7,71,0,0,7000,3.84509804,13
2019,201901,685657,2.019E+12,19,2.01901E+12,40026,1,1,19,1,55,11,114,60,6001,62000,4.792391689,17
2019,201901,659635,2.019E+12,59,2.01901E+12,290326,1,2,64,1,71,8,81,0,0,10800,4.033423755,14
2019,201901,623733,2.019E+12,124,2.01901E+12,50325,1,1,125,1,49,10,101,23,2300,78000,4.892094603,16
2019,201901,803243,2.019E+12,70,2.01901E+12,90334,1,2,64,1,63,10,101,21,2102,60000,4.77815125,16
2019,201901,159739,2.019E+12,53,2.019E+12,375706,1,4,69,0,26,8,81,0,0,6300,3.799340549,14
2019,201901,378790,2.019E+12,234,2.019E+12,600113,1,1,234,1,46,11,115,23,2399,80000,4.903089987,17
2019,201901,961751,2.019E+12,43,2.01901E+12,340037,1,1,43,0,84,11,114,24,2408,186400,5.270445908,17
2019,201901,1366327,2.019E+12,75,2.01901E+12,1170653,1,1,75,0,84,11,114,21,2102,69600,4.84260924,17
2019,201901,190098,2.019E+12,111,2.019E+12,374806,1,1,110,0,22,10,101,21,2105,63100,4.800029359,16
2019,201901,740090,2.019E+12,9,2.01901E+12,210029,1,1,9,0,31,11,114,26,2603,49200,4.691965103,17
2019,201901,583593,2.019E+12,117,2.01901E+12,30023,1,1,117,0,78,4,40,0,0,13000,4.113943352,10
2019,201901,1281534,2.019E+12,19,2.01901E+12,350248,1,2,20,0,47,6,65,0,0,32400,4.51054501,12
2019,201901,172745,2.019E+12,73,2.019E+12,731906,1,1,72,1,55,5,50,0,0,125000,5.096910013,11
