State FIPS Code,County FIPS Code,Postal Code,Name,"Poverty Estimate, All Ages",90% CI Lower Bound,90% CI Upper Bound,"Poverty Percent, All Ages",90% CI Lower Bound,90% CI Upper Bound,"Poverty Estimate, Age 0-17",90% CI Lower Bound,90% CI Upper Bound,"Poverty Percent, Age 0-17",90% CI Lower Bound,90% CI Upper Bound,"Poverty Estimate, Age 5-17 in Families",90% CI Lower Bound,90% CI Upper Bound,"Poverty Percent, Age 5-17 in Families",90% CI Lower Bound,90% CI Upper Bound,Median Household Income,90% CI Lower Bound,90% CI Upper Bound,"Poverty Estimate, Age 0-4",90% CI Lower Bound,90% CI Upper Bound,"Poverty Percent, Age 0-4",90% CI Lower Bound,90% CI Upper Bound
26,91,MI,Lenawee County,"9,887","8,128","11,646",10.6,8.7,12.5,"2,565","1,830","3,300",13.2,9.4,17,"1,875","1,324","2,426",12.7,9,16.4,"65,707","60,804","70,610",.,.,.,.,.,.
26,93,MI,Livingston County,"10,882","9,104","12,660",5.6,4.7,6.5,"2,217","1,569","2,865",5.7,4,7.4,"1,656","1,157","2,155",5.6,3.9,7.3,"103,737","97,941","109,533",.,.,.,.,.,.
26,95,MI,Luce County,"1,053",820,"1,286",20.2,15.7,24.7,272,186,358,26.9,18.4,35.4,192,128,256,26,17.3,34.7,"51,664","45,314","58,014",.,.,.,.,.,.
26,97,MI,Mackinac County,"1,466","1,227","1,705",13.6,11.4,15.8,304,206,402,19.2,13,25.4,230,153,307,19.6,13,26.2,"51,353","46,947","55,759",.,.,.,.,.,.
26,99,MI,Macomb County,"91,776","82,989","100,563",10.6,9.6,11.6,"25,347","21,422","29,272",14.3,12.1,16.5,"17,920","14,773","21,067",13.5,11.1,15.9,"73,929","72,005","75,853",.,.,.,.,.,.
26,101,MI,Manistee County,"3,434","2,850","4,018",14.1,11.7,16.5,849,610,"1,088",20.4,14.6,26.2,596,404,788,19.3,13.1,25.5,"57,434","52,594","62,274",.,.,.,.,.,.
26,103,MI,Marquette County,"8,960","7,819","10,101",14.3,12.5,16.1,"1,547","1,130","1,964",13.4,9.8,17,"1,053",737,"1,369",12.3,8.6,16,"62,319","59,340","65,298",.,.,.,.,.,.
26,105,MI,Mason County,"4,204","3,503","4,905",14.6,12.2,17,"1,164",885,"1,443",21.5,16.4,26.6,805,585,"1,025",19.3,14,24.6,"59,543","55,325","63,761",.,.,.,.,.,.
26,107,MI,Mecosta County,"7,354","6,239","8,469",18.4,15.6,21.2,"1,873","1,478","2,268",24.1,19,29.2,"1,307","1,012","1,602",22.9,17.7,28.1,"59,260","55,737","62,783",.,.,.,.,.,.
26,109,MI,Menominee County,"3,360","2,830","3,890",14.8,12.5,17.1,765,593,937,20.2,15.7,24.7,547,410,684,18.5,13.9,23.1,"55,853","51,509","60,197",.,.,.,.,.,.
26,111,MI,Midland County,"10,077","8,639","11,515",12.1,10.4,13.8,"2,426","1,901","2,951",14.1,11,17.2,"1,751","1,362","2,140",13.7,10.7,16.7,"73,722","69,428","78,016",.,.,.,.,.,.
26,113,MI,Missaukee County,"1,741","1,359","2,123",11.5,9,14,547,385,709,16.6,11.7,21.5,383,257,509,15.6,10.5,20.7,"66,397","62,550","70,244",.,.,.,.,.,.
26,115,MI,Monroe County,"17,288","14,677","19,899",11.3,9.6,13,"4,051","3,053","5,049",12.9,9.7,16.1,"3,038","2,294","3,782",12.7,9.6,15.8,"73,617","68,499","78,735",.,.,.,.,.,.
26,117,MI,Montcalm County,"8,639","6,934","10,344",13.8,11.1,16.5,"2,523","1,800","3,246",18.4,13.1,23.7,"1,804","1,251","2,357",17.7,12.3,23.1,"64,912","61,460","68,364",.,.,.,.,.,.
26,119,MI,Montmorency County,"1,703","1,424","1,982",17.7,14.8,20.6,371,253,489,25.1,17.1,33.1,265,173,357,24.5,16,33,"47,374","43,746","51,002",.,.,.,.,.,.
26,121,MI,Muskegon County,"24,094","20,872","27,316",14,12.1,15.9,"6,262","4,622","7,902",16.3,12,20.6,"4,524","3,209","5,839",15.8,11.2,20.4,"61,223","58,752","63,694",.,.,.,.,.,.
26,123,MI,Newaygo County,"7,058","5,802","8,314",14,11.5,16.5,"1,935","1,390","2,480",17.9,12.9,22.9,"1,348",927,"1,769",16.5,11.3,21.7,"61,951","57,304","66,598",.,.,.,.,.,.
26,125,MI,Oakland County,"103,791","94,766","112,816",8.3,7.6,9,"23,781","19,780","27,782",9.5,7.9,11.1,"16,681","13,372","19,990",8.9,7.1,10.7,"92,230","90,066","94,394",.,.,.,.,.,.
26,127,MI,Oceana County,"3,962","3,256","4,668",14.8,12.2,17.4,"1,137",831,"1,443",20.7,15.1,26.3,794,562,"1,026",19.2,13.6,24.8,"61,907","55,750","68,064",.,.,.,.,.,.
26,129,MI,Ogemaw County,"3,250","2,668","3,832",15.7,12.9,18.5,824,577,"1,071",22.7,15.9,29.5,631,443,819,23.3,16.4,30.2,"51,390","46,408","56,372",.,.,.,.,.,.
26,131,MI,Ontonagon County,763,581,945,13,9.9,16.1,174,119,229,23.9,16.3,31.5,125,83,167,22.7,15,30.4,"51,306","46,329","56,283",.,.,.,.,.,.
26,133,MI,Osceola County,"3,862","3,338","4,386",16.8,14.5,19.1,"1,044",783,"1,305",21.7,16.3,27.1,764,561,967,21.5,15.8,27.2,"55,388","51,674","59,102",.,.,.,.,.,.
26,135,MI,Oscoda County,"1,584","1,279","1,889",18.7,15.1,22.3,464,340,588,27.8,20.4,35.2,327,233,421,26.7,19,34.4,"49,622","43,893","55,351",.,.,.,.,.,.
26,137,MI,Otsego County,"2,664","2,110","3,218",10.4,8.2,12.6,796,573,"1,019",15.3,11,19.6,519,344,694,13.2,8.8,17.6,"69,029","62,566","75,492",.,.,.,.,.,.
26,139,MI,Ottawa County,"26,507","23,343","29,671",9,7.9,10.1,"5,058","3,877","6,239",7.5,5.8,9.2,"3,705","2,806","4,604",7.2,5.5,8.9,"81,772","79,722","83,822",.,.,.,.,.,.
26,141,MI,Presque Isle County,"1,729","1,422","2,036",13.1,10.8,15.4,369,250,488,18.8,12.7,24.9,267,177,357,17.5,11.6,23.4,"54,675","49,997","59,353",.,.,.,.,.,.
26,143,MI,Roscommon County,"3,714","2,961","4,467",15.7,12.5,18.9,899,627,"1,171",27.1,18.9,35.3,640,434,846,25.5,17.3,33.7,"54,305","49,536","59,074",.,.,.,.,.,.
26,145,MI,Saginaw County,"29,498","25,188","33,808",16.2,13.8,18.6,"8,867","6,797","10,937",22.6,17.3,27.9,"6,323","4,698","7,948",21.8,16.2,27.4,"59,188","56,258","62,118",.,.,.,.,.,.
26,147,MI,St. Clair County,"18,488","16,217","20,759",11.7,10.3,13.1,"4,502","3,268","5,736",14.3,10.4,18.2,"3,136","2,126","4,146",13.2,9,17.4,"68,831","65,820","71,842",.,.,.,.,.,.
26,149,MI,St. Joseph County,"7,049","5,901","8,197",11.7,9.8,13.6,"2,011","1,373","2,649",14.2,9.7,18.7,"1,459",984,"1,934",13.8,9.3,18.3,"65,540","60,374","70,706",.,.,.,.,.,.
26,151,MI,Sanilac County,"5,289","4,325","6,253",13.3,10.9,15.7,"1,649","1,237","2,061",20.1,15.1,25.1,"1,145",825,"1,465",18.5,13.3,23.7,"57,382","54,390","60,374",.,.,.,.,.,.
26,153,MI,Schoolcraft County,"1,162",933,"1,391",14.5,11.6,17.4,314,220,408,21.9,15.4,28.4,206,136,276,19.2,12.7,25.7,"56,019","49,620","62,418",.,.,.,.,.,.
26,155,MI,Shiawassee County,"8,252","6,854","9,650",12.2,10.1,14.3,"2,266","1,742","2,790",16.6,12.8,20.4,"1,577","1,191","1,963",15.5,11.7,19.3,"63,988","58,259","69,717",.,.,.,.,.,.
26,157,MI,Tuscola County,"7,469","6,443","8,495",14.3,12.3,16.3,"1,989","1,544","2,434",19.7,15.3,24.1,"1,479","1,144","1,814",19.6,15.2,24,"64,273","60,986","67,560",.,.,.,.,.,.
26,159,MI,Van Buren County,"11,039","9,434","12,644",14.7,12.6,16.8,"3,093","2,340","3,846",18.3,13.9,22.7,"2,114","1,523","2,705",16.6,12,21.2,"66,174","60,080","72,268",.,.,.,.,.,.
26,161,MI,Washtenaw County,"50,467","46,244","54,690",14.6,13.4,15.8,"8,980","7,420","10,540",13.9,11.5,16.3,"6,175","4,938","7,412",12.7,10.2,15.2,"84,704","80,307","89,101",.,.,.,.,.,.
26,163,MI,Wayne County,"357,796","341,166","374,426",20.6,19.6,21.6,"118,364","109,402","127,326",29.2,27,31.4,"87,966","81,023","94,909",29.4,27.1,31.7,"57,418","55,490","59,346",.,.,.,.,.,.
26,165,MI,Wexford County,"4,520","3,701","5,339",13.4,11,15.8,"1,414","1,043","1,785",18.7,13.8,23.6,"1,011",735,"1,287",17.8,12.9,22.7,"59,697","54,329","65,065",.,.,.,.,.,.
27,0,MN,Minnesota,"519,464","505,940","532,988",9.2,9,9.4,"130,152","122,644","137,660",10.2,9.6,10.8,"93,142","86,450","99,834",9.7,9,10.4,"85,070","84,312","85,828","33,149","29,941","36,357",10.3,9.3,11.3
27,1,MN,Aitkin County,"1,914","1,583","2,245",12.1,10,14.2,380,261,499,16.1,11.1,21.1,269,175,363,14.6,9.5,19.7,"59,844","54,862","64,826",.,.,.,.,.,.
27,3,MN,Anoka County,"23,998","20,315","27,681",6.5,5.5,7.5,"6,599","4,848","8,350",7.6,5.6,9.6,"4,586","3,233","5,939",7.1,5,9.2,"96,661","92,548","100,774",.,.,.,.,.,.
27,5,MN,Becker County,"4,094","3,383","4,805",11.8,9.8,13.8,"1,160",862,"1,458",14.6,10.8,18.4,796,564,"1,028",13.1,9.3,16.9,"71,719","66,088","77,350",.,.,.,.,.,.
27,7,MN,Beltrami County,"7,612","6,462","8,762",17.1,14.5,19.7,"2,182","1,650","2,714",19.6,14.8,24.4,"1,470","1,037","1,903",17.9,12.6,23.2,"65,855","61,335","70,375",.,.,.,.,.,.
27,9,MN,Benton County,"5,624","5,061","6,187",13.7,12.3,15.1,"1,428","1,176","1,680",14,11.5,16.5,"1,047",870,"1,224",13.6,11.3,15.9,"74,677","65,912","83,442",.,.,.,.,.,.
27,11,MN,Big Stone County,587,454,720,11.8,9.1,14.5,159,109,209,14.5,10,19,114,75,153,14.4,9.5,19.3,"62,245","55,275","69,215",.,.,.,.,.,.
27,13,MN,Blue Earth County,"9,388","8,206","10,570",14.3,12.5,16.1,"1,431",959,"1,903",10.6,7.1,14.1,902,559,"1,245",9.1,5.7,12.5,"67,236","62,933","71,539",.,.,.,.,.,.
27,15,MN,Brown County,"2,005","1,589","2,421",8.1,6.4,9.8,384,233,535,6.8,4.1,9.5,307,189,425,7.3,4.5,10.1,"71,884","65,971","77,797",.,.,.,.,.,.
27,17,MN,Carlton County,"3,194","2,652","3,736",9.1,7.5,10.7,654,430,878,8.4,5.5,11.3,454,290,618,7.8,5,10.6,"75,512","70,008","81,016",.,.,.,.,.,.
27,19,MN,Carver County,"5,081","4,102","6,060",4.6,3.7,5.5,"1,034",725,"1,343",3.8,2.7,4.9,716,486,946,3.4,2.3,4.5,"129,437","119,767","139,107",.,.,.,.,.,.
27,21,MN,Cass County,"4,571","3,970","5,172",14.7,12.8,16.6,"1,263","1,002","1,524",20.7,16.4,25,927,723,"1,131",20,15.6,24.4,"61,490","58,094","64,886",.,.,.,.,.,.
27,23,MN,Chippewa County,"1,610","1,389","1,831",13.5,11.6,15.4,606,510,702,20.1,16.9,23.3,430,361,499,19.2,16.1,22.3,"75,774","70,475","81,073",.,.,.,.,.,.
27,25,MN,Chisago County,"3,172","2,480","3,864",5.6,4.4,6.8,742,500,984,5.8,3.9,7.7,535,358,712,5.6,3.8,7.4,"91,338","86,113","96,563",.,.,.,.,.,.
27,27,MN,Clay County,"8,247","7,000","9,494",13.1,11.1,15.1,"2,070","1,558","2,582",13,9.8,16.2,"1,467","1,079","1,855",12.3,9.1,15.5,"72,172","66,714","77,630",.,.,.,.,.,.
27,29,MN,Clearwater County,"1,107",861,"1,353",13,10.1,15.9,392,268,516,18.4,12.6,24.2,273,177,369,16.6,10.8,22.4,"62,435","56,555","68,315",.,.,.,.,.,.
27,31,MN,Cook County,598,473,723,10.7,8.5,12.9,130,90,170,16.3,11.3,21.3,90,61,119,14.8,10.1,19.5,"62,435","57,079","67,791",.,.,.,.,.,.
27,33,MN,Cottonwood County,"1,244",990,"1,498",11.2,8.9,13.5,405,274,536,14.3,9.7,18.9,278,180,376,13.2,8.5,17.9,"63,898","56,433","71,363",.,.,.,.,.,.
27,35,MN,Crow Wing County,"6,191","5,073","7,309",9.2,7.5,10.9,"1,423",985,"1,861",10.5,7.3,13.7,"1,071",741,"1,401",10.4,7.2,13.6,"74,540","69,897","79,183",.,.,.,.,.,.
27,37,MN,Dakota County,"26,470","22,637","30,303",6,5.1,6.9,"6,764","4,914","8,614",6.4,4.6,8.2,"4,917","3,526","6,308",6.2,4.4,8,"100,012","96,738","103,286",.,.,.,.,.,.
27,39,MN,Dodge County,"1,556","1,263","1,849",7.4,6,8.8,436,327,545,8.4,6.3,10.5,299,217,381,7.7,5.6,9.8,"87,661","78,291","97,031",.,.,.,.,.,.
27,41,MN,Douglas County,"3,423","2,759","4,087",8.7,7,10.4,710,486,934,8.5,5.8,11.2,505,335,675,8.2,5.5,10.9,"76,508","71,929","81,087",.,.,.,.,.,.
27,43,MN,Faribault County,"1,551","1,269","1,833",11.3,9.2,13.4,392,276,508,13.3,9.4,17.2,259,163,355,11.3,7.1,15.5,"65,264","58,274","72,254",.,.,.,.,.,.
27,45,MN,Fillmore County,"2,031","1,628","2,434",9.6,7.7,11.5,630,436,824,12.2,8.4,16,457,312,602,11.7,8,15.4,"69,157","64,579","73,735",.,.,.,.,.,.
27,47,MN,Freeborn County,"3,158","2,520","3,796",10.5,8.4,12.6,810,523,"1,097",12.5,8.1,16.9,543,328,758,11.2,6.8,15.6,"66,215","61,275","71,155",.,.,.,.,.,.
27,49,MN,Goodhue County,"3,433","2,780","4,086",7.3,5.9,8.7,737,488,986,7.2,4.8,9.6,497,309,685,6.5,4,9,"83,979","76,962","90,996",.,.,.,.,.,.
27,51,MN,Grant County,652,530,774,10.7,8.7,12.7,172,118,226,12.2,8.3,16.1,123,81,165,11.6,7.7,15.5,"72,935","66,807","79,063",.,.,.,.,.,.
27,53,MN,Hennepin County,"125,382","117,075","133,689",10.1,9.4,10.8,"29,665","25,191","34,139",11.2,9.5,12.9,"22,574","19,208","25,940",11.6,9.9,13.3,"93,642","91,946","95,338",.,.,.,.,.,.
27,55,MN,Houston County,"1,433","1,142","1,724",7.8,6.2,9.4,277,182,372,7.2,4.7,9.7,195,123,267,6.4,4.1,8.7,"77,043","70,288","83,798",.,.,.,.,.,.
27,57,MN,Hubbard County,"2,337","1,910","2,764",10.7,8.8,12.6,618,423,813,13.8,9.4,18.2,463,312,614,13.8,9.3,18.3,"72,166","67,950","76,382",.,.,.,.,.,.
27,59,MN,Isanti County,"3,273","2,707","3,839",7.7,6.4,9,758,510,"1,006",7.8,5.3,10.3,537,344,730,7.4,4.7,10.1,"85,799","79,799","91,799",.,.,.,.,.,.
27,61,MN,Itasca County,"5,631","4,777","6,485",12.7,10.8,14.6,"1,419","1,074","1,764",16.1,12.2,20,"1,001",744,"1,258",15,11.1,18.9,"65,386","60,551","70,221",.,.,.,.,.,.
27,63,MN,Jackson County,784,594,974,8,6.1,9.9,201,132,270,9.8,6.4,13.2,148,95,201,9.5,6,13,"72,413","67,137","77,689",.,.,.,.,.,.
27,65,MN,Kanabec County,"1,639","1,289","1,989",10,7.9,12.1,436,285,587,12.5,8.2,16.8,322,205,439,12.4,7.9,16.9,"70,384","64,127","76,641",.,.,.,.,.,.
27,67,MN,Kandiyohi County,"5,211","4,309","6,113",12.1,10,14.2,"1,501","1,072","1,930",14.6,10.4,18.8,"1,087",765,"1,409",14.3,10.1,18.5,"69,160","64,058","74,262",.,.,.,.,.,.
27,69,MN,Kittson County,362,269,455,9.2,6.8,11.6,108,71,145,12.4,8.2,16.6,79,51,107,11.7,7.5,15.9,"72,224","66,433","78,015",.,.,.,.,.,.
27,71,MN,Koochiching County,"1,435","1,117","1,753",12.4,9.6,15.2,309,206,412,15.4,10.3,20.5,221,141,301,14.6,9.3,19.9,"64,009","56,099","71,919",.,.,.,.,.,.
27,73,MN,Lac qui Parle County,615,479,751,9.5,7.4,11.6,147,95,199,10.4,6.7,14.1,114,73,155,10.9,7,14.8,"67,947","61,542","74,352",.,.,.,.,.,.
27,75,MN,Lake County,927,706,"1,148",8.7,6.6,10.8,218,146,290,10.9,7.3,14.5,150,98,202,9.8,6.4,13.2,"71,573","63,634","79,512",.,.,.,.,.,.
27,77,MN,Lake of the Woods County,392,294,490,10.5,7.9,13.1,107,72,142,15.2,10.2,20.2,79,52,106,15.3,10,20.6,"65,778","58,206","73,350",.,.,.,.,.,.
27,79,MN,Le Sueur County,"2,136","1,725","2,547",7.4,6,8.8,449,300,598,6.8,4.5,9.1,326,211,441,6.5,4.2,8.8,"78,885","73,324","84,446",.,.,.,.,.,.
27,81,MN,Lincoln County,528,428,628,9.7,7.8,11.6,115,75,155,9,5.9,12.1,84,54,114,8.5,5.4,11.6,"65,021","57,302","72,740",.,.,.,.,.,.
27,83,MN,Lyon County,"2,758","2,299","3,217",11.2,9.3,13.1,698,453,943,10.6,6.9,14.3,521,335,707,10.5,6.8,14.2,"69,161","62,171","76,151",.,.,.,.,.,.
27,85,MN,McLeod County,"2,868","2,329","3,407",7.9,6.4,9.4,673,482,864,8.6,6.2,11,496,351,641,8.5,6,11,"75,691","69,433","81,949",.,.,.,.,.,.
27,87,MN,Mahnomen County,"1,005",831,"1,179",19.3,16,22.6,432,319,545,27.1,20,34.2,299,213,385,24.6,17.5,31.7,"54,177","48,102","60,252",.,.,.,.,.,.
27,89,MN,Marshall County,795,643,947,9.1,7.4,10.8,197,139,255,9.9,7,12.8,137,92,182,9.1,6.1,12.1,"69,843","66,303","73,383",.,.,.,.,.,.
27,91,MN,Martin County,"2,559","2,127","2,991",13.2,11,15.4,676,460,892,15.1,10.3,19.9,495,325,665,14.9,9.8,20,"59,843","54,249","65,437",.,.,.,.,.,.
27,93,MN,Meeker County,"1,947","1,561","2,333",8.4,6.7,10.1,451,307,595,8.2,5.6,10.8,316,207,425,7.6,5,10.2,"75,351","68,960","81,742",.,.,.,.,.,.
27,95,MN,Mille Lacs County,"2,893","2,361","3,425",10.7,8.7,12.7,790,558,"1,022",12.8,9,16.6,521,346,696,11.3,7.5,15.1,"70,512","64,350","76,674",.,.,.,.,.,.
27,97,MN,Morrison County,"3,457","2,755","4,159",10.2,8.1,12.3,838,575,"1,101",10.9,7.5,14.3,600,403,797,10.2,6.9,13.5,"68,639","63,183","74,095",.,.,.,.,.,.
27,99,MN,Mower County,"5,156","4,440","5,872",13.1,11.3,14.9,"1,690","1,394","1,986",17.2,14.2,20.2,"1,217",984,"1,450",16.6,13.4,19.8,"66,578","59,978","73,178",.,.,.,.,.,.
27,101,MN,Murray County,836,682,990,10.5,8.6,12.4,189,129,249,11,7.5,14.5,136,90,182,10.6,7,14.2,"74,801","67,996","81,606",.,.,.,.,.,.
27,103,MN,Nicollet County,"2,752","2,241","3,263",8.7,7.1,10.3,573,384,762,8.1,5.4,10.8,408,268,548,7.5,4.9,10.1,"74,482","69,640","79,324",.,.,.,.,.,.
27,105,MN,Nobles County,"2,398","1,880","2,916",11.3,8.9,13.7,799,554,"1,044",13,9,17,554,368,740,12.6,8.4,16.8,"63,576","57,407","69,745",.,.,.,.,.,.
27,107,MN,Norman County,764,617,911,12.3,9.9,14.7,199,137,261,13.7,9.4,18,139,94,184,12.8,8.6,17,"62,716","56,127","69,305",.,.,.,.,.,.
27,109,MN,Olmsted County,"12,929","10,418","15,440",8,6.5,9.5,"3,319","2,298","4,340",8.6,5.9,11.3,"2,356","1,596","3,116",8.2,5.5,10.9,"89,431","82,273","96,589",.,.,.,.,.,.
27,111,MN,Otter Tail County,"6,335","5,232","7,438",10.6,8.8,12.4,"1,566","1,130","2,002",12.1,8.7,15.5,"1,085",756,"1,414",11.1,7.7,14.5,"69,107","64,500","73,714",.,.,.,.,.,.
27,113,MN,Pennington County,"1,378","1,095","1,661",10.3,8.2,12.4,314,212,416,10.6,7.2,14,219,142,296,9.8,6.3,13.3,"73,104","67,288","78,920",.,.,.,.,.,.
27,115,MN,Pine County,"3,251","2,676","3,826",11.3,9.3,13.3,767,529,"1,005",13.6,9.4,17.8,534,346,722,12.8,8.3,17.3,"69,619","65,554","73,684",.,.,.,.,.,.
27,117,MN,Pipestone County,934,722,"1,146",10.3,8,12.6,307,208,406,12.4,8.4,16.4,214,141,287,11.7,7.7,15.7,"69,117","63,567","74,667",.,.,.,.,.,.
27,119,MN,Polk County,"3,132","2,529","3,735",10.7,8.6,12.8,864,574,"1,154",11.9,7.9,15.9,635,409,861,11.5,7.4,15.6,"68,136","64,189","72,083",.,.,.,.,.,.
27,121,MN,Pope County,985,780,"1,190",8.7,6.9,10.5,216,145,287,8.8,5.9,11.7,160,106,214,8.6,5.7,11.5,"64,480","60,029","68,931",.,.,.,.,.,.
27,123,MN,Ramsey County,"62,146","55,154","69,138",11.9,10.6,13.2,"18,212","14,672","21,752",15.1,12.2,18,"12,317","9,486","15,148",13.9,10.7,17.1,"77,764","75,424","80,104",.,.,.,.,.,.
27,125,MN,Red Lake County,384,295,473,9.9,7.6,12.2,105,69,141,11.4,7.5,15.3,73,46,100,10.9,6.8,15,"70,019","63,116","76,922",.,.,.,.,.,.
27,127,MN,Redwood County,"1,792","1,528","2,056",11.9,10.1,13.7,521,405,637,13.8,10.7,16.9,377,287,467,13.6,10.4,16.8,"71,012","64,368","77,656",.,.,.,.,.,.
27,129,MN,Renville County,"1,580","1,305","1,855",11.2,9.2,13.2,409,288,530,12.6,8.9,16.3,315,225,405,12.9,9.2,16.6,"70,098","63,953","76,243",.,.,.,.,.,.
27,131,MN,Rice County,"6,231","5,112","7,350",10.3,8.5,12.1,"1,559","1,132","1,986",11.1,8.1,14.1,"1,083",756,"1,410",10.4,7.3,13.5,"81,824","77,943","85,705",.,.,.,.,.,.
27,133,MN,Rock County,915,752,"1,078",9.8,8.1,11.5,216,150,282,9.8,6.8,12.8,161,111,211,9.2,6.3,12.1,"71,923","63,485","80,361",.,.,.,.,.,.
27,135,MN,Roseau County,"1,356","1,082","1,630",9,7.2,10.8,366,254,478,10.2,7.1,13.3,267,182,352,9.9,6.8,13,"74,057","66,323","81,791",.,.,.,.,.,.
27,137,MN,St. Louis County,"25,750","23,206","28,294",13.3,12,14.6,"4,450","3,397","5,503",12.4,9.5,15.3,"3,142","2,303","3,981",11.8,8.6,15,"67,311","63,870","70,752",.,.,.,.,.,.
27,139,MN,Scott County,"8,230","6,695","9,765",5.3,4.3,6.3,"2,249","1,572","2,926",5.7,4,7.4,"1,614","1,077","2,151",5.4,3.6,7.2,"111,370","102,195","120,545",.,.,.,.,.,.
27,141,MN,Sherburne County,"5,704","4,429","6,979",5.7,4.4,7,"1,617","1,082","2,152",6.3,4.2,8.4,"1,143",748,"1,538",5.9,3.9,7.9,"101,487","96,779","106,195",.,.,.,.,.,.
27,143,MN,Sibley County,"1,312","1,044","1,580",8.8,7,10.6,337,235,439,9.9,6.9,12.9,230,152,308,9.3,6.1,12.5,"76,019","70,574","81,464",.,.,.,.,.,.
27,145,MN,Stearns County,"16,996","14,338","19,654",11,9.3,12.7,"4,508","3,226","5,790",12.1,8.7,15.5,"3,256","2,279","4,233",11.9,8.3,15.5,"75,116","70,979","79,253",.,.,.,.,.,.
27,147,MN,Steele County,"2,897","2,232","3,562",7.8,6,9.6,857,576,"1,138",9.7,6.5,12.9,589,377,801,8.8,5.6,12,"78,500","72,670","84,330",.,.,.,.,.,.
27,149,MN,Stevens County,804,600,"1,008",8.9,6.6,11.2,170,112,228,7.9,5.2,10.6,114,73,155,7.3,4.6,10,"74,512","66,269","82,755",.,.,.,.,.,.
27,151,MN,Swift County,989,784,"1,194",10.5,8.3,12.7,273,182,364,12.6,8.4,16.8,192,126,258,12.2,8,16.4,"69,245","61,161","77,329",.,.,.,.,.,.
27,153,MN,Todd County,"2,984","2,351","3,617",11.7,9.2,14.2,880,603,"1,157",14.3,9.8,18.8,601,395,807,13,8.6,17.4,"60,951","56,228","65,674",.,.,.,.,.,.
27,155,MN,Traverse County,413,324,502,13.6,10.7,16.5,118,82,154,18,12.6,23.4,86,59,113,17.6,12,23.2,"67,634","60,185","75,083",.,.,.,.,.,.
27,157,MN,Wabasha County,"1,730","1,410","2,050",8.1,6.6,9.6,360,247,473,7.8,5.4,10.2,255,168,342,7.4,4.9,9.9,"81,349","75,513","87,185",.,.,.,.,.,.
27,159,MN,Wadena County,"1,886","1,498","2,274",13.5,10.7,16.3,569,392,746,15.3,10.5,20.1,414,283,545,15.1,10.3,19.9,"55,449","50,935","59,963",.,.,.,.,.,.
27,161,MN,Waseca County,"1,702","1,336","2,068",9.4,7.4,11.4,428,293,563,10.2,7,13.4,308,202,414,9.7,6.4,13,"70,833","62,315","79,351",.,.,.,.,.,.
27,163,MN,Washington County,"13,645","11,379","15,911",5,4.2,5.8,"3,373","2,456","4,290",5.2,3.8,6.6,"2,416","1,707","3,125",4.8,3.4,6.2,"111,118","107,425","114,811",.,.,.,.,.,.
27,165,MN,Watonwan County,"1,094",851,"1,337",10,7.8,12.2,357,247,467,12.3,8.5,16.1,242,159,325,11.9,7.8,16,"64,868","58,895","70,841",.,.,.,.,.,.
27,167,MN,Wilkin County,624,493,755,10.1,8,12.2,148,104,192,10.6,7.4,13.8,108,74,142,10.1,6.9,13.3,"75,073","67,166","82,980",.,.,.,.,.,.
27,169,MN,Winona County,"5,565","4,538","6,592",12.1,9.9,14.3,941,674,"1,208",11.2,8,14.4,665,462,868,10.5,7.3,13.7,"71,907","66,058","77,756",.,.,.,.,.,.
27,171,MN,Wright County,"8,100","6,557","9,643",5.4,4.4,6.4,"1,910","1,344","2,476",4.8,3.4,6.2,"1,255",830,"1,680",4.2,2.8,5.6,"104,303","97,529","111,077",.,.,.,.,.,.
27,173,MN,Yellow Medicine County,907,727,"1,087",9.7,7.8,11.6,239,159,319,11,7.3,14.7,165,103,227,10.3,6.4,14.2,"69,009","64,997","73,021",.,.,.,.,.,.
28,0,MS,Mississippi,"519,394","504,744","534,044",18.3,17.8,18.8,"162,144","154,104","170,184",24.3,23.1,25.5,"116,460","109,073","123,847",23.5,22,25,"54,386","53,167","55,605","42,775","39,541","46,009",25.3,23.4,27.2
28,1,MS,Adams County,"6,900","5,559","8,241",25.2,20.3,30.1,"1,845","1,267","2,423",32.3,22.2,42.4,"1,388",944,"1,832",33.3,22.6,44,"44,385","39,317","49,453",.,.,.,.,.,.
28,3,MS,Alcorn County,"6,238","5,138","7,338",18.7,15.4,22,"1,734","1,257","2,211",23.3,16.9,29.7,"1,172",794,"1,550",21.1,14.3,27.9,"48,556","44,212","52,900",.,.,.,.,.,.
28,5,MS,Amite County,"2,817","2,277","3,357",22.8,18.4,27.2,715,504,926,29.3,20.6,38,526,361,691,28.4,19.5,37.3,"46,108","40,125","52,091",.,.,.,.,.,.
28,7,MS,Attala County,"3,318","2,545","4,091",19.4,14.9,23.9,"1,189",813,"1,565",27.8,19,36.6,857,560,"1,154",26.2,17.1,35.3,"52,128","46,929","57,327",.,.,.,.,.,.
28,9,MS,Benton County,"1,472","1,137","1,807",20,15.4,24.6,452,304,600,30.1,20.3,39.9,341,222,460,30.3,19.7,40.9,"47,969","43,514","52,424",.,.,.,.,.,.
28,11,MS,Bolivar County,"10,583","9,412","11,754",38.7,34.4,43,"3,189","2,635","3,743",45.4,37.5,53.3,"2,158","1,688","2,628",41.8,32.7,50.9,"39,920","35,176","44,664",.,.,.,.,.,.
