,city,AvgTemperature,state_id,county_fips,lat,lng,population,timezone
109,Bellevue,7.50399770852429,TX,48077,33.6335,-98.0164,359,America/Chicago
110,Berkeley,14.447987354577641,CA,6001,37.8722,-122.276,120223,America/Los_Angeles
111,Berkeley,14.447987354577641,MO,29189,38.7439,-90.3361,8149,America/Chicago
112,Berkeley,14.447987354577641,IL,17031,41.8891,-87.9115,5222,America/Chicago
113,Birmingham,17.09421769798012,AL,1073,33.5279,-86.7971,778756,America/Chicago
114,Birmingham,17.09421769798012,MI,26125,42.5446,-83.2166,21612,America/Detroit
115,Birmingham,17.09421769798012,IA,19177,40.878,-91.9472,479,America/Chicago
116,Birmingham,17.09421769798012,OH,39043,41.3302,-82.3617,182,America/New_York
117,Birmingham,17.09421769798012,MO,29047,39.1676,-94.4501,171,America/Chicago
118,Boston,7.3414405258095545,MA,25025,42.3188,-71.0852,4355184,America/New_York
119,Boston,7.3414405258095545,GA,13275,30.792,-83.7899,1305,America/New_York
120,Boston,7.3414405258095545,IN,18177,39.7412,-84.8517,262,America/Indiana/Indianapolis
121,Boston,7.3414405258095545,VA,51001,37.6039,-75.8437,156,America/New_York
122,Boston,7.3414405258095545,KY,21179,37.7837,-85.6804,154,America/New_York
123,Boston,7.3414405258095545,PA,42003,40.312,-79.8237,142,America/New_York
124,Bridgeport,9.99492978518756,CT,9120,41.1918,-73.1954,921660,America/New_York
125,Bridgeport,9.99492978518756,WV,54033,39.3036,-80.2478,9292,America/New_York
126,Bridgeport,9.99492978518756,MI,26145,43.3706,-83.8827,6841,America/Detroit
127,Bridgeport,9.99492978518756,TX,48497,33.21,-97.7708,6174,America/Chicago
128,Bridgeport,9.99492978518756,PA,42091,40.1042,-75.3437,5085,America/New_York
129,Bridgeport,9.99492978518756,AL,1071,34.9496,-85.7243,2377,America/Chicago
130,Bridgeport,9.99492978518756,WA,53017,48.0069,-119.6726,2307,America/Los_Angeles
131,Bridgeport,9.99492978518756,IL,17101,38.7096,-87.759,1819,America/Chicago
132,Bridgeport,9.99492978518756,OH,39013,40.0673,-80.7473,1457,America/New_York
133,Bridgeport,9.99492978518756,NE,31123,41.6639,-103.0962,1403,America/Denver
134,Bridgeport,9.99492978518756,NY,36053,43.1551,-75.9723,1320,America/New_York
135,Bridgeport,9.99492978518756,CA,6051,38.2561,-119.2123,374,America/Los_Angeles
136,Bridgeport,9.99492978518756,NJ,34015,39.8009,-75.3468,208,America/New_York
137,Bridgeport,9.99492978518756,OK,40015,35.5476,-98.3775,122,America/Chicago
138,Bridgeport,9.99492978518756,KS,20169,38.6272,-97.614,31,America/Chicago
139,Brownsville,22.6189256993007,TX,48061,25.9975,-97.458,223416,America/Chicago
140,Brownsville,22.6189256993007,FL,12086,25.8216,-80.2417,16391,America/New_York
141,Brownsville,22.6189256993007,TN,47075,35.589,-89.2578,9634,America/Chicago
142,Brownsville,22.6189256993007,LA,22073,32.4883,-92.1619,3996,America/Chicago
143,Brownsville,22.6189256993007,PA,42051,40.0188,-79.8912,2539,America/New_York
144,Brownsville,22.6189256993007,OR,41043,44.3922,-122.9834,1949,America/Los_Angeles
145,Brownsville,22.6189256993007,KY,21061,37.1952,-86.2691,1066,America/Chicago
146,Brownsville,22.6189256993007,WI,55027,43.6147,-88.4953,693,America/Chicago
147,Brownsville,22.6189256993007,MN,27055,43.6993,-91.2824,624,America/Chicago
148,Brownsville,22.6189256993007,OH,39089,39.9437,-82.2516,333,America/New_York
149,Brownsville,22.6189256993007,IN,18161,39.6645,-85.0047,255,America/Indiana/Indianapolis
150,Brownsville,22.6189256993007,MD,24043,39.3782,-77.6615,18,America/New_York
151,Buffalo,7.7269057624960205,NY,36029,42.9018,-78.8487,949547,America/New_York
152,Buffalo,7.7269057624960205,MN,27171,45.1794,-93.8644,16388,America/Chicago
153,Buffalo,7.7269057624960205,WY,56019,44.3427,-106.7139,4516,America/Denver
154,Buffalo,7.7269057624960205,MO,29059,37.6444,-93.097,3358,America/Chicago
155,Buffalo,7.7269057624960205,TX,48289,31.46,-96.066,1804,America/Chicago
156,Buffalo,7.7269057624960205,OK,40059,36.8374,-99.6465,1244,America/Chicago
157,Buffalo,7.7269057624960205,SC,45087,34.7244,-81.6844,1232,America/New_York
158,Buffalo,7.7269057624960205,WV,54079,38.6108,-81.9817,1110,America/New_York
159,Buffalo,7.7269057624960205,IA,19163,41.4666,-90.717,1090,America/Chicago
160,Buffalo,7.7269057624960205,IN,18181,40.888,-86.7374,814,America/Indiana/Indianapolis
161,Buffalo,7.7269057624960205,OH,39059,39.9168,-81.5205,748,America/New_York
162,Buffalo,7.7269057624960205,KY,21123,37.5081,-85.6992,533,America/New_York
163,Buffalo,7.7269057624960205,IL,17167,39.8499,-89.4091,405,America/Chicago
164,Buffalo,7.7269057624960205,KS,20205,37.709,-95.697,290,America/Chicago
165,Buffalo,7.7269057624960205,SD,46063,45.5863,-103.5434,282,America/Denver
166,Buffalo,7.7269057624960205,ND,38017,46.9193,-97.5507,213,America/Chicago
167,Burbank,15.878038442083966,CA,6037,34.1879,-118.3235,105165,America/Los_Angeles
168,Burbank,15.878038442083966,IL,17031,41.7444,-87.7686,28822,America/Chicago
169,Burbank,15.878038442083966,WA,53071,46.2016,-118.9891,3645,America/Los_Angeles
170,Burbank,15.878038442083966,OH,39169,40.9862,-81.9949,312,America/New_York
171,Burbank,15.878038442083966,SD,46027,42.7461,-96.8326,159,America/Chicago
172,Burbank,15.878038442083966,OK,40113,36.6964,-96.7293,125,America/Chicago
173,Cambridge,7.3414405258095545,MA,25017,42.3759,-71.1185,117794,America/New_York
174,Cambridge,7.3414405258095545,MD,24019,38.5515,-76.0787,13094,America/New_York
175,Cambridge,7.3414405258095545,OH,39059,40.0221,-81.5869,10046,America/New_York
176,Cambridge,7.3414405258095545,MN,27059,45.5612,-93.2283,9992,America/Chicago
177,Cambridge,7.3414405258095545,IL,17073,41.2984,-90.1907,2184,America/Chicago
178,Cambridge,7.3414405258095545,WI,55025,43.0071,-89.0214,1507,America/Chicago
179,Cambridge,7.3414405258095545,NE,31065,40.2843,-100.1653,1036,America/Chicago
180,Cambridge,7.3414405258095545,IA,19169,41.9001,-93.536,948,America/Chicago
181,Cambridge,7.3414405258095545,PA,42071,40.0804,-75.9439,623,America/New_York
182,Cambridge,7.3414405258095545,ID,16087,44.5719,-116.6778,336,America/Boise
183,Cambridge,7.3414405258095545,KY,21111,38.2218,-85.6171,134,America/New_York
184,Cambridge,7.3414405258095545,KS,20035,37.3177,-96.6673,74,America/Chicago
185,Cape Coral,23.035940394973068,FL,12071,26.6443,-81.9957,656464,America/New_York
186,Carrollton,18.06272,TX,48113,32.989,-96.8999,132741,America/Chicago
187,Carrollton,18.06272,GA,13045,33.5818,-85.0838,27058,America/New_York
188,Carrollton,18.06272,VA,51093,36.9382,-76.5238,7903,America/New_York
189,Carrollton,18.06272,KY,21041,38.6799,-85.1658,3894,America/New_York
190,Carrollton,18.06272,MO,29033,39.3636,-93.4955,3335,America/Chicago
191,Carrollton,18.06272,OH,39019,40.5787,-81.0907,3073,America/New_York
192,Carrollton,18.06272,IL,17061,39.2948,-90.4062,2528,America/Chicago
193,Carrollton,18.06272,AL,1107,33.2619,-88.0951,892,America/Chicago
194,Carrollton,18.06272,MS,28015,33.5056,-89.9218,423,America/Chicago
195,Carrollton,18.06272,IN,18059,39.7056,-85.8208,411,America/Indiana/Indianapolis
196,Cary,14.41886117345303,NC,37183,35.7819,-78.8195,176686,America/New_York
197,Cary,14.41886117345303,IL,17111,42.2129,-88.2494,17875,America/Chicago
198,Cary,14.41886117345303,MS,28125,32.8056,-90.9247,370,America/Chicago
199,Cedar Rapids,7.975768545049347,IA,19113,41.9662,-91.6783,192755,America/Chicago
200,Cedar Rapids,7.975768545049347,NE,31011,41.5589,-98.1493,484,America/Chicago
201,Chandler,21.04876905095839,AZ,4013,33.2825,-111.8514,278123,America/Phoenix
202,Chandler,21.04876905095839,IN,18173,38.0373,-87.3739,3935,America/Chicago
203,Chandler,21.04876905095839,TX,48213,32.3065,-95.4781,3397,America/Chicago
204,Chandler,21.04876905095839,OK,40081,35.7224,-96.8925,2893,America/Chicago
205,Chandler,21.04876905095839,MN,27101,43.9306,-95.9512,322,America/Chicago
206,Charleston,18.696557871112535,SC,45019,32.8168,-79.9687,726389,America/New_York
207,Charleston,18.696557871112535,WV,54039,38.3484,-81.6322,133045,America/New_York
208,Charleston,18.696557871112535,IL,17029,39.4842,-88.1781,17212,America/Chicago
209,Charleston,18.696557871112535,MO,29133,36.9179,-89.3343,4565,America/Chicago
210,Charleston,18.696557871112535,AR,5047,35.2948,-94.0484,2611,America/Chicago
211,Charleston,18.696557871112535,MS,28135,34.0075,-90.0552,2301,America/Chicago
212,Charleston,18.696557871112535,TN,47011,35.2862,-84.7611,816,America/New_York
213,Charleston,18.696557871112535,UT,49051,40.4661,-111.46,484,America/Denver
214,Charlotte,15.994026611093298,NC,37119,35.2083,-80.8303,1436613,America/New_York
215,Charlotte,15.994026611093298,MI,26045,42.5662,-84.8304,9269,America/Detroit
216,Charlotte,15.994026611093298,TN,47043,36.1861,-87.3389,1864,America/Chicago
217,Charlotte,15.994026611093298,TX,48013,28.8593,-98.7006,1109,America/Chicago
218,Charlotte,15.994026611093298,IA,19045,41.9621,-90.4682,431,America/Chicago
219,Chattanooga,15.076709842898365,TN,47065,35.066,-85.2481,410795,America/New_York
220,Chattanooga,15.076709842898365,OK,40031,34.4238,-98.654,398,America/Chicago
221,Chesapeake,15.67885604360372,VA,51550,36.6778,-76.3023,251153,America/New_York
222,Chesapeake,15.67885604360372,WV,54039,38.2232,-81.5363,1615,America/New_York
223,Chesapeake,15.67885604360372,OH,39087,38.4298,-82.4489,1082,America/New_York
224,Chesapeake,15.67885604360372,MO,29109,37.1161,-93.6791,0,America/Chicago
225,Chicago,10.070643744030564,IL,17031,41.8375,-87.6866,8489066,America/Chicago
226,Chula Vista,16.124837126960042,CA,6073,32.6281,-117.0144,275030,America/Los_Angeles
227,Chula Vista,16.124837126960042,TX,48323,28.6573,-100.422,4884,America/Chicago
228,Chula Vista,16.124837126960042,TX,48507,28.6563,-99.8077,245,America/Chicago
229,Chula Vista,16.124837126960042,TX,48061,26.0739,-97.4397,203,America/Chicago
230,Cincinnati,11.22867393395319,OH,39061,39.1413,-84.506,1704916,America/New_York
231,Cincinnati,11.22867393395319,AR,5143,36.0405,-94.5185,536,America/Chicago
232,Cincinnati,11.22867393395319,IA,19007,40.6309,-92.9222,201,America/Chicago
233,Clarksville,14.281885540237257,TN,47125,36.5692,-87.3413,218159,America/Chicago
234,Clarksville,14.281885540237257,IN,18019,38.322,-85.7673,22121,America/Kentucky/Louisville
235,Clarksville,14.281885540237257,AR,5071,35.457,-93.4803,9500,America/Chicago
236,Clarksville,14.281885540237257,TX,48387,33.611,-95.0563,2864,America/Chicago
237,Clarksville,14.281885540237257,VA,51117,36.6171,-78.5638,1723,America/New_York
238,Clarksville,14.281885540237257,IA,19023,42.7798,-92.668,1248,America/Chicago
239,Clarksville,14.281885540237257,OH,39027,39.4016,-83.983,509,America/New_York
240,Clarksville,14.281885540237257,MO,29163,39.3693,-90.9049,446,America/Chicago
241,Clarksville,14.281885540237257,MI,26067,42.8421,-85.2425,403,America/Detroit
242,Clarksville,14.281885540237257,PA,42059,39.9745,-80.044,197,America/New_York
243,Clarksville,14.281885540237257,OK,40145,35.824,-95.5141,0,America/Chicago
244,Clearwater,21.925672809569996,FL,12103,27.979,-82.7623,117075,America/New_York
245,Clearwater,21.925672809569996,SC,45003,33.5038,-81.91,3124,America/New_York
246,Clearwater,21.925672809569996,KS,20173,37.5096,-97.4975,2536,America/Chicago
247,Clearwater,21.925672809569996,MN,27171,45.4102,-94.0447,1904,America/Chicago
248,Clearwater,21.925672809569996,NE,31003,42.1707,-98.1897,240,America/Chicago
249,Cleveland,9.605075665277333,OH,39035,41.4764,-81.6805,1679247,America/New_York
250,Cleveland,9.605075665277333,TN,47011,35.1817,-84.8707,70578,America/New_York
251,Cleveland,9.605075665277333,MS,28011,33.744,-90.7285,10855,America/Chicago
252,Cleveland,9.605075665277333,TX,48291,30.3381,-95.0908,8137,America/Chicago
253,Cleveland,9.605075665277333,GA,13311,34.597,-83.7622,3529,America/New_York
254,Cleveland,9.605075665277333,OK,40117,36.3008,-96.4635,3208,America/Chicago
255,Cleveland,9.605075665277333,FL,12015,26.9529,-81.9925,2690,America/New_York
256,Cleveland,9.605075665277333,WI,55071,43.9177,-87.7469,1655,America/Chicago
257,Cleveland,9.605075665277333,AL,1009,33.9964,-86.5671,1366,America/Chicago
258,Cleveland,9.605075665277333,NC,37159,35.7331,-80.6817,1053,America/New_York
259,Cleveland,9.605075665277333,MO,29037,38.6788,-94.598,954,America/Chicago
260,Cleveland,9.605075665277333,NY,36075,43.2398,-75.8846,769,America/New_York
261,Cleveland,9.605075665277333,MN,27079,44.3236,-93.8353,622,America/Chicago
262,Cleveland,9.605075665277333,UT,49015,39.3494,-110.8556,429,America/Denver
263,Cleveland,9.605075665277333,VA,51167,36.9434,-82.1527,346,America/New_York
264,Cleveland,9.605075665277333,IL,17073,41.5032,-90.3171,214,America/Chicago
265,Cleveland,9.605075665277333,ND,38093,46.891,-99.1195,81,America/Chicago
266,Colorado Springs,8.777836262323188,CO,8041,38.8674,-104.7605,638421,America/Denver
267,Columbia,15.994026611093298,SC,45079,34.0378,-80.9036,605083,America/New_York
268,Columbia,15.994026611093298,MO,29019,38.9472,-92.3268,141811,America/Chicago
269,Columbia,15.994026611093298,MD,24027,39.2004,-76.859,105871,America/New_York
270,Columbia,15.994026611093298,TN,47119,35.6238,-87.0484,43971,America/Chicago
271,Columbia,15.994026611093298,IL,17133,38.4581,-90.2156,11063,America/Chicago
272,Columbia,15.994026611093298,PA,42071,40.0347,-76.4944,10217,America/New_York
273,Columbia,15.994026611093298,MS,28091,31.2564,-89.8266,5804,America/Chicago
274,Columbia,15.994026611093298,KY,21001,37.1036,-85.3073,4842,America/Chicago
275,Columbia,15.994026611093298,CA,6109,38.0333,-120.4096,2645,America/Los_Angeles
276,Columbia,15.994026611093298,AL,1069,31.2968,-85.1103,769,America/New_York
277,Columbia,15.994026611093298,NC,37177,35.92,-76.2421,674,America/New_York
278,Columbia,15.994026611093298,LA,22021,32.1026,-92.077,337,America/Chicago
279,Columbia,15.994026611093298,SD,46013,45.6148,-98.3107,170,America/Chicago
280,Columbia,15.994026611093298,NJ,34041,40.926,-75.0945,152,America/New_York
281,Columbia,15.994026611093298,VA,51065,37.7538,-78.1632,38,America/New_York
282,Columbus,14.017228598909906,OH,39049,39.9862,-82.9855,1578153,America/New_York
283,Columbus,14.017228598909906,GA,13215,32.51,-84.8771,257578,America/New_York
284,Columbus,14.017228598909906,IN,18005,39.2093,-85.9183,51104,America/Indiana/Indianapolis
285,Columbus,14.017228598909906,NE,31141,41.4366,-97.3565,24188,America/Chicago
286,Columbus,14.017228598909906,MS,28087,33.5088,-88.4096,23616,America/Chicago
287,Columbus,14.017228598909906,WI,55021,43.3354,-89.03,5493,America/Chicago
288,Columbus,14.017228598909906,MN,27003,45.2685,-93.0809,4211,America/Chicago
289,Columbus,14.017228598909906,TX,48089,29.7056,-96.5571,3718,America/Chicago
290,Columbus,14.017228598909906,KS,20021,37.1716,-94.844,2902,America/Chicago
291,Columbus,14.017228598909906,MT,30095,45.636,-109.2488,1925,America/Denver
292,Columbus,14.017228598909906,NC,37149,35.2656,-82.1976,1166,America/New_York
293,Columbus,14.017228598909906,NM,35029,31.8271,-107.6422,1147,America/Denver
294,Columbus,14.017228598909906,KY,21105,36.7596,-89.102,120,America/Chicago
295,Columbus,14.017228598909906,IL,17001,39.9883,-91.1456,105,America/Chicago
296,Columbus,14.017228598909906,ND,38013,48.905,-102.7812,47,America/Chicago
297,Concord,14.447987354577641,CA,6013,37.9722,-122.0016,525233,America/Los_Angeles
298,Concord,14.447987354577641,NC,37025,35.3933,-80.6369,297379,America/New_York
299,Concord,14.447987354577641,NH,33013,43.2305,-71.5595,44219,America/New_York
300,Concord,14.447987354577641,MO,29189,38.5117,-90.3574,18028,America/Chicago
301,Concord,14.447987354577641,AL,1073,33.4674,-87.0392,1878,America/Chicago
302,Concord,14.447987354577641,VA,51031,37.3426,-78.9862,1367,America/New_York
303,Concord,14.447987354577641,MI,26075,42.1762,-84.6456,1156,America/Detroit
304,Concord,14.447987354577641,GA,13231,33.0917,-84.4387,488,America/New_York
305,Concord,14.447987354577641,NE,31051,42.3839,-96.989,166,America/Chicago
306,Concord,14.447987354577641,IL,17137,39.8157,-90.3705,141,America/Chicago
307,Concord,14.447987354577641,AR,5023,35.6623,-91.8507,110,America/Chicago
308,Concord,14.447987354577641,KY,21135,38.6876,-83.4915,18,America/New_York
309,Coral Springs,23.068924442896936,FL,12011,26.2702,-80.2591,133962,America/New_York
310,Corona,16.124837126960042,CA,6065,33.8616,-117.5649,158839,America/Los_Angeles
311,Corona,16.124837126960042,NM,35027,34.2501,-105.597,167,America/Denver
312,Corona,16.124837126960042,SD,46109,45.3352,-96.7646,72,America/Chicago
313,Corpus Christi,21.533556036347903,TX,48355,27.7254,-97.3767,339432,America/Chicago
314,Costa Mesa,16.124837126960042,CA,6059,33.6667,-117.9135,110538,America/Los_Angeles
315,Dallas,18.06272,TX,48113,32.7935,-96.7667,5843632,America/Chicago
316,Dallas,18.06272,OR,41053,44.9221,-123.313,17214,America/Los_Angeles
317,Dallas,18.06272,GA,13223,33.9152,-84.8416,14440,America/New_York
318,Dallas,18.06272,NC,37071,35.3169,-81.183,6012,America/New_York
319,Dallas,18.06272,WI,55005,45.2591,-91.8142,359,America/Chicago
320,Dallas,18.06272,SD,46053,43.2379,-99.5175,102,America/Chicago
321,Dayton,11.299415517794165,OH,39113,39.7805,-84.2003,667936,America/New_York
322,Dayton,11.299415517794165,NV,32019,39.2592,-119.5653,15873,America/Los_Angeles
323,Dayton,11.299415517794165,TX,48291,30.0315,-94.9158,9121,America/Chicago
324,Dayton,11.299415517794165,MN,27053,45.1906,-93.4758,8381,America/Chicago
325,Dayton,11.299415517794165,NJ,34023,40.3768,-74.5112,8241,America/New_York
326,Dayton,11.299415517794165,TN,47143,35.4912,-85.012,7191,America/New_York
327,Dayton,11.299415517794165,KY,21037,39.1127,-84.4639,5703,America/New_York
328,Dayton,11.299415517794165,WA,53013,46.3168,-117.9767,2695,America/Los_Angeles
329,Dayton,11.299415517794165,OR,41071,45.2198,-123.0781,2668,America/Los_Angeles
330,Dayton,11.299415517794165,VA,51165,38.4173,-78.9412,2023,America/New_York
