,Code,Year,Tonnes,Entity,GDP
801,CRI,1963,0.062295,Costa Rica,0.0076727813
802,CRI,1964,0.047219,Costa Rica,0.008091709
803,CRI,1965,0.058384,Costa Rica,0.00895084
804,CRI,1966,0.068344,Costa Rica,0.009475795
805,CRI,1967,0.076014,Costa Rica,0.009927264
806,CRI,1968,0.069372,Costa Rica,0.010562335
807,CRI,1969,0.084549,Costa Rica,0.011167652
808,CRI,1970,0.073192,Costa Rica,0.012167442
809,CRI,1971,0.08935,Costa Rica,0.012776991
810,CRI,1972,0.078787,Costa Rica,0.013638145
811,CRI,1973,0.095721,Costa Rica,0.014590383
812,CRI,1974,0.084287,Costa Rica,0.015060279
813,CRI,1975,0.080248,Costa Rica,0.015599931
814,CRI,1976,0.081784,Costa Rica,0.016839489
815,CRI,1977,0.087183,Costa Rica,0.018767137
816,CRI,1978,0.098549,Costa Rica,0.019743924
817,CRI,1979,0.098575,Costa Rica,0.020687935
818,CRI,1980,0.106389,Costa Rica,0.020820322
819,CRI,1981,0.113102,Costa Rica,0.020624732
820,CRI,1982,0.115087,Costa Rica,0.019279084
821,CRI,1983,0.124008,Costa Rica,0.019503505
822,CRI,1984,0.136857,Costa Rica,0.020973939
823,CRI,1985,0.124,Costa Rica,0.021324044
824,CRI,1986,0.128227,Costa Rica,0.023604255
825,CRI,1987,0.138,Costa Rica,0.023636148
826,CRI,1988,0.1449,Costa Rica,0.024281143
827,CRI,1989,0.157,Costa Rica,0.025842612
828,CRI,1990,0.1511,Costa Rica,0.026685379
829,CRI,1991,0.158,Costa Rica,0.02717514
830,CRI,1992,0.168,Costa Rica,0.030036976
831,CRI,1993,0.156927,Costa Rica,0.032134134
832,CRI,1994,0.147998,Costa Rica,0.033639016
833,CRI,1995,0.150061,Costa Rica,0.034974814
834,CRI,1996,0.154131,Costa Rica,0.03439336
835,CRI,1997,0.132015,Costa Rica,0.035942797
836,CRI,1998,0.152385,Costa Rica,0.039531946
837,CRI,1999,0.147868,Costa Rica,0.039908704
838,CRI,2000,0.161395,Costa Rica,0.04166538
839,CRI,2001,0.150289,Costa Rica,0.04351649
840,CRI,2002,0.140874,Costa Rica,0.043845906
841,CRI,2003,0.132259,Costa Rica,0.045280354
842,CRI,2004,0.126,Costa Rica,0.04738522
843,CRI,2005,0.125669,Costa Rica,0.050876887
844,CRI,2006,0.101038,Costa Rica,0.051939373
845,CRI,2007,0.121058,Costa Rica,0.05501337
846,CRI,2008,0.111959,Costa Rica,0.058260423
847,CRI,2009,0.091403,Costa Rica,0.06167382
848,CRI,2010,0.09162,Costa Rica,0.06283101
849,CRI,2011,0.095038,Costa Rica,0.066766733
850,CRI,2012,0.117873,Costa Rica,0.070761734
851,CRI,2013,0.071381,Costa Rica,0.069764055
852,CRI,2014,0.096735,Costa Rica,0.0739665
853,CRI,2015,0.083846,Costa Rica,0.07918287
854,CRI,2016,0.09372,Costa Rica,0.08442216
855,CRI,2017,0.090419,Costa Rica,0.08973184
856,CRI,2018,0.092016,Costa Rica,0.09107538
857,CRI,2019,0.076385,Costa Rica,0.09349183
858,CIV,1961,0.1855,Cote d'Ivoire,0.0061446016
859,CIV,1962,0.097071,Cote d'Ivoire,0.0064656113
860,CIV,1963,0.194639,Cote d'Ivoire,0.007338869
861,CIV,1964,0.260698,Cote d'Ivoire,0.00852825
862,CIV,1965,0.202105,Cote d'Ivoire,0.0081460454
863,CIV,1966,0.272566,Cote d'Ivoire,0.009134096
864,CIV,1967,0.130759,Cote d'Ivoire,0.009620607
865,CIV,1968,0.28776,Cote d'Ivoire,0.010967856
866,CIV,1969,0.210124,Cote d'Ivoire,0.012049817
867,CIV,1970,0.27961,Cote d'Ivoire,0.013398076
868,CIV,1971,0.239706,Cote d'Ivoire,0.014294804
869,CIV,1972,0.268836,Cote d'Ivoire,0.014946763
870,CIV,1973,0.301804,Cote d'Ivoire,0.01581907
871,CIV,1974,0.195935,Cote d'Ivoire,0.017104529
872,CIV,1975,0.2704,Cote d'Ivoire,0.017877785
873,CIV,1976,0.3084,Cote d'Ivoire,0.020060142
874,CIV,1977,0.291339,Cote d'Ivoire,0.021492025
875,CIV,1978,0.195565,Cote d'Ivoire,0.02361929
876,CIV,1979,0.277048,Cote d'Ivoire,0.024052697
877,CIV,1980,0.249608,Cote d'Ivoire,0.02142319
878,CIV,1981,0.366839,Cote d'Ivoire,0.022542578
879,CIV,1982,0.247708,Cote d'Ivoire,0.023257276
880,CIV,1983,0.270581,Cote d'Ivoire,0.023516606
881,CIV,1984,0.085203,Cote d'Ivoire,0.024203457
882,CIV,1985,0.277082,Cote d'Ivoire,0.026943074
883,CIV,1986,0.265199,Cote d'Ivoire,0.02826917
884,CIV,1987,0.27013,Cote d'Ivoire,0.02785395
885,CIV,1988,0.186705,Cote d'Ivoire,0.028514046
886,CIV,1989,0.22135,Cote d'Ivoire,0.031309236
887,CIV,1990,0.285164,Cote d'Ivoire,0.028958046
888,CIV,1991,0.198909,Cote d'Ivoire,0.029703997
889,CIV,1992,0.257,Cote d'Ivoire,0.031055663
890,CIV,1993,0.138937,Cote d'Ivoire,0.03067294
891,CIV,1994,0.145576,Cote d'Ivoire,0.030134753
892,CIV,1995,0.194968,Cote d'Ivoire,0.034665878
893,CIV,1996,0.167786,Cote d'Ivoire,0.037597745
894,CIV,1997,0.279219,Cote d'Ivoire,0.037664264
895,CIV,1998,0.311,Cote d'Ivoire,0.038518362
896,CIV,1999,0.307331,Cote d'Ivoire,0.03796142
897,CIV,2000,0.38,Cote d'Ivoire,0.037206946
898,CIV,2001,0.301127,Cote d'Ivoire,0.037474152
899,CIV,2002,0.182001,Cote d'Ivoire,0.036997444
900,CIV,2003,0.140027,Cote d'Ivoire,0.041318605
901,CIV,2004,0.154081,Cote d'Ivoire,0.039324262
902,CIV,2005,0.23,Cote d'Ivoire,0.03930931
903,CIV,2006,0.187,Cote d'Ivoire,0.04118276
904,CIV,2007,0.170849,Cote d'Ivoire,0.043601986
905,CIV,2008,0.173118,Cote d'Ivoire,0.046264025
906,CIV,2009,0.142945,Cote d'Ivoire,0.050301555
907,CIV,2010,0.094372,Cote d'Ivoire,0.05741622
908,CIV,2011,0.032291,Cote d'Ivoire,0.060760736
909,CIV,2012,0.121426,Cote d'Ivoire,0.07209841
910,CIV,2013,0.103743,Cote d'Ivoire,0.080790086
911,CIV,2014,0.10991347,Cote d'Ivoire,0.09265422
912,CIV,2015,0.127,Cote d'Ivoire,0.105490874
913,CIV,2016,0.106,Cote d'Ivoire,0.108304
914,CIV,2017,0.0336,Cote d'Ivoire,0.11116304
915,CIV,2018,0.1239,Cote d'Ivoire,0.12075256
916,CIV,2019,0.095204,Cote d'Ivoire,0.12949177
917,COD,1961,0.054,Democratic Republic of Congo,0.038455095
918,COD,1962,0.066,Democratic Republic of Congo,0.047457624
919,COD,1963,0.066,Democratic Republic of Congo,0.04573586
920,COD,1964,0.057,Democratic Republic of Congo,0.041536537
921,COD,1965,0.0585,Democratic Republic of Congo,0.047408525
922,COD,1966,0.054,Democratic Republic of Congo,0.05061672
923,COD,1967,0.06,Democratic Republic of Congo,0.046412632
924,COD,1968,0.0633,Democratic Republic of Congo,0.05011946
925,COD,1969,0.068,Democratic Republic of Congo,0.055849595
926,COD,1970,0.0696,Democratic Republic of Congo,0.05760869
927,COD,1971,0.0746,Democratic Republic of Congo,0.057196462
928,COD,1972,0.0792,Democratic Republic of Congo,0.05514141
929,COD,1973,0.0777,Democratic Republic of Congo,0.060761506
930,COD,1974,0.0771,Democratic Republic of Congo,0.064183742
931,COD,1975,0.0825,Democratic Republic of Congo,0.052089102
932,COD,1976,0.0911,Democratic Republic of Congo,0.047206167
933,COD,1977,0.0885,Democratic Republic of Congo,0.04943201
934,COD,1978,0.0856,Democratic Republic of Congo,0.048712937
935,COD,1979,0.0867,Democratic Republic of Congo,0.055725363
936,COD,1980,0.089,Democratic Republic of Congo,0.057589834
937,COD,1981,0.0934,Democratic Republic of Congo,0.05516752
938,COD,1982,0.0934,Democratic Republic of Congo,0.05635082
939,COD,1983,0.0842,Democratic Republic of Congo,0.057990623
940,COD,1984,0.0927,Democratic Republic of Congo,0.0666994
941,COD,1985,0.0916,Democratic Republic of Congo,0.064053465
942,COD,1986,0.095,Democratic Republic of Congo,0.0604238
943,COD,1987,0.0972,Democratic Republic of Congo,0.059113062
944,COD,1988,0.10308,Democratic Republic of Congo,0.063540232
945,COD,1989,0.09474,Democratic Republic of Congo,0.065274986
946,COD,1990,0.101594,Democratic Republic of Congo,0.05150309
947,COD,1991,0.095,Democratic Republic of Congo,0.04221914
948,COD,1992,0.0924,Democratic Republic of Congo,0.05457311
949,COD,1993,0.090109,Democratic Republic of Congo,0.042911035
950,COD,1994,0.088346,Democratic Republic of Congo,0.031580269
951,COD,1995,0.084714,Democratic Republic of Congo,0.032856156
952,COD,1996,0.073975,Democratic Republic of Congo,0.029417173
953,COD,1997,0.070299,Democratic Republic of Congo,0.03025515
954,COD,1998,0.055991,Democratic Republic of Congo,0.027435776
955,COD,1999,0.048605,Democratic Republic of Congo,0.028455754
956,COD,2000,0.046767,Democratic Republic of Congo,0.02565719
957,COD,2001,0.034723,Democratic Republic of Congo,0.025649097
958,COD,2002,0.03208,Democratic Republic of Congo,0.026641265
959,COD,2003,0.03205,Democratic Republic of Congo,0.029050104
960,COD,2004,0.03202,Democratic Republic of Congo,0.032086698
961,COD,2005,0.03199,Democratic Republic of Congo,0.034905735
962,COD,2006,0.03196,Democratic Republic of Congo,0.038060876
963,COD,2007,0.03193,Democratic Republic of Congo,0.040470335
964,COD,2008,0.0319,Democratic Republic of Congo,0.040075796
965,COD,2009,0.03187,Democratic Republic of Congo,0.04104209
966,COD,2010,0.03184,Democratic Republic of Congo,0.045981024
