,transaction_id,transaction_date,transaction_time,sales_outlet_id,staff_id,customer_id,instore_yn,order,line_item_id,product_id,quantity,line_item_amount,unit_price,promo_item_yn,Seconds,Hours,Shop
101,510,2019-04-01,15:15:17,3,12,288,Y,1,1,35,2,6.2,3.1,N,54917,15,A
102,510,2019-04-01,15:15:17,3,12,288,Y,1,5,79,1,3.75,3.75,N,54917,15,A
103,511,2019-04-01,18:07:54,3,12,15,N,1,1,26,2,6.0,3.0,N,65274,18,A
104,513,2019-04-01,11:08:11,3,17,486,Y,1,1,59,1,4.5,4.5,N,40091,11,A
105,516,2019-04-01,16:02:33,3,12,206,Y,1,1,43,2,6.0,3.0,N,57753,16,A
106,516,2019-04-01,16:02:33,3,12,206,Y,1,5,71,1,3.75,3.75,N,57753,16,A
107,523,2019-04-01,14:00:44,3,17,315,N,1,1,25,1,2.2,2.2,N,50444,14,A
108,528,2019-04-01,17:12:46,3,17,197,Y,1,1,55,2,8.0,4.0,N,61966,17,A
109,529,2019-04-01,19:49:37,3,12,329,N,1,1,36,1,3.75,3.75,N,71377,19,A
110,530,2019-04-01,19:28:35,3,17,184,Y,1,1,55,1,4.0,4.0,N,70115,19,A
111,534,2019-04-01,18:52:34,3,17,474,N,1,1,22,1,2.0,2.0,N,67954,18,A
112,537,2019-04-01,12:18:27,3,17,706,Y,1,1,38,1,3.75,3.75,N,44307,12,A
113,539,2019-04-01,17:18:36,3,17,384,Y,1,1,29,1,2.5,2.5,N,62316,17,A
114,541,2019-04-01,19:17:34,3,12,537,Y,1,1,52,2,5.0,2.5,N,69454,19,A
115,546,2019-04-01,18:49:48,3,17,128,N,1,1,27,1,3.5,3.5,N,67788,18,A
116,550,2019-04-01,11:12:39,3,17,349,Y,1,1,22,2,4.0,2.0,N,40359,11,A
117,554,2019-04-01,17:11:09,3,17,245,N,1,1,25,1,2.2,2.2,N,61869,17,A
118,555,2019-04-01,18:23:47,3,17,244,N,1,1,32,2,6.0,3.0,N,66227,18,A
119,558,2019-04-01,13:44:48,3,12,65,Y,1,1,56,1,2.55,2.55,N,49488,13,A
120,562,2019-04-01,13:03:13,3,12,616,N,1,1,43,2,6.0,3.0,N,46993,13,A
121,565,2019-04-01,11:45:11,3,12,284,N,1,1,51,2,6.0,3.0,N,42311,11,A
122,566,2019-04-01,12:20:16,3,17,384,Y,1,1,60,2,7.5,3.75,N,44416,12,A
123,575,2019-04-01,17:41:55,3,17,269,N,1,1,55,2,8.0,4.0,N,63715,17,A
124,575,2019-04-01,17:41:55,3,17,269,N,1,5,71,1,3.75,3.75,N,63715,17,A
125,580,2019-04-01,11:15:17,3,17,736,N,1,1,54,2,5.0,2.5,N,40517,11,A
126,585,2019-04-01,17:58:05,3,17,385,N,1,1,52,2,5.0,2.5,N,64685,17,A
127,586,2019-04-01,15:14:19,3,12,25,Y,1,1,26,2,6.0,3.0,N,54859,15,A
128,588,2019-04-01,12:45:52,3,17,200,Y,1,1,28,2,4.0,2.0,N,45952,12,A
129,590,2019-04-01,16:39:24,3,17,450,Y,1,1,36,1,3.75,3.75,N,59964,16,A
130,591,2019-04-01,16:32:46,3,17,644,N,1,1,51,2,6.0,3.0,N,59566,16,A
131,593,2019-04-01,18:18:10,3,17,482,N,1,1,59,1,4.5,4.5,N,65890,18,A
132,599,2019-04-01,12:58:29,3,12,83,N,1,1,41,1,4.25,4.25,N,46709,12,A
133,601,2019-04-01,11:47:57,3,17,199,N,1,1,23,1,2.5,2.5,N,42477,11,A
134,601,2019-04-01,11:47:57,3,17,199,N,1,5,69,1,3.25,3.25,N,42477,11,A
135,602,2019-04-01,16:22:38,3,12,425,N,1,1,22,1,2.0,2.0,N,58958,16,A
136,610,2019-04-01,15:30:16,3,12,222,Y,1,1,43,1,3.0,3.0,N,55816,15,A
137,611,2019-04-01,11:17:40,3,17,776,N,1,1,51,2,6.0,3.0,N,40660,11,A
138,616,2019-04-01,11:30:18,3,12,190,N,1,1,30,2,6.0,3.0,N,41418,11,A
139,625,2019-04-01,18:34:46,3,12,729,Y,1,1,25,2,4.4,2.2,N,66886,18,A
140,625,2019-04-01,18:34:46,3,12,729,Y,1,5,77,1,3.0,3.0,N,66886,18,A
141,641,2019-04-01,16:48:51,3,12,749,Y,1,1,59,1,4.5,4.5,N,60531,16,A
142,646,2019-04-01,18:16:21,3,12,281,Y,1,1,54,2,5.0,2.5,N,65781,18,A
143,660,2019-04-01,19:58:29,3,17,362,Y,1,1,55,1,4.0,4.0,N,71909,19,A
144,675,2019-04-01,15:29:24,3,17,271,Y,1,1,57,1,3.1,3.1,N,55764,15,A
145,675,2019-04-01,15:29:24,3,17,271,Y,1,5,70,1,3.25,3.25,N,55764,15,A
146,676,2019-04-01,11:09:01,3,12,289,N,1,1,59,1,4.5,4.5,N,40141,11,A
147,677,2019-04-01,14:01:57,3,12,124,Y,1,1,36,2,7.5,3.75,N,50517,14,A
148,684,2019-04-01,11:57:17,3,12,693,Y,1,1,37,2,6.0,3.0,N,43037,11,A
149,691,2019-04-01,17:39:57,3,12,602,N,1,1,25,1,2.2,2.2,N,63597,17,A
150,691,2019-04-01,17:39:57,3,12,602,N,1,5,77,1,3.0,3.0,N,63597,17,A
151,693,2019-04-01,18:13:19,3,17,376,Y,1,1,60,2,7.5,3.75,N,65599,18,A
152,694,2019-04-01,14:19:10,3,12,251,Y,1,1,60,1,3.75,3.75,N,51550,14,A
153,703,2019-04-01,13:21:23,3,17,459,N,1,1,38,2,7.5,3.75,N,48083,13,A
154,709,2019-04-01,12:30:46,3,17,120,N,1,1,44,2,5.0,2.5,N,45046,12,A
155,711,2019-04-01,18:34:56,3,12,136,N,1,1,60,2,7.5,3.75,N,66896,18,A
156,724,2019-04-01,13:05:56,3,17,596,Y,1,1,58,1,3.5,3.5,N,47156,13,A
157,725,2019-04-01,19:25:42,3,17,393,N,1,1,55,1,4.0,4.0,N,69942,19,A
158,728,2019-04-01,16:31:22,3,17,126,N,1,1,51,2,6.0,3.0,N,59482,16,A
159,737,2019-04-01,15:01:21,3,12,162,N,1,1,34,2,4.9,2.45,N,54081,15,A
160,739,2019-04-01,12:46:22,3,17,230,Y,1,1,56,1,2.55,2.55,N,45982,12,A
161,755,2019-04-01,18:43:42,3,12,290,Y,1,1,25,1,2.2,2.2,N,67422,18,A
162,766,2019-04-01,15:09:37,3,12,119,Y,1,1,22,1,2.0,2.0,N,54577,15,A
163,770,2019-04-01,17:22:29,3,17,332,N,1,1,58,2,7.0,3.5,N,62549,17,A
164,771,2019-04-01,16:38:05,3,12,138,Y,1,1,35,1,3.1,3.1,N,59885,16,A
165,777,2019-04-01,14:35:47,3,17,361,N,1,1,55,1,4.0,4.0,N,52547,14,A
166,778,2019-04-01,15:10:55,3,17,488,N,1,1,42,1,2.5,2.5,N,54655,15,A
167,780,2019-04-01,14:05:30,3,12,222,Y,1,1,60,1,3.75,3.75,N,50730,14,A
168,782,2019-04-01,18:00:34,3,17,141,Y,1,1,53,1,3.0,3.0,N,64834,18,A
169,789,2019-04-01,18:31:25,3,12,505,N,1,1,41,2,8.5,4.25,N,66685,18,A
170,790,2019-04-01,12:42:26,3,17,139,Y,1,1,53,1,3.0,3.0,N,45746,12,A
171,793,2019-04-01,13:09:20,3,17,473,N,1,1,26,1,3.0,3.0,N,47360,13,A
172,798,2019-04-01,19:29:01,3,17,329,Y,1,1,44,2,5.0,2.5,N,70141,19,A
173,803,2019-04-01,11:26:24,3,17,600,N,1,1,49,2,6.0,3.0,N,41184,11,A
174,807,2019-04-01,16:47:11,3,17,796,N,1,1,26,2,6.0,3.0,N,60431,16,A
175,809,2019-04-01,16:51:18,3,12,52,N,1,1,37,2,6.0,3.0,N,60678,16,A
176,810,2019-04-01,18:51:41,3,17,702,Y,1,1,28,1,2.0,2.0,N,67901,18,A
177,820,2019-04-01,19:21:29,3,12,466,N,1,1,51,1,3.0,3.0,N,69689,19,A
178,820,2019-04-01,19:21:29,3,12,466,N,1,5,74,1,3.5,3.5,N,69689,19,A
179,823,2019-04-01,19:32:22,3,17,24,Y,1,1,47,1,3.0,3.0,N,70342,19,A
180,828,2019-04-01,11:14:07,3,12,456,Y,1,1,52,1,2.5,2.5,N,40447,11,A
181,831,2019-04-01,19:38:46,3,12,406,N,1,1,55,2,8.0,4.0,N,70726,19,A
182,855,2019-04-01,15:12:22,3,12,637,N,1,1,24,1,3.0,3.0,N,54742,15,A
183,859,2019-04-01,17:44:28,3,12,209,Y,1,1,27,2,7.0,3.5,N,63868,17,A
184,859,2019-04-01,17:44:28,3,12,209,Y,1,5,74,1,3.5,3.5,N,63868,17,A
185,861,2019-04-01,13:09:03,3,17,438,Y,1,1,35,1,3.1,3.1,N,47343,13,A
186,869,2019-04-01,16:42:12,3,17,536,Y,1,1,36,2,7.5,3.75,N,60132,16,A
187,873,2019-04-01,19:07:26,3,17,550,Y,1,1,46,1,2.5,2.5,N,68846,19,A
188,873,2019-04-01,19:07:26,3,17,550,Y,1,5,78,1,4.5,4.5,N,68846,19,A
189,889,2019-04-01,16:58:31,3,12,548,N,1,1,45,2,6.0,3.0,N,61111,16,A
190,889,2019-04-01,16:58:31,3,12,548,N,1,5,70,1,3.25,3.25,N,61111,16,A
191,891,2019-04-01,12:12:21,3,17,662,Y,1,1,34,2,4.9,2.45,N,43941,12,A
192,891,2019-04-01,12:12:21,3,17,662,Y,1,5,71,1,3.75,3.75,N,43941,12,A
193,901,2019-04-01,15:09:38,3,12,341,Y,1,1,29,1,2.5,2.5,N,54578,15,A
194,901,2019-04-01,15:09:38,3,12,341,Y,1,5,71,1,3.75,3.75,N,54578,15,A
195,902,2019-04-01,13:23:54,3,17,685,N,1,1,58,2,7.0,3.5,N,48234,13,A
196,917,2019-04-01,19:10:16,3,12,631,Y,1,1,27,2,7.0,3.5,N,69016,19,A
197,919,2019-04-01,19:06:41,3,17,675,N,1,1,54,1,2.5,2.5,N,68801,19,A
198,921,2019-04-01,11:44:31,3,12,773,N,1,1,56,1,2.55,2.55,N,42271,11,A
199,923,2019-04-01,13:44:26,3,17,740,N,1,1,57,1,3.1,3.1,N,49466,13,A
200,924,2019-04-01,12:58:53,3,17,743,N,1,1,57,2,6.2,3.1,N,46733,12,A
201,932,2019-04-01,15:55:09,3,12,296,N,1,1,44,2,5.0,2.5,N,57309,15,A
202,944,2019-04-01,19:25:57,3,17,63,Y,1,1,50,2,5.0,2.5,N,69957,19,A
203,944,2019-04-01,19:25:57,3,17,63,Y,1,5,69,1,3.25,3.25,N,69957,19,A
204,946,2019-04-01,12:04:37,3,17,563,N,1,1,47,2,6.0,3.0,N,43477,12,A
205,948,2019-04-01,16:18:56,3,17,424,N,1,1,61,1,4.75,4.75,N,58736,16,A
206,960,2019-04-01,14:07:56,3,12,382,Y,1,1,23,1,2.5,2.5,N,50876,14,A
207,964,2019-04-01,12:33:20,3,12,608,Y,1,1,54,2,5.0,2.5,N,45200,12,A
208,968,2019-04-01,18:22:07,3,17,497,Y,1,1,53,1,3.0,3.0,N,66127,18,A
209,969,2019-04-01,15:19:19,3,17,313,N,1,1,43,1,3.0,3.0,N,55159,15,A
210,984,2019-04-01,15:17:06,3,12,81,N,1,1,53,1,3.0,3.0,N,55026,15,A
211,988,2019-04-01,16:58:33,3,12,384,Y,1,1,37,1,3.0,3.0,N,61113,16,A
212,993,2019-04-01,13:42:10,3,12,398,N,1,1,43,1,3.0,3.0,N,49330,13,A
213,994,2019-04-01,15:50:59,3,17,44,N,1,1,39,1,4.25,4.25,N,57059,15,A
214,1000,2019-04-01,16:07:20,3,17,732,N,1,1,23,2,5.0,2.5,N,58040,16,A
215,1010,2019-04-01,16:17:52,3,17,430,N,1,1,29,2,5.0,2.5,N,58672,16,A
216,1014,2019-04-01,13:19:36,3,12,601,N,1,1,23,1,2.5,2.5,N,47976,13,A
217,1015,2019-04-01,11:40:26,3,12,7,N,1,1,52,2,5.0,2.5,N,42026,11,A
218,1017,2019-04-01,11:15:33,3,17,318,Y,1,1,54,1,2.5,2.5,N,40533,11,A
219,1018,2019-04-01,19:39:00,3,17,467,Y,1,1,47,2,6.0,3.0,N,70740,19,A
220,1023,2019-04-01,15:27:11,3,12,434,Y,1,1,58,2,7.0,3.5,N,55631,15,A
221,1033,2019-04-01,14:53:00,3,12,781,N,1,1,43,1,3.0,3.0,N,53580,14,A
222,1042,2019-04-01,19:45:16,3,12,316,N,1,1,41,1,4.25,4.25,N,71116,19,A
223,1046,2019-04-01,19:38:00,3,12,399,N,1,1,33,1,3.5,3.5,N,70680,19,A
224,1051,2019-04-01,19:04:14,3,17,403,Y,1,1,29,2,5.0,2.5,N,68654,19,A
225,1052,2019-04-01,17:59:05,3,12,685,N,1,1,48,1,2.5,2.5,N,64745,17,A
226,1057,2019-04-01,15:44:32,3,17,409,N,1,1,44,2,5.0,2.5,N,56672,15,A
227,1057,2019-04-01,15:44:32,3,17,409,N,1,5,78,1,4.5,4.5,N,56672,15,A
228,1064,2019-04-01,17:32:16,3,12,557,Y,1,1,38,2,7.5,3.75,N,63136,17,A
229,1065,2019-04-01,12:33:35,3,17,231,Y,1,1,29,2,5.0,2.5,N,45215,12,A
230,1071,2019-04-01,11:36:00,3,17,571,N,1,1,40,2,7.5,3.75,N,41760,11,A
231,1072,2019-04-01,16:20:47,3,12,235,Y,1,1,41,1,4.25,4.25,N,58847,16,A
232,1088,2019-04-01,15:59:51,3,17,226,N,1,1,50,2,5.0,2.5,N,57591,15,A
233,1093,2019-04-01,16:03:30,3,17,745,N,1,1,34,2,4.9,2.45,N,57810,16,A
234,1094,2019-04-01,15:01:50,3,12,355,Y,1,1,27,1,3.5,3.5,N,54110,15,A
235,1095,2019-04-01,13:40:47,3,17,177,Y,1,1,54,2,5.0,2.5,N,49247,13,A
236,1096,2019-04-01,17:15:12,3,12,379,N,1,1,59,1,4.5,4.5,N,62112,17,A
237,1108,2019-04-01,11:36:56,3,17,654,Y,1,1,55,1,4.0,4.0,N,41816,11,A
238,1114,2019-04-01,17:10:35,3,12,428,N,1,1,59,1,4.5,4.5,N,61835,17,A
239,1116,2019-04-01,17:29:08,3,12,402,Y,1,1,37,1,3.0,3.0,N,62948,17,A
240,1117,2019-04-01,18:10:03,3,12,179,Y,1,1,58,1,3.5,3.5,N,65403,18,A
241,1120,2019-04-01,14:45:37,3,17,536,N,1,1,38,1,3.75,3.75,N,53137,14,A
242,1123,2019-04-01,12:09:46,3,17,299,N,1,1,26,2,6.0,3.0,N,43786,12,A
243,1125,2019-04-01,12:50:28,3,12,184,Y,1,1,32,2,6.0,3.0,N,46228,12,A
244,1145,2019-04-01,12:13:07,3,12,328,N,1,1,42,1,2.5,2.5,N,43987,12,A
245,1146,2019-04-01,17:22:36,3,17,574,N,1,1,36,1,3.75,3.75,N,62556,17,A
246,1151,2019-04-01,13:41:09,3,12,337,N,1,1,42,2,5.0,2.5,N,49269,13,A
247,1167,2019-04-01,17:51:22,3,12,5,N,1,1,53,1,3.0,3.0,N,64282,17,A
248,1169,2019-04-01,13:52:28,3,12,669,Y,1,1,56,2,5.1,2.55,N,49948,13,A
249,1169,2019-04-01,13:52:28,3,12,669,Y,1,5,70,1,3.25,3.25,N,49948,13,A
250,1182,2019-04-01,19:18:58,3,12,80,Y,1,1,53,1,3.0,3.0,N,69538,19,A
251,1185,2019-04-01,12:40:00,3,17,490,N,1,1,37,2,6.0,3.0,N,45600,12,A
252,1185,2019-04-01,12:40:00,3,17,490,N,1,5,69,1,3.25,3.25,N,45600,12,A
253,1187,2019-04-01,12:48:08,3,17,567,Y,1,1,38,2,7.5,3.75,N,46088,12,A
254,1195,2019-04-01,11:50:23,3,17,222,Y,1,1,36,2,7.5,3.75,N,42623,11,A
255,1198,2019-04-01,15:44:22,3,12,408,Y,1,1,38,2,7.5,3.75,N,56662,15,A
256,1201,2019-04-01,16:56:48,3,12,85,N,1,1,28,1,2.0,2.0,N,61008,16,A
257,1206,2019-04-01,15:52:23,3,12,540,N,1,1,29,2,5.0,2.5,N,57143,15,A
258,1207,2019-04-01,12:36:17,3,12,55,N,1,1,40,2,7.5,3.75,N,45377,12,A
259,1207,2019-04-01,12:36:17,3,12,55,N,1,5,71,1,3.75,3.75,N,45377,12,A
260,1209,2019-04-01,17:29:25,3,17,2,Y,1,1,46,1,2.5,2.5,N,62965,17,A
261,1209,2019-04-01,17:29:25,3,17,2,Y,1,5,75,1,3.5,3.5,N,62965,17,A
262,1210,2019-04-01,19:41:15,3,12,135,N,1,1,51,1,3.0,3.0,N,70875,19,A
263,1230,2019-04-01,15:27:54,3,12,227,N,1,1,56,1,2.55,2.55,N,55674,15,A
264,1233,2019-04-01,15:42:49,3,17,305,N,1,1,40,1,3.75,3.75,N,56569,15,A
265,1238,2019-04-01,12:43:33,3,17,453,Y,1,1,29,1,2.5,2.5,N,45813,12,A
266,1247,2019-04-01,11:33:29,3,12,146,Y,1,1,45,1,3.0,3.0,N,41609,11,A
267,1247,2019-04-01,11:33:29,3,12,146,Y,1,5,74,1,3.5,3.5,N,41609,11,A
268,1257,2019-04-01,13:35:04,3,12,646,N,1,1,30,2,6.0,3.0,N,48904,13,A
269,1261,2019-04-01,14:02:12,3,12,770,Y,1,1,49,1,3.0,3.0,N,50532,14,A
270,1264,2019-04-01,14:55:34,3,17,97,Y,1,1,34,2,4.9,2.45,N,53734,14,A
271,1271,2019-04-01,12:46:55,3,17,434,N,1,1,33,1,3.5,3.5,N,46015,12,A
