,staff_id,customer_id,product_id,quantity,unit_price,Hours,Shop
155,12,136,60,2,3.75,18,Shop A
158,17,126,51,2,3.0,16,Shop A
159,12,162,34,2,2.45,15,Shop A
163,17,332,58,2,3.5,17,Shop A
169,12,505,41,2,4.25,18,Shop A
172,17,329,44,2,2.5,19,Shop A
173,17,600,49,2,3.0,11,Shop A
174,17,796,26,2,3.0,16,Shop A
175,12,52,37,2,3.0,16,Shop A
181,12,406,55,2,4.0,19,Shop A
183,12,209,27,2,3.5,17,Shop A
186,17,536,36,2,3.75,16,Shop A
189,12,548,45,2,3.0,16,Shop A
191,17,662,34,2,2.45,12,Shop A
195,17,685,58,2,3.5,13,Shop A
196,12,631,27,2,3.5,19,Shop A
200,17,743,57,2,3.1,12,Shop A
201,12,296,44,2,2.5,15,Shop A
202,17,63,50,2,2.5,19,Shop A
204,17,563,47,2,3.0,12,Shop A
207,12,608,54,2,2.5,12,Shop A
214,17,732,23,2,2.5,16,Shop A
215,17,430,29,2,2.5,16,Shop A
217,12,7,52,2,2.5,11,Shop A
219,17,467,47,2,3.0,19,Shop A
220,12,434,58,2,3.5,15,Shop A
224,17,403,29,2,2.5,19,Shop A
226,17,409,44,2,2.5,15,Shop A
228,12,557,38,2,3.75,17,Shop A
229,17,231,29,2,2.5,12,Shop A
230,17,571,40,2,3.75,11,Shop A
232,17,226,50,2,2.5,15,Shop A
233,17,745,34,2,2.45,16,Shop A
235,17,177,54,2,2.5,13,Shop A
242,17,299,26,2,3.0,12,Shop A
243,12,184,32,2,3.0,12,Shop A
246,12,337,42,2,2.5,13,Shop A
248,12,669,56,2,2.55,13,Shop A
251,17,490,37,2,3.0,12,Shop A
253,17,567,38,2,3.75,12,Shop A
254,17,222,36,2,3.75,11,Shop A
255,12,408,38,2,3.75,15,Shop A
257,12,540,29,2,2.5,15,Shop A
258,12,55,40,2,3.75,12,Shop A
268,12,646,30,2,3.0,13,Shop A
270,17,97,34,2,2.45,14,Shop A
273,12,181,35,2,3.1,14,Shop A
275,17,3,31,2,2.2,15,Shop A
276,12,606,41,2,4.25,15,Shop A
277,12,603,59,2,4.5,17,Shop A
279,12,428,44,2,2.5,14,Shop A
281,17,447,31,2,2.2,11,Shop A
283,17,672,57,2,3.1,15,Shop A
288,17,646,31,2,2.2,17,Shop A
290,17,377,36,2,3.75,13,Shop A
292,17,8,33,2,3.5,16,Shop A
294,12,369,34,2,2.45,14,Shop A
297,12,429,33,2,3.5,14,Shop A
301,12,51,58,2,3.5,14,Shop A
302,12,373,50,2,2.5,14,Shop A
303,12,725,39,2,4.25,15,Shop A
304,12,656,60,2,3.75,18,Shop A
305,17,677,47,2,3.0,17,Shop A
309,17,212,52,2,2.5,11,Shop A
316,17,391,52,2,2.5,11,Shop A
317,17,168,51,2,3.0,18,Shop A
318,17,447,52,2,2.5,14,Shop A
322,12,90,59,2,4.5,18,Shop A
323,12,677,58,2,3.5,17,Shop A
324,12,70,61,2,4.75,18,Shop A
325,12,581,30,2,3.0,14,Shop A
326,17,398,41,2,4.25,14,Shop A
328,12,744,44,2,2.5,13,Shop A
330,12,265,35,2,3.1,19,Shop A
334,12,710,45,2,3.0,16,Shop A
339,12,65,39,2,4.25,13,Shop A
341,12,252,23,2,2.5,15,Shop A
342,17,573,42,2,2.5,15,Shop A
346,17,599,60,2,3.75,11,Shop A
347,12,259,48,2,2.5,12,Shop A
348,17,686,57,2,3.1,11,Shop A
352,12,117,54,2,2.5,13,Shop A
354,17,230,61,2,4.75,15,Shop A
356,12,364,43,2,3.0,17,Shop A
358,17,218,24,2,3.0,15,Shop A
359,17,578,34,2,2.45,18,Shop A
363,12,252,36,2,3.75,17,Shop A
366,17,536,44,2,2.5,12,Shop A
370,12,111,52,2,2.5,11,Shop A
372,12,47,35,2,3.1,18,Shop A
378,12,707,38,2,3.75,13,Shop A
379,12,167,35,2,3.1,12,Shop A
380,12,119,49,2,3.0,16,Shop A
381,17,98,47,2,3.0,13,Shop A
382,17,785,55,2,4.0,13,Shop A
388,12,692,49,2,3.0,12,Shop A
391,12,60,60,2,3.75,19,Shop A
393,17,697,52,2,2.5,18,Shop A
397,12,42,40,2,3.75,11,Shop A
399,12,323,37,2,3.0,16,Shop A
400,17,645,28,2,2.0,13,Shop A
403,12,174,55,2,4.0,17,Shop A
405,17,651,33,2,3.5,15,Shop A
406,12,305,44,2,2.5,19,Shop A
407,12,53,32,2,3.0,11,Shop A
411,17,352,28,2,2.0,13,Shop A
412,17,651,56,2,2.55,18,Shop A
416,17,473,43,2,3.0,15,Shop A
417,12,790,38,2,3.75,13,Shop A
419,17,737,50,2,2.5,15,Shop A
423,12,195,33,2,3.5,19,Shop A
424,12,632,27,2,3.5,16,Shop A
426,17,280,42,2,2.5,14,Shop A
429,17,248,33,2,3.5,11,Shop A
433,17,48,55,2,4.0,15,Shop A
442,12,674,35,2,3.1,12,Shop A
443,12,778,33,2,3.5,13,Shop A
447,17,444,30,2,3.0,18,Shop A
450,17,430,30,2,3.0,16,Shop A
454,17,364,32,2,3.0,16,Shop A
455,17,117,59,2,4.5,16,Shop A
457,12,526,24,2,3.0,11,Shop A
462,12,414,38,2,3.75,18,Shop A
470,17,729,31,2,2.2,16,Shop A
473,17,650,31,2,2.2,15,Shop A
476,17,689,37,2,3.0,14,Shop A
477,17,188,49,2,3.0,11,Shop A
480,12,150,44,2,2.5,13,Shop A
483,12,564,36,2,3.75,16,Shop A
486,12,484,29,2,2.5,16,Shop A
488,17,778,50,2,2.5,16,Shop A
491,12,300,32,2,3.0,19,Shop A
493,17,763,48,2,2.5,16,Shop A
498,17,377,60,2,3.75,17,Shop A
499,17,558,48,2,2.5,15,Shop A
500,17,613,51,2,3.0,17,Shop A
501,12,7,40,2,3.75,19,Shop A
502,17,783,54,2,2.5,12,Shop A
507,12,378,31,2,2.2,12,Shop A
510,12,338,54,2,2.5,12,Shop A
511,17,634,24,2,3.0,18,Shop A
512,17,64,61,2,4.75,13,Shop A
513,17,378,46,2,2.5,12,Shop A
514,17,694,25,2,2.2,11,Shop A
522,12,574,52,2,2.5,15,Shop A
528,17,2,39,2,4.25,15,Shop A
530,17,643,22,2,2.0,15,Shop A
531,17,688,58,2,3.5,11,Shop A
532,12,783,56,2,2.55,11,Shop A
535,17,162,36,2,3.75,15,Shop A
540,12,715,37,2,3.0,16,Shop A
541,12,369,55,2,4.0,11,Shop A
543,17,395,42,2,2.5,16,Shop A
545,17,133,37,2,3.0,19,Shop A
548,17,251,54,2,2.5,18,Shop A
553,17,667,56,2,2.55,15,Shop A
554,17,392,46,2,2.5,13,Shop A
555,17,751,39,2,4.25,19,Shop A
557,12,622,46,2,2.5,13,Shop A
558,12,731,53,2,3.0,15,Shop A
559,12,8,35,2,3.1,12,Shop A
562,12,75,22,2,2.0,18,Shop A
564,12,340,34,2,2.45,12,Shop A
570,17,247,55,2,4.0,14,Shop A
571,12,549,26,2,3.0,11,Shop A
572,12,626,51,2,3.0,18,Shop A
573,17,446,35,2,3.1,16,Shop A
576,12,617,43,2,3.0,12,Shop A
580,12,244,45,2,3.0,11,Shop A
582,17,383,31,2,2.2,15,Shop A
583,12,475,33,2,3.5,19,Shop A
584,30,5288,50,2,2.5,15,Shop B
585,12,5910,50,2,2.5,9,Shop B
588,26,5528,60,2,3.75,9,Shop B
589,12,5432,30,2,3.0,17,Shop B
591,12,5581,40,2,3.75,9,Shop B
596,12,5782,24,2,3.0,8,Shop B
597,30,5597,48,2,2.5,11,Shop B
598,26,5342,38,2,3.75,17,Shop B
602,12,5020,34,2,2.45,7,Shop B
603,26,5806,56,2,2.55,9,Shop B
606,30,5789,51,2,3.0,11,Shop B
608,30,5712,59,2,4.5,11,Shop B
609,30,5421,40,2,3.75,15,Shop B
610,26,5055,28,2,2.0,13,Shop B
613,12,5020,26,2,3.0,9,Shop B
615,12,5401,45,2,3.0,8,Shop B
617,26,5695,45,2,3.0,13,Shop B
622,30,5294,39,2,4.25,15,Shop B
623,26,5413,44,2,2.5,14,Shop B
624,30,5284,23,2,2.5,18,Shop B
627,26,5153,54,2,2.5,18,Shop B
628,12,5577,32,2,3.0,8,Shop B
629,30,5479,57,2,3.1,7,Shop B
634,30,5803,22,2,2.0,8,Shop B
637,30,5685,25,2,2.2,13,Shop B
641,26,5044,36,2,3.75,9,Shop B
644,26,5291,24,2,3.0,7,Shop B
646,30,5060,25,2,2.2,15,Shop B
652,26,5259,38,2,3.75,9,Shop B
655,30,5710,48,2,2.5,10,Shop B
659,12,5658,22,2,2.0,7,Shop B
661,30,5895,57,2,3.1,7,Shop B
662,26,5830,25,2,2.2,14,Shop B
666,26,5180,87,2,3.0,7,Shop B
669,26,5412,59,2,4.5,7,Shop B
673,26,5512,33,2,3.5,13,Shop B
674,26,5836,33,2,3.5,15,Shop B
677,30,5727,30,2,3.0,13,Shop B
680,26,5292,54,2,2.5,15,Shop B
681,12,5230,38,2,3.75,11,Shop B
682,26,5492,25,2,2.2,12,Shop B
684,12,5590,56,2,2.55,16,Shop B
685,26,5624,28,2,2.0,15,Shop B
687,26,5656,41,2,4.25,7,Shop B
689,12,5421,33,2,3.5,16,Shop B
690,12,5272,61,2,4.75,10,Shop B
693,30,5464,54,2,2.5,17,Shop B
694,30,5531,36,2,3.75,10,Shop B
696,30,5854,45,2,3.0,14,Shop B
698,12,5614,45,2,3.0,11,Shop B
699,26,5921,54,2,2.5,7,Shop B
703,26,5033,27,2,3.5,15,Shop B
705,12,5111,35,2,3.1,14,Shop B
709,12,5142,53,2,3.0,11,Shop B
710,12,5644,40,2,3.75,16,Shop B
712,26,5056,36,2,3.75,10,Shop B
714,12,5765,37,2,3.0,8,Shop B
715,26,5636,38,2,3.75,15,Shop B
716,26,5737,39,2,4.25,12,Shop B
723,26,5179,39,2,4.25,18,Shop B
726,26,5453,33,2,3.5,15,Shop B
730,30,5618,34,2,2.45,14,Shop B
732,30,5105,39,2,4.25,8,Shop B
733,12,5325,29,2,2.5,12,Shop B
735,30,5656,32,2,3.0,16,Shop B
737,12,5806,49,2,3.0,17,Shop B
740,26,5282,50,2,2.5,9,Shop B
741,26,5130,44,2,2.5,15,Shop B
742,26,5055,33,2,3.5,14,Shop B
743,30,5593,50,2,2.5,7,Shop B
745,30,5651,41,2,4.25,12,Shop B
747,30,5164,47,2,3.0,7,Shop B
749,30,5077,37,2,3.0,18,Shop B
750,12,5595,52,2,2.5,18,Shop B
752,26,5324,25,2,2.2,12,Shop B
754,26,5899,58,2,3.5,15,Shop B
755,26,5221,31,2,2.2,12,Shop B
761,12,5750,47,2,3.0,9,Shop B
764,12,5138,45,2,3.0,9,Shop B
770,12,5559,47,2,3.0,11,Shop B
773,30,5227,34,2,2.45,7,Shop B
777,30,5142,31,2,2.2,13,Shop B
782,26,5477,47,2,3.0,7,Shop B
785,12,5181,37,2,3.0,8,Shop B
788,12,5044,51,2,3.0,9,Shop B
789,12,5664,30,2,3.0,13,Shop B
792,26,5891,23,2,2.5,16,Shop B
795,30,5137,49,2,3.0,12,Shop B
796,12,5599,37,2,3.0,18,Shop B
801,30,5063,59,2,4.5,10,Shop B
802,30,5073,61,2,4.75,7,Shop B
803,12,5720,54,2,2.5,7,Shop B
811,30,5878,54,2,2.5,9,Shop B
815,12,5792,44,2,2.5,9,Shop B
817,26,5073,58,2,3.5,10,Shop B
819,26,5021,53,2,3.0,18,Shop B
820,30,5608,34,2,2.45,17,Shop B
824,26,5127,41,2,4.25,13,Shop B
829,26,5480,51,2,3.0,11,Shop B
830,30,5222,32,2,3.0,17,Shop B
831,26,5272,55,2,4.0,15,Shop B
832,30,5895,24,2,3.0,8,Shop B
834,30,5652,45,2,3.0,9,Shop B
835,30,5497,33,2,3.5,15,Shop B
836,26,5116,27,2,3.5,12,Shop B
839,12,5208,41,2,4.25,14,Shop B
840,26,5823,32,2,3.0,15,Shop B
841,12,5612,22,2,2.0,16,Shop B
842,12,5162,33,2,3.5,7,Shop B
844,26,5619,24,2,3.0,14,Shop B
845,26,5140,51,2,3.0,13,Shop B
849,30,5465,32,2,3.0,7,Shop B
850,30,5931,37,2,3.0,15,Shop B
853,26,5107,44,2,2.5,16,Shop B
854,26,5154,51,2,3.0,11,Shop B
857,12,5176,31,2,2.2,15,Shop B
859,26,5456,49,2,3.0,15,Shop B
861,30,5608,42,2,2.5,9,Shop B
862,12,5610,61,2,4.75,14,Shop B
864,30,5257,60,2,3.75,13,Shop B
865,12,5705,52,2,2.5,11,Shop B
866,30,5907,50,2,2.5,7,Shop B
867,30,5647,25,2,2.2,7,Shop B
868,30,5190,49,2,3.0,18,Shop B
869,12,5538,47,2,3.0,9,Shop B
870,12,5388,61,2,4.75,16,Shop B
875,12,5140,44,2,2.5,8,Shop B
876,12,5721,27,2,3.5,8,Shop B
881,12,5582,54,2,2.5,11,Shop B
884,26,5361,55,2,4.0,8,Shop B
885,12,5038,24,2,3.0,13,Shop B
890,12,5144,26,2,3.0,9,Shop B
891,12,5825,26,2,3.0,9,Shop B
892,12,5403,56,2,2.55,11,Shop B
893,12,5607,34,2,2.45,16,Shop B
895,30,5703,52,2,2.5,13,Shop B
900,12,5934,33,2,3.5,18,Shop B
904,12,5247,22,2,2.0,7,Shop B
905,12,5355,30,2,3.0,15,Shop B
906,30,5872,46,2,2.5,16,Shop B
907,12,5303,55,2,4.0,9,Shop B
915,30,5394,61,2,4.75,10,Shop B
916,12,5388,54,2,2.5,8,Shop B
917,26,5509,39,2,4.25,14,Shop B
918,30,5754,38,2,3.75,13,Shop B
919,12,5630,61,2,4.75,7,Shop B
921,30,5938,25,2,2.2,13,Shop B
922,26,5303,43,2,3.0,14,Shop B
925,26,5237,48,2,2.5,9,Shop B
927,26,5619,25,2,2.2,10,Shop B
931,26,5283,46,2,2.5,15,Shop B
932,26,5290,56,2,2.55,8,Shop B
935,26,5694,33,2,3.5,10,Shop B
939,26,5457,54,2,2.5,13,Shop B
942,12,5103,46,2,2.5,9,Shop B
944,12,5415,37,2,3.0,9,Shop B
949,30,5457,34,2,2.45,16,Shop B
951,26,5419,23,2,2.5,10,Shop B
953,12,5266,27,2,3.5,11,Shop B
959,12,5178,27,2,3.5,7,Shop B
960,30,5102,60,2,3.75,15,Shop B
961,26,5822,40,2,3.75,11,Shop B
965,12,5245,36,2,3.75,17,Shop B
969,30,5335,29,2,2.5,14,Shop B
974,26,5902,43,2,3.0,9,Shop B
976,12,5691,39,2,4.25,15,Shop B
978,26,5002,26,2,3.0,17,Shop B
979,12,5543,25,2,2.2,8,Shop B
980,26,5567,59,2,4.5,13,Shop B
983,30,5940,38,2,3.75,12,Shop B
984,30,5303,23,2,2.5,17,Shop B
993,12,5561,43,2,3.0,9,Shop B
994,30,5726,31,2,2.2,18,Shop B
995,26,5193,35,2,3.1,11,Shop B
1003,12,5558,40,2,3.75,12,Shop B
1005,30,5208,46,2,2.5,15,Shop B
1007,30,5262,57,2,3.1,14,Shop B
1008,30,5827,25,2,2.2,9,Shop B
1009,30,5601,54,2,2.5,8,Shop B
1014,30,5257,23,2,2.5,14,Shop B
1015,26,5195,28,2,2.0,7,Shop B
1016,30,5365,61,2,4.75,14,Shop B
1017,12,5386,25,2,2.2,13,Shop B
1018,26,5925,27,2,3.5,13,Shop B
1022,26,5794,45,2,3.0,11,Shop B
1026,30,5257,37,2,3.0,9,Shop B
1028,30,5550,33,2,3.5,9,Shop B
1029,26,5402,30,2,3.0,12,Shop B
1031,12,5076,38,2,3.75,17,Shop B
1033,12,5403,47,2,3.0,13,Shop B
1035,12,5346,57,2,3.1,8,Shop B
1036,30,5340,59,2,4.5,7,Shop B
1037,12,5278,58,2,3.5,7,Shop B
1040,30,5808,49,2,3.0,14,Shop B
1043,26,5876,52,2,2.5,11,Shop B
1044,26,5881,43,2,3.0,10,Shop B
1046,30,5880,23,2,2.5,15,Shop B
1049,12,5055,60,2,3.75,11,Shop B
1051,26,5756,24,2,3.0,13,Shop B
1053,30,5116,23,2,2.5,14,Shop B
1054,12,5445,60,2,3.75,9,Shop B
1057,12,5896,29,2,2.5,8,Shop B
1059,12,5373,54,2,2.5,15,Shop B
1062,12,5106,46,2,2.5,15,Shop B
1064,26,5748,29,2,2.5,12,Shop B
1068,12,5144,34,2,2.45,9,Shop B
1069,26,5199,38,2,3.75,15,Shop B
1070,26,5743,56,2,2.55,7,Shop B
1072,30,5236,39,2,4.25,13,Shop B
1073,30,5916,32,2,3.0,10,Shop B
1074,30,5489,58,2,3.5,7,Shop B
1076,30,5029,43,2,3.0,10,Shop B
1077,26,5607,41,2,4.25,8,Shop B
1079,30,5354,33,2,3.5,12,Shop B
1080,26,5508,47,2,3.0,7,Shop B
1081,26,5901,56,2,2.55,9,Shop B
1084,26,5617,37,2,3.0,15,Shop B
1085,30,5480,31,2,2.2,17,Shop B
1086,12,5384,25,2,2.2,8,Shop B
1087,12,5163,30,2,3.0,7,Shop B
1089,26,5811,42,2,2.5,17,Shop B
1091,12,5584,32,2,3.0,18,Shop B
1092,26,5864,59,2,4.5,13,Shop B
1093,12,5824,58,2,3.5,15,Shop B
1095,26,5635,53,2,3.0,7,Shop B
1100,12,5786,33,2,3.5,12,Shop B
1101,30,5136,37,2,3.0,9,Shop B
1106,15,8489,54,2,2.5,9,Shop C
1108,45,8176,42,2,2.5,13,Shop C
1110,15,8373,30,2,3.0,8,Shop C
1114,42,8445,56,2,2.55,10,Shop C
1115,45,8330,26,2,3.0,9,Shop C
1118,42,8455,26,2,3.0,14,Shop C
1120,42,8459,58,2,3.5,13,Shop C
1130,15,8296,28,2,2.0,12,Shop C
1136,42,8126,87,2,3.0,8,Shop C
1145,42,8236,53,2,3.0,8,Shop C
1146,42,8289,33,2,3.5,11,Shop C
1150,45,8254,34,2,2.45,14,Shop C
1152,45,8050,40,2,3.75,8,Shop C
1154,42,8267,36,2,3.75,9,Shop C
1156,15,8202,40,2,3.75,13,Shop C
1159,15,8221,26,2,3.0,12,Shop C
1163,45,8045,47,2,3.0,13,Shop C
1168,15,8047,22,2,2.0,13,Shop C
1170,15,8366,41,2,4.25,10,Shop C
1175,45,8234,33,2,3.5,10,Shop C
1179,15,8333,37,2,3.0,11,Shop C
1191,45,8165,39,2,4.25,14,Shop C
1192,45,8361,43,2,3.0,12,Shop C
1193,42,8488,23,2,2.5,10,Shop C
1196,45,8187,42,2,2.5,15,Shop C
1198,45,8086,61,2,4.75,8,Shop C
1200,45,8267,57,2,3.1,11,Shop C
1206,45,8458,57,2,3.1,9,Shop C
1207,45,8395,42,2,2.5,12,Shop C
1208,15,8280,60,2,3.75,14,Shop C
1217,15,8485,36,2,3.75,9,Shop C
1218,45,8189,33,2,3.5,11,Shop C
1220,15,8324,29,2,2.5,15,Shop C
1225,15,8036,51,2,3.0,10,Shop C
1229,15,8413,30,2,3.0,8,Shop C
1235,45,8288,29,2,2.5,12,Shop C
1238,45,8040,22,2,2.0,14,Shop C
1241,42,8243,32,2,3.0,13,Shop C
1242,45,8278,40,2,3.75,8,Shop C
1243,15,8446,34,2,2.45,10,Shop C
1245,15,8397,59,2,4.5,15,Shop C
1249,45,8310,40,2,3.75,9,Shop C
1257,42,8283,31,2,2.2,15,Shop C
1259,42,8130,38,2,3.75,11,Shop C
1270,15,8410,40,2,3.75,11,Shop C
1271,45,8457,50,2,2.5,9,Shop C
1272,15,8209,51,2,3.0,11,Shop C
1273,42,8221,30,2,3.0,14,Shop C
1281,45,8404,49,2,3.0,12,Shop C
1283,45,8039,26,2,3.0,12,Shop C
1284,45,8247,35,2,3.1,9,Shop C
1289,42,8429,35,2,3.1,12,Shop C
1292,42,8298,52,2,2.5,15,Shop C
1293,15,8025,54,2,2.5,13,Shop C
1294,42,8424,25,2,2.2,11,Shop C
1300,42,8445,24,2,3.0,13,Shop C
1302,42,8383,58,2,3.5,11,Shop C
1303,45,8434,22,2,2.0,13,Shop C
1304,42,8267,35,2,3.1,11,Shop C
1309,15,8394,51,2,3.0,15,Shop C
1311,45,8467,57,2,3.1,15,Shop C
1313,42,8037,57,2,3.1,13,Shop C
1318,15,8042,27,2,3.5,12,Shop C
1319,42,8489,57,2,3.1,10,Shop C
1320,15,8227,47,2,3.0,11,Shop C
1323,15,8406,39,2,4.25,11,Shop C
1324,45,8190,59,2,4.5,11,Shop C
1327,42,8146,41,2,4.25,11,Shop C
1328,15,8024,45,2,3.0,11,Shop C
1330,45,8078,32,2,3.0,13,Shop C
1331,42,8378,54,2,2.5,13,Shop C
1334,42,8270,49,2,3.0,14,Shop C
1335,42,8046,30,2,3.0,14,Shop C
1340,15,8458,47,2,3.0,10,Shop C
1351,15,8435,22,2,2.0,13,Shop C
1357,45,8109,26,2,3.0,12,Shop C
1362,45,8481,34,2,2.45,9,Shop C
1366,45,8073,61,2,4.75,11,Shop C
1367,15,8164,31,2,2.2,13,Shop C
1370,45,8023,44,2,2.5,15,Shop C
1372,15,8480,50,2,2.5,11,Shop C
1377,42,8140,33,2,3.5,11,Shop C
1378,42,8443,36,2,3.75,10,Shop C
1380,15,8168,22,2,2.0,8,Shop C
1385,42,8030,30,2,3.0,11,Shop C
1386,45,8291,27,2,3.5,10,Shop C
1389,42,8229,48,2,2.5,13,Shop C
1391,15,8131,57,2,3.1,11,Shop C
1397,45,8392,59,2,4.5,8,Shop C
1401,45,8286,60,2,3.75,14,Shop C
1404,45,8376,61,2,4.75,9,Shop C
1415,42,8025,51,2,3.0,14,Shop C
1420,42,8343,25,2,2.2,12,Shop C
1422,42,8444,39,2,4.25,13,Shop C
1425,42,8418,44,2,2.5,14,Shop C
1427,45,8450,49,2,3.0,12,Shop C
1428,45,8443,61,2,4.75,8,Shop C
1430,42,8347,42,2,2.5,11,Shop C
1436,45,8343,54,2,2.5,14,Shop C
1441,42,8159,40,2,3.75,9,Shop C
1442,45,8359,61,2,4.75,15,Shop C
1444,15,8314,46,2,2.5,10,Shop C
1445,45,8406,32,2,3.0,14,Shop C
1447,45,8418,44,2,2.5,10,Shop C
1449,15,8306,32,2,3.0,14,Shop C
1453,45,8298,54,2,2.5,11,Shop C
1456,15,8005,60,2,3.75,13,Shop C
1457,15,8384,35,2,3.1,12,Shop C
1459,42,8322,52,2,2.5,9,Shop C
1461,15,8466,50,2,2.5,12,Shop C
1465,42,8307,27,2,3.5,11,Shop C
1466,45,8282,56,2,2.55,8,Shop C
1469,42,8318,53,2,3.0,8,Shop C
1482,15,8447,35,2,3.1,15,Shop C
1483,42,8296,53,2,3.0,15,Shop C
1490,45,8219,32,2,3.0,10,Shop C
1491,15,8139,42,2,2.5,11,Shop C
1492,42,8074,38,2,3.75,11,Shop C
1493,15,8001,26,2,3.0,14,Shop C
1501,45,8304,48,2,2.5,11,Shop C
1505,42,8109,53,2,3.0,9,Shop C
1509,42,8029,59,2,4.5,13,Shop C
1510,45,8154,87,2,3.0,15,Shop C
1516,45,8108,24,2,3.0,14,Shop C
1517,45,8207,45,2,3.0,8,Shop C
1518,15,8052,33,2,3.5,13,Shop C
1525,45,8154,87,2,3.0,13,Shop C
1531,15,8297,39,2,4.25,12,Shop C
1533,15,8445,41,2,4.25,10,Shop C
1537,45,8080,34,2,2.45,9,Shop C
1538,45,8121,47,2,3.0,13,Shop C
1549,42,8333,49,2,3.0,12,Shop C
1562,42,8279,34,2,2.45,14,Shop C
1568,15,8279,61,2,4.75,12,Shop C
1569,42,8359,44,2,2.5,11,Shop C
1571,45,8079,60,2,3.75,12,Shop C
1580,45,8242,52,2,2.5,10,Shop C
1582,15,8202,34,2,2.45,12,Shop C
1584,42,8356,37,2,3.0,15,Shop C
1585,45,8183,41,2,4.25,9,Shop C
1586,42,8460,60,2,3.75,15,Shop C
1591,15,8397,48,2,2.5,10,Shop C
1592,42,8257,32,2,3.0,13,Shop C
1593,42,8163,44,2,2.5,13,Shop C
1594,42,8164,40,2,3.75,9,Shop C
1604,45,8262,25,2,2.2,13,Shop C
1606,42,8152,30,2,3.0,15,Shop C
1607,15,8319,39,2,4.25,11,Shop C
1609,45,8191,49,2,3.0,13,Shop C
1621,45,8449,50,2,2.5,12,Shop C
1628,42,8173,33,2,3.5,9,Shop C
1629,15,8113,51,2,3.0,11,Shop C
1630,42,8257,60,2,3.75,10,Shop C
1631,15,8303,47,2,3.0,11,Shop C
1633,15,8096,47,2,3.0,15,Shop C
1638,45,8348,45,2,3.0,9,Shop C
1642,42,8419,32,2,3.0,12,Shop C
1643,45,8393,45,2,3.0,13,Shop C
1644,15,8204,51,2,3.0,13,Shop C
1645,45,8458,30,2,3.0,15,Shop C
1646,15,8181,29,2,2.5,9,Shop C
1648,42,8467,40,2,3.75,9,Shop C
