,transaction_id,staff_id,customer_id,product_id,quantity,unit_price,Hours,Shop
156,724,17,596,58,1,3.5,13,Shop A
157,725,17,393,55,1,4.0,19,Shop A
158,728,17,126,51,2,3.0,16,Shop A
159,737,12,162,34,2,2.45,15,Shop A
160,739,17,230,56,1,2.55,12,Shop A
161,755,12,290,25,1,2.2,18,Shop A
162,766,12,119,22,1,2.0,15,Shop A
163,770,17,332,58,2,3.5,17,Shop A
164,771,12,138,35,1,3.1,16,Shop A
165,777,17,361,55,1,4.0,14,Shop A
166,778,17,488,42,1,2.5,15,Shop A
167,780,12,222,60,1,3.75,14,Shop A
168,782,17,141,53,1,3.0,18,Shop A
169,789,12,505,41,2,4.25,18,Shop A
170,790,17,139,53,1,3.0,12,Shop A
171,793,17,473,26,1,3.0,13,Shop A
172,798,17,329,44,2,2.5,19,Shop A
173,803,17,600,49,2,3.0,11,Shop A
174,807,17,796,26,2,3.0,16,Shop A
175,809,12,52,37,2,3.0,16,Shop A
176,810,17,702,28,1,2.0,18,Shop A
177,820,12,466,51,1,3.0,19,Shop A
178,820,12,466,74,1,3.5,19,Shop A
179,823,17,24,47,1,3.0,19,Shop A
180,828,12,456,52,1,2.5,11,Shop A
181,831,12,406,55,2,4.0,19,Shop A
182,855,12,637,24,1,3.0,15,Shop A
183,859,12,209,27,2,3.5,17,Shop A
184,859,12,209,74,1,3.5,17,Shop A
185,861,17,438,35,1,3.1,13,Shop A
186,869,17,536,36,2,3.75,16,Shop A
187,873,17,550,46,1,2.5,19,Shop A
188,873,17,550,78,1,4.5,19,Shop A
189,889,12,548,45,2,3.0,16,Shop A
190,889,12,548,70,1,3.25,16,Shop A
191,891,17,662,34,2,2.45,12,Shop A
192,891,17,662,71,1,3.75,12,Shop A
193,901,12,341,29,1,2.5,15,Shop A
194,901,12,341,71,1,3.75,15,Shop A
195,902,17,685,58,2,3.5,13,Shop A
196,917,12,631,27,2,3.5,19,Shop A
197,919,17,675,54,1,2.5,19,Shop A
198,921,12,773,56,1,2.55,11,Shop A
199,923,17,740,57,1,3.1,13,Shop A
200,924,17,743,57,2,3.1,12,Shop A
201,932,12,296,44,2,2.5,15,Shop A
202,944,17,63,50,2,2.5,19,Shop A
203,944,17,63,69,1,3.25,19,Shop A
204,946,17,563,47,2,3.0,12,Shop A
205,948,17,424,61,1,4.75,16,Shop A
206,960,12,382,23,1,2.5,14,Shop A
207,964,12,608,54,2,2.5,12,Shop A
208,968,17,497,53,1,3.0,18,Shop A
209,969,17,313,43,1,3.0,15,Shop A
210,984,12,81,53,1,3.0,15,Shop A
211,988,12,384,37,1,3.0,16,Shop A
212,993,12,398,43,1,3.0,13,Shop A
213,994,17,44,39,1,4.25,15,Shop A
214,1000,17,732,23,2,2.5,16,Shop A
215,1010,17,430,29,2,2.5,16,Shop A
216,1014,12,601,23,1,2.5,13,Shop A
217,1015,12,7,52,2,2.5,11,Shop A
218,1017,17,318,54,1,2.5,11,Shop A
219,1018,17,467,47,2,3.0,19,Shop A
220,1023,12,434,58,2,3.5,15,Shop A
221,1033,12,781,43,1,3.0,14,Shop A
222,1042,12,316,41,1,4.25,19,Shop A
223,1046,12,399,33,1,3.5,19,Shop A
224,1051,17,403,29,2,2.5,19,Shop A
225,1052,12,685,48,1,2.5,17,Shop A
226,1057,17,409,44,2,2.5,15,Shop A
227,1057,17,409,78,1,4.5,15,Shop A
228,1064,12,557,38,2,3.75,17,Shop A
229,1065,17,231,29,2,2.5,12,Shop A
230,1071,17,571,40,2,3.75,11,Shop A
231,1072,12,235,41,1,4.25,16,Shop A
232,1088,17,226,50,2,2.5,15,Shop A
233,1093,17,745,34,2,2.45,16,Shop A
234,1094,12,355,27,1,3.5,15,Shop A
235,1095,17,177,54,2,2.5,13,Shop A
236,1096,12,379,59,1,4.5,17,Shop A
237,1108,17,654,55,1,4.0,11,Shop A
238,1114,12,428,59,1,4.5,17,Shop A
239,1116,12,402,37,1,3.0,17,Shop A
240,1117,12,179,58,1,3.5,18,Shop A
241,1120,17,536,38,1,3.75,14,Shop A
242,1123,17,299,26,2,3.0,12,Shop A
243,1125,12,184,32,2,3.0,12,Shop A
244,1145,12,328,42,1,2.5,12,Shop A
245,1146,17,574,36,1,3.75,17,Shop A
246,1151,12,337,42,2,2.5,13,Shop A
247,1167,12,5,53,1,3.0,17,Shop A
248,1169,12,669,56,2,2.55,13,Shop A
249,1169,12,669,70,1,3.25,13,Shop A
250,1182,12,80,53,1,3.0,19,Shop A
251,1185,17,490,37,2,3.0,12,Shop A
252,1185,17,490,69,1,3.25,12,Shop A
253,1187,17,567,38,2,3.75,12,Shop A
254,1195,17,222,36,2,3.75,11,Shop A
255,1198,12,408,38,2,3.75,15,Shop A
256,1201,12,85,28,1,2.0,16,Shop A
257,1206,12,540,29,2,2.5,15,Shop A
258,1207,12,55,40,2,3.75,12,Shop A
259,1207,12,55,71,1,3.75,12,Shop A
260,1209,17,2,46,1,2.5,17,Shop A
261,1209,17,2,75,1,3.5,17,Shop A
262,1210,12,135,51,1,3.0,19,Shop A
263,1230,12,227,56,1,2.55,15,Shop A
264,1233,17,305,40,1,3.75,15,Shop A
265,1238,17,453,29,1,2.5,12,Shop A
266,1247,12,146,45,1,3.0,11,Shop A
267,1247,12,146,74,1,3.5,11,Shop A
268,1257,12,646,30,2,3.0,13,Shop A
269,1261,12,770,49,1,3.0,14,Shop A
270,1264,17,97,34,2,2.45,14,Shop A
271,1271,17,434,33,1,3.5,12,Shop A
272,1271,17,434,75,1,3.5,12,Shop A
273,1278,12,181,35,2,3.1,14,Shop A
274,1279,17,247,61,1,4.75,12,Shop A
275,1285,17,3,31,2,2.2,15,Shop A
276,1286,12,606,41,2,4.25,15,Shop A
277,1288,12,603,59,2,4.5,17,Shop A
278,1288,12,603,70,1,3.25,17,Shop A
279,1291,12,428,44,2,2.5,14,Shop A
280,1291,12,428,77,1,3.0,14,Shop A
281,1293,17,447,31,2,2.2,11,Shop A
282,1296,17,730,32,1,3.0,14,Shop A
283,1297,17,672,57,2,3.1,15,Shop A
284,1298,12,189,28,1,2.0,16,Shop A
285,1301,17,169,32,1,3.0,18,Shop A
286,1301,17,169,79,1,3.75,18,Shop A
287,1302,17,18,22,1,2.0,19,Shop A
288,1320,17,646,31,2,2.2,17,Shop A
289,1325,17,477,44,1,2.5,12,Shop A
290,1332,17,377,36,2,3.75,13,Shop A
291,1333,12,258,61,1,4.75,18,Shop A
292,1334,17,8,33,2,3.5,16,Shop A
293,1343,17,404,56,1,2.55,16,Shop A
294,1352,12,369,34,2,2.45,14,Shop A
295,1355,17,580,38,1,3.75,11,Shop A
296,1355,17,580,75,1,3.5,11,Shop A
297,1359,12,429,33,2,3.5,14,Shop A
298,1362,17,11,48,1,2.5,12,Shop A
299,1364,12,365,29,1,2.5,16,Shop A
300,1364,12,365,73,1,3.75,16,Shop A
301,1367,12,51,58,2,3.5,14,Shop A
302,1371,12,373,50,2,2.5,14,Shop A
303,1380,12,725,39,2,4.25,15,Shop A
304,1383,12,656,60,2,3.75,18,Shop A
305,1384,17,677,47,2,3.0,17,Shop A
306,1386,17,441,52,1,2.5,15,Shop A
307,1386,17,441,79,1,3.75,15,Shop A
308,1388,17,101,26,1,3.0,14,Shop A
309,1389,17,212,52,2,2.5,11,Shop A
310,1391,12,199,24,1,3.0,17,Shop A
311,1402,17,230,54,1,2.5,16,Shop A
312,1402,17,230,76,1,3.5,16,Shop A
313,1404,12,534,61,1,4.75,11,Shop A
314,1406,12,231,59,1,4.5,12,Shop A
315,1407,12,448,35,1,3.1,19,Shop A
316,1416,17,391,52,2,2.5,11,Shop A
317,1417,17,168,51,2,3.0,18,Shop A
318,1419,17,447,52,2,2.5,14,Shop A
319,1419,17,447,75,1,3.5,14,Shop A
320,1430,12,25,61,1,4.75,14,Shop A
321,1430,12,25,77,1,3.0,14,Shop A
322,1436,12,90,59,2,4.5,18,Shop A
323,1437,12,677,58,2,3.5,17,Shop A
324,1447,12,70,61,2,4.75,18,Shop A
325,1459,12,581,30,2,3.0,14,Shop A
326,1461,17,398,41,2,4.25,14,Shop A
327,1475,12,459,27,1,3.5,17,Shop A
328,1478,12,744,44,2,2.5,13,Shop A
329,1480,12,795,57,1,3.1,18,Shop A
330,1488,12,265,35,2,3.1,19,Shop A
331,1495,12,72,22,1,2.0,13,Shop A
332,1496,17,133,48,1,2.5,19,Shop A
333,1496,17,133,70,1,3.25,19,Shop A
334,1498,12,710,45,2,3.0,16,Shop A
335,1513,17,448,51,1,3.0,19,Shop A
336,1513,17,448,70,1,3.25,19,Shop A
337,1516,17,414,40,1,3.75,19,Shop A
338,1516,17,414,78,1,4.5,19,Shop A
339,1519,12,65,39,2,4.25,13,Shop A
340,1520,12,396,24,1,3.0,18,Shop A
341,1521,12,252,23,2,2.5,15,Shop A
342,1526,17,573,42,2,2.5,15,Shop A
343,1526,17,573,79,1,3.75,15,Shop A
344,1539,12,558,29,1,2.5,16,Shop A
345,1552,17,601,36,1,3.75,18,Shop A
346,1567,17,599,60,2,3.75,11,Shop A
347,1570,12,259,48,2,2.5,12,Shop A
348,1575,17,686,57,2,3.1,11,Shop A
349,1583,12,574,37,1,3.0,15,Shop A
350,1587,12,44,27,1,3.5,12,Shop A
351,1587,12,44,70,1,3.25,12,Shop A
352,1597,12,117,54,2,2.5,13,Shop A
353,1597,12,117,69,1,3.25,13,Shop A
354,1598,17,230,61,2,4.75,15,Shop A
355,1598,17,230,72,1,3.25,15,Shop A
356,1599,12,364,43,2,3.0,17,Shop A
357,1599,12,364,78,1,4.5,17,Shop A
358,1600,17,218,24,2,3.0,15,Shop A
359,1611,17,578,34,2,2.45,18,Shop A
360,1614,17,210,28,1,2.0,18,Shop A
361,1614,17,210,78,1,4.5,18,Shop A
362,1625,12,576,23,1,2.5,17,Shop A
363,1626,12,252,36,2,3.75,17,Shop A
364,1634,17,335,46,1,2.5,11,Shop A
365,1638,17,541,27,1,3.5,19,Shop A
366,1645,17,536,44,2,2.5,12,Shop A
367,1647,17,569,42,1,2.5,16,Shop A
368,1658,12,418,47,1,3.0,16,Shop A
369,1658,12,418,69,1,3.25,16,Shop A
370,1660,12,111,52,2,2.5,11,Shop A
371,1662,12,659,61,1,4.75,15,Shop A
372,1666,12,47,35,2,3.1,18,Shop A
373,1666,12,47,78,1,4.5,18,Shop A
374,1680,12,744,24,1,3.0,14,Shop A
375,1680,12,744,71,1,3.75,14,Shop A
376,1683,17,536,33,1,3.5,16,Shop A
377,1685,12,247,28,1,2.0,14,Shop A
378,1694,12,707,38,2,3.75,13,Shop A
379,1695,12,167,35,2,3.1,12,Shop A
380,1706,12,119,49,2,3.0,16,Shop A
381,1707,17,98,47,2,3.0,13,Shop A
382,1710,17,785,55,2,4.0,13,Shop A
383,1711,17,181,42,1,2.5,12,Shop A
384,1712,12,779,39,1,4.25,15,Shop A
385,1712,12,779,73,1,3.75,15,Shop A
386,1717,12,329,39,1,4.25,19,Shop A
387,1719,12,607,43,1,3.0,11,Shop A
388,1724,12,692,49,2,3.0,12,Shop A
389,1725,12,246,23,1,2.5,13,Shop A
390,1729,17,541,35,1,3.1,15,Shop A
391,1737,12,60,60,2,3.75,19,Shop A
392,1737,12,60,69,1,3.25,19,Shop A
393,1739,17,697,52,2,2.5,18,Shop A
394,1742,17,678,22,1,2.0,18,Shop A
395,1745,17,753,58,1,3.5,16,Shop A
396,1745,17,753,69,1,3.25,16,Shop A
397,1747,12,42,40,2,3.75,11,Shop A
398,1749,17,117,46,1,2.5,18,Shop A
399,1752,12,323,37,2,3.0,16,Shop A
400,1753,17,645,28,2,2.0,13,Shop A
401,1757,12,441,32,1,3.0,11,Shop A
402,1759,12,507,26,1,3.0,11,Shop A
403,1768,12,174,55,2,4.0,17,Shop A
404,1768,12,174,76,1,3.5,17,Shop A
405,1771,17,651,33,2,3.5,15,Shop A
406,1773,12,305,44,2,2.5,19,Shop A
407,1786,12,53,32,2,3.0,11,Shop A
408,1790,17,711,46,1,2.5,14,Shop A
409,1807,17,320,42,1,2.5,15,Shop A
410,1811,12,161,58,1,3.5,12,Shop A
411,1817,17,352,28,2,2.0,13,Shop A
412,1823,17,651,56,2,2.55,18,Shop A
413,1825,12,480,22,1,2.0,11,Shop A
414,1828,12,554,34,1,2.45,17,Shop A
415,1830,17,108,35,1,3.1,14,Shop A
416,1837,17,473,43,2,3.0,15,Shop A
417,1840,12,790,38,2,3.75,13,Shop A
418,1846,12,548,56,1,2.55,19,Shop A
419,1852,17,737,50,2,2.5,15,Shop A
420,1852,17,737,75,1,3.5,15,Shop A
421,1854,17,631,59,1,4.5,18,Shop A
422,1855,12,121,32,1,3.0,17,Shop A
423,1862,12,195,33,2,3.5,19,Shop A
424,1873,12,632,27,2,3.5,16,Shop A
425,1880,17,40,56,1,2.55,18,Shop A
426,1888,17,280,42,2,2.5,14,Shop A
427,1892,12,240,26,1,3.0,16,Shop A
428,1892,12,240,74,1,3.5,16,Shop A
429,1894,17,248,33,2,3.5,11,Shop A
430,1899,12,767,24,1,3.0,12,Shop A
431,1903,12,696,30,1,3.0,18,Shop A
432,1905,12,781,35,1,3.1,19,Shop A
433,1918,17,48,55,2,4.0,15,Shop A
434,1920,17,652,59,1,4.5,12,Shop A
435,1923,12,687,58,1,3.5,15,Shop A
436,1927,12,760,38,1,3.75,19,Shop A
437,1944,12,69,28,1,2.0,13,Shop A
438,1944,12,69,71,1,3.75,13,Shop A
439,1945,17,347,42,1,2.5,19,Shop A
440,1947,12,226,57,1,3.1,13,Shop A
441,1947,12,226,77,1,3.0,13,Shop A
442,1949,12,674,35,2,3.1,12,Shop A
443,1954,12,778,33,2,3.5,13,Shop A
444,1960,12,104,28,1,2.0,18,Shop A
445,1965,17,213,36,1,3.75,15,Shop A
446,1965,17,213,71,1,3.75,15,Shop A
447,1967,17,444,30,2,3.0,18,Shop A
448,1967,17,444,79,1,3.75,18,Shop A
449,1972,17,602,55,1,4.0,17,Shop A
450,1974,17,430,30,2,3.0,16,Shop A
451,1974,17,430,76,1,3.5,16,Shop A
452,1980,17,430,49,1,3.0,19,Shop A
453,1983,17,531,22,1,2.0,12,Shop A
454,1985,17,364,32,2,3.0,16,Shop A
455,2001,17,117,59,2,4.5,16,Shop A
456,2003,12,94,40,1,3.75,19,Shop A
457,2006,12,526,24,2,3.0,11,Shop A
458,2008,12,12,37,1,3.0,17,Shop A
459,2008,12,12,75,1,3.5,17,Shop A
460,2011,17,257,50,1,2.5,11,Shop A
461,2011,17,257,79,1,3.75,11,Shop A
462,2024,12,414,38,2,3.75,18,Shop A
463,2028,12,753,61,1,4.75,18,Shop A
464,2028,12,753,78,1,4.5,18,Shop A
465,2029,12,647,57,1,3.1,15,Shop A
466,2032,17,399,54,1,2.5,19,Shop A
467,2035,17,73,38,1,3.75,16,Shop A
468,2039,17,547,60,1,3.75,19,Shop A
469,2042,12,76,43,1,3.0,19,Shop A
470,2047,17,729,31,2,2.2,16,Shop A
471,2049,12,524,40,1,3.75,19,Shop A
472,2051,17,453,51,1,3.0,13,Shop A
473,2052,17,650,31,2,2.2,15,Shop A
474,2060,12,43,36,1,3.75,15,Shop A
475,2067,12,387,52,1,2.5,12,Shop A
476,2070,17,689,37,2,3.0,14,Shop A
477,2077,17,188,49,2,3.0,11,Shop A
478,2081,17,393,42,1,2.5,11,Shop A
479,2081,17,393,78,1,4.5,11,Shop A
480,2083,12,150,44,2,2.5,13,Shop A
481,2085,12,676,52,1,2.5,18,Shop A
482,2087,12,586,46,1,2.5,15,Shop A
483,2091,12,564,36,2,3.75,16,Shop A
484,2093,17,564,53,1,3.0,12,Shop A
485,2103,12,674,43,1,3.0,17,Shop A
486,2108,12,484,29,2,2.5,16,Shop A
487,2115,17,373,24,1,3.0,18,Shop A
488,2123,17,778,50,2,2.5,16,Shop A
489,2129,12,725,48,1,2.5,12,Shop A
490,2134,17,794,44,1,2.5,16,Shop A
491,2135,12,300,32,2,3.0,19,Shop A
492,2144,12,391,49,1,3.0,13,Shop A
493,2149,17,763,48,2,2.5,16,Shop A
494,2172,17,373,26,1,3.0,19,Shop A
495,2175,12,197,37,1,3.0,13,Shop A
496,2176,17,531,52,1,2.5,15,Shop A
497,2177,17,794,57,1,3.1,11,Shop A
498,2186,17,377,60,2,3.75,17,Shop A
499,2188,17,558,48,2,2.5,15,Shop A
500,2203,17,613,51,2,3.0,17,Shop A
501,2205,12,7,40,2,3.75,19,Shop A
502,2207,17,783,54,2,2.5,12,Shop A
503,2211,12,774,58,1,3.5,15,Shop A
504,2219,12,186,54,1,2.5,11,Shop A
505,2227,17,172,47,1,3.0,11,Shop A
506,2227,17,172,79,1,3.75,11,Shop A
507,2229,12,378,31,2,2.2,12,Shop A
508,2229,12,378,73,1,3.75,12,Shop A
509,2238,17,384,24,1,3.0,16,Shop A
510,2248,12,338,54,2,2.5,12,Shop A
511,2249,17,634,24,2,3.0,18,Shop A
512,2250,17,64,61,2,4.75,13,Shop A
513,2252,17,378,46,2,2.5,12,Shop A
514,2258,17,694,25,2,2.2,11,Shop A
515,2259,12,476,26,1,3.0,19,Shop A
516,2260,17,727,36,1,3.75,17,Shop A
517,2262,17,240,47,1,3.0,17,Shop A
518,2262,17,240,69,1,3.25,17,Shop A
519,2266,17,187,35,1,3.1,13,Shop A
520,2266,17,187,70,1,3.25,13,Shop A
521,2281,17,446,54,1,2.5,15,Shop A
522,2282,12,574,52,2,2.5,15,Shop A
523,2285,12,340,31,1,2.2,15,Shop A
524,2288,12,382,33,1,3.5,12,Shop A
525,2295,12,626,29,1,2.5,18,Shop A
526,2305,12,346,29,1,2.5,17,Shop A
527,2314,12,448,37,1,3.0,19,Shop A
528,2315,17,2,39,2,4.25,15,Shop A
529,2321,12,201,22,1,2.0,19,Shop A
530,2324,17,643,22,2,2.0,15,Shop A
531,2328,17,688,58,2,3.5,11,Shop A
532,2333,12,783,56,2,2.55,11,Shop A
533,2341,17,261,28,1,2.0,12,Shop A
534,2341,17,261,70,1,3.25,12,Shop A
535,2345,17,162,36,2,3.75,15,Shop A
536,2349,12,157,57,1,3.1,14,Shop A
537,2362,12,549,35,1,3.1,16,Shop A
538,2362,12,549,72,1,3.25,16,Shop A
539,2364,12,323,60,1,3.75,19,Shop A
540,2369,12,715,37,2,3.0,16,Shop A
541,2370,12,369,55,2,4.0,11,Shop A
542,2385,12,335,23,1,2.5,12,Shop A
543,2387,17,395,42,2,2.5,16,Shop A
544,2388,12,122,44,1,2.5,14,Shop A
545,2396,17,133,37,2,3.0,19,Shop A
546,2396,17,133,69,1,3.25,19,Shop A
547,2401,17,637,43,1,3.0,16,Shop A
548,2417,17,251,54,2,2.5,18,Shop A
549,2431,12,135,32,1,3.0,17,Shop A
550,2435,12,402,22,1,2.0,11,Shop A
551,2438,12,246,41,1,4.25,17,Shop A
552,2452,12,89,46,1,2.5,15,Shop A
553,2453,17,667,56,2,2.55,15,Shop A
554,2456,17,392,46,2,2.5,13,Shop A
555,2461,17,751,39,2,4.25,19,Shop A
556,2464,12,639,30,1,3.0,11,Shop A
557,2468,12,622,46,2,2.5,13,Shop A
558,2469,12,731,53,2,3.0,15,Shop A
559,2470,12,8,35,2,3.1,12,Shop A
560,2470,12,8,75,1,3.5,12,Shop A
561,2471,12,500,25,1,2.2,18,Shop A
562,2473,12,75,22,2,2.0,18,Shop A
563,2476,12,186,35,1,3.1,16,Shop A
564,2480,12,340,34,2,2.45,12,Shop A
565,2480,12,340,74,1,3.5,12,Shop A
566,2486,17,95,54,1,2.5,12,Shop A
567,2490,17,68,29,1,2.5,15,Shop A
568,2491,12,539,57,1,3.1,16,Shop A
569,2491,12,539,77,1,3.0,16,Shop A
570,2494,17,247,55,2,4.0,14,Shop A
571,2521,12,549,26,2,3.0,11,Shop A
572,2522,12,626,51,2,3.0,18,Shop A
573,2525,17,446,35,2,3.1,16,Shop A
574,2525,17,446,73,1,3.75,16,Shop A
575,2526,17,663,50,1,2.5,17,Shop A
576,2527,12,617,43,2,3.0,12,Shop A
577,2536,12,774,52,1,2.5,12,Shop A
578,2536,12,774,69,1,3.25,12,Shop A
579,2539,12,90,60,1,3.75,12,Shop A
580,2541,12,244,45,2,3.0,11,Shop A
581,2545,12,745,32,1,3.0,16,Shop A
582,2553,17,383,31,2,2.2,15,Shop A
583,2561,12,475,33,2,3.5,19,Shop A
584,2,30,5288,50,2,2.5,15,Shop B
585,9,12,5910,50,2,2.5,9,Shop B
586,12,30,5154,45,1,3.0,13,Shop B
587,14,26,5924,26,1,3.0,8,Shop B
588,31,26,5528,60,2,3.75,9,Shop B
