YEAR,STATE,FERTILITY RATE,BIRTHS,URL
2022,VA,55.6,95630,/nchs/pressroom/states/virginia/va.htm
2022,WA,53.3,83333,/nchs/pressroom/states/washington/wa.htm
2022,WV,54,16929,/nchs/pressroom/states/westvirginia/wv.htm
2022,WI,54.2,60049,/nchs/pressroom/states/wisconsin/wi.htm
2022,WY,55.4,6049,/nchs/pressroom/states/wyoming/wy.htm
2021,AL,59.5,58054,/nchs/pressroom/states/alabama/al.htm
2021,AK,64.9,9367,/nchs/pressroom/states/alaska/ak.htm
2021,AZ,55.5,77916,/nchs/pressroom/states/arizona/az.htm
2021,AR,61.7,35965,/nchs/pressroom/states/arkansas/ar.htm
2021,CA,52.8,420608,/nchs/pressroom/states/california/ca.htm
2021,CO,52.5,62949,/nchs/pressroom/states/colorado/co.htm
2021,CT,52.1,35670,/nchs/pressroom/states/connecticut/ct.htm
2021,DE,56.5,10482,/nchs/pressroom/states/delaware/de.htm
2021,FL,54.9,216260,/nchs/pressroom/states/florida/fl.htm
2021,GA,55.9,124073,/nchs/pressroom/states/georgia/ga.htm
2021,HI,59.2,15620,/nchs/pressroom/states/hawaii/hi.htm
2021,ID,60.7,22427,/nchs/pressroom/states/idaho/id.htm
2021,IL,53,132189,/nchs/pressroom/states/illinois/il.htm
2021,IN,60.2,79946,/nchs/pressroom/states/indiana/in.htm
2021,IA,60.8,36835,/nchs/pressroom/states/iowa/ia.htm
2021,KS,61,34705,/nchs/pressroom/states/kansas/ks.htm
2021,KY,60.8,52214,/nchs/pressroom/states/kentucky/ky.htm
2021,LA,62.7,57437,/nchs/pressroom/states/louisiana/la.htm
2021,ME,49.9,12006,/nchs/pressroom/states/maine/me.htm
2021,MD,56.4,68285,/nchs/pressroom/states/maryland/md.htm
2021,MA,49,69137,/nchs/pressroom/states/massachusetts/ma.htm
2021,MI,55.4,104980,/nchs/pressroom/states/michigan/mi.htm
2021,MN,58.6,64425,/nchs/pressroom/states/minnesota/mn.htm
2021,MS,60.7,35156,/nchs/pressroom/states/mississippi/ms.htm
2021,MO,58.4,69453,/nchs/pressroom/states/missouri/mo.htm
2021,MT,54.8,11231,/nchs/pressroom/states/montana/mt.htm
2021,NE,64.4,24609,/nchs/pressroom/states/nebraska/ne.htm
2021,NV,54.8,33686,/nchs/pressroom/states/nevada/nv.htm
2021,NH,49.9,12625,/nchs/pressroom/states/newhampshire/nh.htm
2021,NJ,58,101497,/nchs/pressroom/states/newjersey/nj.htm
2021,NM,52.9,21391,/nchs/pressroom/states/newmexico/nm.htm
2021,NY,54.1,210742,/nchs/pressroom/states/newyork/ny.htm
2021,NC,58.1,120466,/nchs/pressroom/states/northcarolina/nc.htm
2021,ND,66.7,10112,/nchs/pressroom/states/northdakota/nd.htm
2021,OH,57.9,129791,/nchs/pressroom/states/ohio/oh.htm
2021,OK,61.5,48410,/nchs/pressroom/states/oklahoma/ok.htm
2021,OR,48.9,40914,/nchs/pressroom/states/oregon/or.htm
2021,PA,54.7,132622,/nchs/pressroom/states/pennsylvania/pa.htm
2021,RI,48.3,10464,/nchs/pressroom/states/rhodeisland/ri.htm
2021,SC,57.5,57185,/nchs/pressroom/states/southcarolina/sc.htm
2021,SD,68.6,11369,/nchs/pressroom/states/southdakota/sd.htm
2021,TN,59.8,81717,/nchs/pressroom/states/tennessee/tn.htm
2021,TX,60.7,373594,/nchs/pressroom/states/texas/tx.htm
2021,UT,63.6,46712,/nchs/pressroom/states/utah/ut.htm
2021,VT,44.9,5384,/nchs/pressroom/states/vermont/vt.htm
2021,VA,56.1,95825,/nchs/pressroom/states/virginia/va.htm
2021,WA,54.2,83911,/nchs/pressroom/states/washington/wa.htm
2021,WV,54.7,17198,/nchs/pressroom/states/westvirginia/wv.htm
2021,WI,55.7,61781,/nchs/pressroom/states/wisconsin/wi.htm
2021,WY,57.5,6237,/nchs/pressroom/states/wyoming/wy.htm
2020,AL,60.6,57647,/nchs/pressroom/states/alabama/al.htm
2020,AK,65.7,9469,/nchs/pressroom/states/alaska/ak.htm
2020,AZ,54,76947,/nchs/pressroom/states/arizona/az.htm
2020,AR,60.7,35251,/nchs/pressroom/states/arkansas/ar.htm
2020,CA,52.4,420259,/nchs/pressroom/states/california/ca.htm
2020,CO,51.5,61494,/nchs/pressroom/states/colorado/co.htm
2020,CT,49.9,33460,/nchs/pressroom/states/connecticut/ct.htm
2020,DE,57,10392,/nchs/pressroom/states/delaware/de.htm
2020,FL,53.4,209671,/nchs/pressroom/states/florida/fl.htm
2020,GA,55.7,122473,/nchs/pressroom/states/georgia/ga.htm
2020,HI,61.1,15785,/nchs/pressroom/states/hawaii/hi.htm
2020,ID,60.9,21533,/nchs/pressroom/states/idaho/id.htm
2020,IL,53.8,133298,/nchs/pressroom/states/illinois/il.htm
2020,IN,59.8,78616,/nchs/pressroom/states/indiana/in.htm
2020,IA,60.4,36114,/nchs/pressroom/states/iowa/ia.htm
2020,KS,61.1,34376,/nchs/pressroom/states/kansas/ks.htm
2020,KY,60.8,51668,/nchs/pressroom/states/kentucky/ky.htm
2020,LA,62.2,57328,/nchs/pressroom/states/louisiana/la.htm
2020,ME,49.2,11539,/nchs/pressroom/states/maine/me.htm
2020,MD,57.7,68554,/nchs/pressroom/states/maryland/md.htm
2020,MA,47.6,66428,/nchs/pressroom/states/massachusetts/ma.htm
2020,MI,55.6,104074,/nchs/pressroom/states/michigan/mi.htm
2020,MN,58.3,63443,/nchs/pressroom/states/minnesota/mn.htm
2020,MS,61,35473,/nchs/pressroom/states/mississippi/ms.htm
2020,MO,58.7,69285,/nchs/pressroom/states/missouri/mo.htm
2020,MT,54.3,10791,/nchs/pressroom/states/montana/mt.htm
2020,NE,64.7,24291,/nchs/pressroom/states/nebraska/ne.htm
2020,NV,54.8,33653,/nchs/pressroom/states/nevada/nv.htm
2020,NH,47.7,11791,/nchs/pressroom/states/newhampshire/nh.htm
2020,NJ,58.6,97954,/nchs/pressroom/states/newjersey/nj.htm
2020,NM,54.6,21903,/nchs/pressroom/states/newmexico/nm.htm
2020,NY,54.6,209338,/nchs/pressroom/states/newyork/ny.htm
2020,NC,56.2,116730,/nchs/pressroom/states/northcarolina/nc.htm
2020,ND,67.4,10059,/nchs/pressroom/states/northdakota/nd.htm
2020,OH,58.3,129191,/nchs/pressroom/states/ohio/oh.htm
2020,OK,61,47623,/nchs/pressroom/states/oklahoma/ok.htm
2020,OR,47.8,39820,/nchs/pressroom/states/oregon/or.htm
2020,PA,54.9,130693,/nchs/pressroom/states/pennsylvania/pa.htm
2020,RI,48.7,10101,/nchs/pressroom/states/rhodeisland/ri.htm
2020,SC,55.9,55704,/nchs/pressroom/states/southcarolina/sc.htm
2020,SD,66.7,10960,/nchs/pressroom/states/southdakota/sd.htm
2020,TN,58.5,78689,/nchs/pressroom/states/tennessee/tn.htm
2020,TX,60.2,368190,/nchs/pressroom/states/texas/tx.htm
2020,UT,64.1,45702,/nchs/pressroom/states/utah/ut.htm
2020,VT,44.7,5133,/nchs/pressroom/states/vermont/vt.htm
2020,VA,55.8,94749,/nchs/pressroom/states/virginia/va.htm
2020,WA,54,83086,/nchs/pressroom/states/washington/wa.htm
2020,WV,55.3,17323,/nchs/pressroom/states/westvirginia/wv.htm
2020,WI,55.4,60594,/nchs/pressroom/states/wisconsin/wi.htm
2020,WY,56.4,6128,/nchs/pressroom/states/wyoming/wy.htm
2019,AL,61.7,58615,/nchs/pressroom/states/alabama/al.htm
2019,AK,68.1,9822,/nchs/pressroom/states/alaska/ak.htm
2019,AZ,56.7,79375,/nchs/pressroom/states/arizona/az.htm
2019,AR,63.2,36564,/nchs/pressroom/states/arkansas/ar.htm
2019,CA,55.4,446479,/nchs/pressroom/states/california/ca.htm
2019,CO,53.3,62869,/nchs/pressroom/states/colorado/co.htm
2019,CT,51.1,34258,/nchs/pressroom/states/connecticut/ct.htm
2019,DE,58.7,10562,/nchs/pressroom/states/delaware/de.htm
2019,FL,56.6,220002,/nchs/pressroom/states/florida/fl.htm
2019,GA,58,126371,/nchs/pressroom/states/georgia/ga.htm
2019,HI,63.9,16797,/nchs/pressroom/states/hawaii/hi.htm
2019,ID,64,22063,/nchs/pressroom/states/idaho/id.htm
2019,IL,56.1,140128,/nchs/pressroom/states/illinois/il.htm
2019,IN,61.7,80859,/nchs/pressroom/states/indiana/in.htm
2019,IA,63.4,37649,/nchs/pressroom/states/iowa/ia.htm
2019,KS,63,35395,/nchs/pressroom/states/kansas/ks.htm
2019,KY,62.6,53069,/nchs/pressroom/states/kentucky/ky.htm
2019,LA,63.9,58941,/nchs/pressroom/states/louisiana/la.htm
2019,ME,50.6,11779,/nchs/pressroom/states/maine/me.htm
2019,MD,59.2,70178,/nchs/pressroom/states/maryland/md.htm
2019,MA,49.6,69117,/nchs/pressroom/states/massachusetts/ma.htm
2019,MI,57.4,107886,/nchs/pressroom/states/michigan/mi.htm
2019,MN,61,66027,/nchs/pressroom/states/minnesota/mn.htm
2019,MS,62.7,36636,/nchs/pressroom/states/mississippi/ms.htm
2019,MO,61.3,72127,/nchs/pressroom/states/missouri/mo.htm
2019,MT,56.8,11079,/nchs/pressroom/states/montana/mt.htm
2019,NE,66.2,24755,/nchs/pressroom/states/nebraska/ne.htm
2019,NV,58.3,35072,/nchs/pressroom/states/nevada/nv.htm
2019,NH,48.2,11839,/nchs/pressroom/states/newhampshire/nh.htm
2019,NJ,59.5,99585,/nchs/pressroom/states/newjersey/nj.htm
2019,NM,57.6,22960,/nchs/pressroom/states/newmexico/nm.htm
2019,NY,57.2,221539,/nchs/pressroom/states/newyork/ny.htm
2019,NC,57.8,118725,/nchs/pressroom/states/northcarolina/nc.htm
2019,ND,70.6,10454,/nchs/pressroom/states/northdakota/nd.htm
2019,OH,60.8,134461,/nchs/pressroom/states/ohio/oh.htm
2019,OK,63.4,49143,/nchs/pressroom/states/oklahoma/ok.htm
2019,OR,50.6,41858,/nchs/pressroom/states/oregon/or.htm
2019,PA,56.3,134230,/nchs/pressroom/states/pennsylvania/pa.htm
2019,RI,48.8,10175,/nchs/pressroom/states/rhodeisland/ri.htm
2019,SC,58,57038,/nchs/pressroom/states/southcarolina/sc.htm
2019,SD,70.6,11449,/nchs/pressroom/states/southdakota/sd.htm
2019,TN,60.3,80450,/nchs/pressroom/states/tennessee/tn.htm
2019,TX,62.5,377599,/nchs/pressroom/states/texas/tx.htm
2019,UT,66.7,46826,/nchs/pressroom/states/utah/ut.htm
2019,VT,46.8,5361,/nchs/pressroom/states/vermont/vt.htm
2019,VA,57.8,97429,/nchs/pressroom/states/virginia/va.htm
2019,WA,56,84895,/nchs/pressroom/states/washington/wa.htm
2019,WV,57.6,18136,/nchs/pressroom/states/westvirginia/wv.htm
2019,WI,58.1,63270,/nchs/pressroom/states/wisconsin/wi.htm
2019,WY,60.8,6565,/nchs/pressroom/states/wyoming/wy.htm
2018,AL,60.9,57761,/nchs/pressroom/states/alabama/al.htm
2018,AK,69.3,10086,/nchs/pressroom/states/alaska/ak.htm
2018,AZ,58.6,80723,/nchs/pressroom/states/arizona/az.htm
2018,AR,64,37018,/nchs/pressroom/states/arkansas/ar.htm
2018,CA,56.2,454920,/nchs/pressroom/states/california/ca.htm
2018,CO,54.1,62885,/nchs/pressroom/states/colorado/co.htm
2018,CT,51.8,34725,/nchs/pressroom/states/connecticut/ct.htm
2018,DE,59.1,10621,/nchs/pressroom/states/delaware/de.htm
2018,FL,57.2,221542,/nchs/pressroom/states/florida/fl.htm
2018,GA,58.3,126172,/nchs/pressroom/states/georgia/ga.htm
2018,HI,64.2,16972,/nchs/pressroom/states/hawaii/hi.htm
2018,ID,63.4,21403,/nchs/pressroom/states/idaho/id.htm
2018,IL,57.5,144815,/nchs/pressroom/states/illinois/il.htm
2018,IN,62.8,81646,/nchs/pressroom/states/indiana/in.htm
2018,IA,63.5,37785,/nchs/pressroom/states/iowa/ia.htm
2018,KS,64.7,36261,/nchs/pressroom/states/kansas/ks.htm
2018,KY,63.5,53922,/nchs/pressroom/states/kentucky/ky.htm
2018,LA,64.3,59615,/nchs/pressroom/states/louisiana/la.htm
2018,ME,53.3,12311,/nchs/pressroom/states/maine/me.htm
2018,MD,59.9,71080,/nchs/pressroom/states/maryland/md.htm
2018,MA,49.5,69109,/nchs/pressroom/states/massachusetts/ma.htm
2018,MI,58.5,110032,/nchs/pressroom/states/michigan/mi.htm
2018,MN,62.7,67344,/nchs/pressroom/states/minnesota/mn.htm
2018,MS,62.8,37000,/nchs/pressroom/states/mississippi/ms.htm
2018,MO,62.4,73269,/nchs/pressroom/states/missouri/mo.htm
2018,MT,59.6,11513,/nchs/pressroom/states/montana/mt.htm
2018,NE,68.4,25488,/nchs/pressroom/states/nebraska/ne.htm
2018,NV,60,35682,/nchs/pressroom/states/nevada/nv.htm
2018,NH,49.1,11995,/nchs/pressroom/states/newhampshire/nh.htm
2018,NJ,60.1,101223,/nchs/pressroom/states/newjersey/nj.htm
2018,NM,58,23039,/nchs/pressroom/states/newmexico/nm.htm
2018,NY,57.9,226238,/nchs/pressroom/states/newyork/ny.htm
2018,NC,58.4,118954,/nchs/pressroom/states/northcarolina/nc.htm
2018,ND,72.2,10636,/nchs/pressroom/states/northdakota/nd.htm
2018,OH,61.1,135134,/nchs/pressroom/states/ohio/oh.htm
2018,OK,64.6,49800,/nchs/pressroom/states/oklahoma/ok.htm
2018,OR,51.4,42188,/nchs/pressroom/states/oregon/or.htm
2018,PA,56.9,135673,/nchs/pressroom/states/pennsylvania/pa.htm
2018,RI,50.5,10506,/nchs/pressroom/states/rhodeisland/ri.htm
2018,SC,58.1,56669,/nchs/pressroom/states/southcarolina/sc.htm
2018,SD,73.6,11893,/nchs/pressroom/states/southdakota/sd.htm
2018,TN,61.1,80751,/nchs/pressroom/states/tennessee/tn.htm
2018,TX,63.4,378624,/nchs/pressroom/states/texas/tx.htm
2018,UT,68.4,47209,/nchs/pressroom/states/utah/ut.htm
2018,VT,47.2,5432,/nchs/pressroom/states/vermont/vt.htm
2018,VA,59.1,99843,/nchs/pressroom/states/virginia/va.htm
2018,WA,57.5,86085,/nchs/pressroom/states/washington/wa.htm
2018,WV,57.2,18248,/nchs/pressroom/states/westvirginia/wv.htm
2018,WI,58.9,64098,/nchs/pressroom/states/wisconsin/wi.htm
2018,WY,61,6562,/nchs/pressroom/states/wyoming/wy.htm
2017,AL,62,58941,/nchs/pressroom/states/alabama/alabama.htm
2017,AK,71.5,10445,/nchs/pressroom/states/alaska/alaska.htm
2017,AZ,60.8,81872,/nchs/pressroom/states/arizona/arizona.htm
2017,AR,65,37520,/nchs/pressroom/states/arkansas/arkansas.htm
2017,CA,58.2,471658,/nchs/pressroom/states/california/california.htm
2017,CO,56.6,64382,/nchs/pressroom/states/colorado/colorado.htm
2017,CT,52.3,35221,/nchs/pressroom/states/connecticut/connecticut.htm
2017,DE,60.2,10855,/nchs/pressroom/states/delaware/delaware.htm
2017,FL,58.4,223630,/nchs/pressroom/states/florida/florida.htm
2017,GA,60.2,129243,/nchs/pressroom/states/georgia/georgia.htm
2017,HI,65.9,17517,/nchs/pressroom/states/hawaii/hawaii.htm
2017,ID,67.4,22181,/nchs/pressroom/states/idaho/idaho.htm
2017,IL,59,149390,/nchs/pressroom/states/illinois/illinois.htm
2017,IN,63.4,82170,/nchs/pressroom/states/indiana/indiana.htm
2017,IA,64.9,38430,/nchs/pressroom/states/iowa/iowa.htm
2017,KS,65.4,36519,/nchs/pressroom/states/kansas/kansas.htm
2017,KY,64.5,54752,/nchs/pressroom/states/kentucky/kentucky.htm
2017,LA,65.2,61018,/nchs/pressroom/states/louisiana/louisiana.htm
2017,ME,53.1,12298,/nchs/pressroom/states/maine/maine.htm
2017,MD,60,71641,/nchs/pressroom/states/maryland/maryland.htm
2017,MA,51.2,70702,/nchs/pressroom/states/massachusetts/massachusetts.htm
2017,MI,59.4,111426,/nchs/pressroom/states/michigan/michigan.htm
2017,MN,64.3,68595,/nchs/pressroom/states/minnesota/minnesota.htm
2017,MS,63.1,37357,/nchs/pressroom/states/mississippi/mississippi.htm
2017,MO,62.3,73034,/nchs/pressroom/states/missouri/missouri.htm
2017,MT,62.1,11799,/nchs/pressroom/states/montana/montana.htm
2017,NE,69.8,25821,/nchs/pressroom/states/nebraska/nebraska.htm
2017,NV,60.7,35756,/nchs/pressroom/states/nevada/nevada.htm
2017,NH,50.2,12116,/nchs/pressroom/states/newhampshire/newhampshire.htm
2017,NJ,59,101250,/nchs/pressroom/states/newjersey/newjersey.htm
2017,NM,60.1,23767,/nchs/pressroom/states/newmexico/newmexico.htm
2017,NY,57.4,229737,/nchs/pressroom/states/newyork/newyork.htm
2017,NC,59.6,120125,/nchs/pressroom/states/northcarolina/northcarolina.htm
2017,ND,73.4,10737,/nchs/pressroom/states/northdakota/northdakota.htm
2017,OH,62.1,136832,/nchs/pressroom/states/ohio/ohio.htm
2017,OK,65.3,50214,/nchs/pressroom/states/oklahoma/oklahoma.htm
2017,OR,53.8,43631,/nchs/pressroom/states/oregon/oregon.htm
2017,PA,57.8,137745,/nchs/pressroom/states/pennsylvania/pennsylvania.htm
2017,RI,50.9,10638,/nchs/pressroom/states/rhodeisland/rhodeisland.htm
2017,SC,59.1,57029,/nchs/pressroom/states/southcarolina/southcarolina.htm
2017,SD,76.4,12134,/nchs/pressroom/states/southdakota/southdakota.htm
2017,TN,61.7,81016,/nchs/pressroom/states/tenessee/tennessee.htm
2017,TX,64.9,382050,/nchs/pressroom/states/texas/texas.htm
2017,UT,72,48585,/nchs/pressroom/states/utah/utah.htm
2017,VT,49.7,5655,/nchs/pressroom/states/vermont/vermont.htm
2017,VA,59.7,100391,/nchs/pressroom/states/virginia/virginia.htm
2017,WA,59.8,87562,/nchs/pressroom/states/washington/washington.htm
2017,WV,58,18675,/nchs/pressroom/states/westvirginia/westvirginia.htm
2017,WI,60,64975,/nchs/pressroom/states/wisconsin/wisconsin.htm
2017,WY,64.1,6903,/nchs/pressroom/states/wyoming/wyoming.htm
2016,AL,62.1,59151,/nchs/pressroom/states/alabama/alabama.htm
2016,AK,76.1,11209,/nchs/pressroom/states/alaska/alaska.htm
2016,AZ,63.5,84520,/nchs/pressroom/states/arizona/arizona.htm
2016,AR,66.4,38274,/nchs/pressroom/states/arkansas/arkansas.htm
2016,CA,60.6,488827,/nchs/pressroom/states/california/california.htm
2016,CO,59.3,66613,/nchs/pressroom/states/colorado/colorado.htm
2016,CT,53.4,36015,/nchs/pressroom/states/connecticut/connecticut.htm
2016,DE,61.2,10992,/nchs/pressroom/states/delaware/delaware.htm
2016,FL,59.7,225022,/nchs/pressroom/states/florida/florida.htm
2016,GA,61.1,130042,/nchs/pressroom/states/georgia/georgia.htm
2016,HI,67.6,18059,/nchs/pressroom/states/hawaii/hawaii.htm
2016,ID,69.8,22482,/nchs/pressroom/states/idaho/idaho.htm
2016,IL,60.6,154445,/nchs/pressroom/states/illinois/illinois.htm
2016,IN,64.3,83091,/nchs/pressroom/states/indiana/indiana.htm
2016,IA,66.9,39403,/nchs/pressroom/states/iowa/iowa.htm
2016,KS,68.1,38053,/nchs/pressroom/states/kansas/kansas.htm
2016,KY,65.4,55449,/nchs/pressroom/states/kentucky/kentucky.htm
2016,LA,67.2,63178,/nchs/pressroom/states/louisiana/louisiana.htm
2016,ME,54.9,12705,/nchs/pressroom/states/maine/maine.htm
2016,MD,61.3,73136,/nchs/pressroom/states/maryland/maryland.htm
2016,MA,51.9,71317,/nchs/pressroom/states/massachusetts/massachusetts.htm
2016,MI,60.5,113315,/nchs/pressroom/states/michigan/michigan.htm
2016,MN,66.1,69749,/nchs/pressroom/states/minnesota/minnesota.htm
2016,MS,63.7,37928,/nchs/pressroom/states/mississippi/mississippi.htm
2016,MO,63.8,74705,/nchs/pressroom/states/missouri/missouri.htm
2016,MT,65.3,12282,/nchs/pressroom/states/montana/montana.htm
2016,NE,72.2,26589,/nchs/pressroom/states/nebraska/nebraska.htm
2016,NV,62.6,36260,/nchs/pressroom/states/nevada/nevada.htm
2016,NH,50.9,12267,/nchs/pressroom/states/newhampshire/newhampshire.htm
2016,NJ,60.1,102647,/nchs/pressroom/states/newjersey/newjersey.htm
2016,NM,62.7,24692,/nchs/pressroom/states/newmexico/newmexico.htm
2016,NY,58.6,234283,/nchs/pressroom/states/newyork/newyork.htm
2016,NC,60.3,120779,/nchs/pressroom/states/northcarolina/northcarolina.htm
2016,ND,77.3,11383,/nchs/pressroom/states/northdakota/northdakota.htm
2016,OH,62.8,138085,/nchs/pressroom/states/ohio/ohio.htm
2016,OK,68.4,52592,/nchs/pressroom/states/oklahoma/oklahoma.htm
2016,OR,57,45535,/nchs/pressroom/states/oregon/oregon.htm
2016,PA,58.5,139409,/nchs/pressroom/states/pennsylvania/pennsylvania.htm
2016,RI,51.8,10798,/nchs/pressroom/states/rhodeisland/rhodeisland.htm
2016,SC,59.9,57342,/nchs/pressroom/states/southcarolina/southcarolina.htm
