,transaction_id,staff_id,customer_id,product_id,quantity,unit_price,Hours,Shop
243,1125,12,184,32,2,3.0,12,Shop A
246,1151,12,337,42,2,2.5,13,Shop A
248,1169,12,669,56,2,2.55,13,Shop A
251,1185,17,490,37,2,3.0,12,Shop A
253,1187,17,567,38,2,3.75,12,Shop A
254,1195,17,222,36,2,3.75,11,Shop A
255,1198,12,408,38,2,3.75,15,Shop A
257,1206,12,540,29,2,2.5,15,Shop A
258,1207,12,55,40,2,3.75,12,Shop A
268,1257,12,646,30,2,3.0,13,Shop A
270,1264,17,97,34,2,2.45,14,Shop A
273,1278,12,181,35,2,3.1,14,Shop A
275,1285,17,3,31,2,2.2,15,Shop A
276,1286,12,606,41,2,4.25,15,Shop A
277,1288,12,603,59,2,4.5,17,Shop A
279,1291,12,428,44,2,2.5,14,Shop A
281,1293,17,447,31,2,2.2,11,Shop A
283,1297,17,672,57,2,3.1,15,Shop A
288,1320,17,646,31,2,2.2,17,Shop A
290,1332,17,377,36,2,3.75,13,Shop A
292,1334,17,8,33,2,3.5,16,Shop A
294,1352,12,369,34,2,2.45,14,Shop A
297,1359,12,429,33,2,3.5,14,Shop A
301,1367,12,51,58,2,3.5,14,Shop A
302,1371,12,373,50,2,2.5,14,Shop A
303,1380,12,725,39,2,4.25,15,Shop A
304,1383,12,656,60,2,3.75,18,Shop A
305,1384,17,677,47,2,3.0,17,Shop A
309,1389,17,212,52,2,2.5,11,Shop A
316,1416,17,391,52,2,2.5,11,Shop A
317,1417,17,168,51,2,3.0,18,Shop A
318,1419,17,447,52,2,2.5,14,Shop A
322,1436,12,90,59,2,4.5,18,Shop A
323,1437,12,677,58,2,3.5,17,Shop A
324,1447,12,70,61,2,4.75,18,Shop A
325,1459,12,581,30,2,3.0,14,Shop A
326,1461,17,398,41,2,4.25,14,Shop A
328,1478,12,744,44,2,2.5,13,Shop A
330,1488,12,265,35,2,3.1,19,Shop A
334,1498,12,710,45,2,3.0,16,Shop A
339,1519,12,65,39,2,4.25,13,Shop A
341,1521,12,252,23,2,2.5,15,Shop A
342,1526,17,573,42,2,2.5,15,Shop A
346,1567,17,599,60,2,3.75,11,Shop A
347,1570,12,259,48,2,2.5,12,Shop A
348,1575,17,686,57,2,3.1,11,Shop A
352,1597,12,117,54,2,2.5,13,Shop A
354,1598,17,230,61,2,4.75,15,Shop A
356,1599,12,364,43,2,3.0,17,Shop A
358,1600,17,218,24,2,3.0,15,Shop A
359,1611,17,578,34,2,2.45,18,Shop A
363,1626,12,252,36,2,3.75,17,Shop A
366,1645,17,536,44,2,2.5,12,Shop A
370,1660,12,111,52,2,2.5,11,Shop A
372,1666,12,47,35,2,3.1,18,Shop A
378,1694,12,707,38,2,3.75,13,Shop A
379,1695,12,167,35,2,3.1,12,Shop A
380,1706,12,119,49,2,3.0,16,Shop A
381,1707,17,98,47,2,3.0,13,Shop A
382,1710,17,785,55,2,4.0,13,Shop A
388,1724,12,692,49,2,3.0,12,Shop A
391,1737,12,60,60,2,3.75,19,Shop A
393,1739,17,697,52,2,2.5,18,Shop A
397,1747,12,42,40,2,3.75,11,Shop A
399,1752,12,323,37,2,3.0,16,Shop A
400,1753,17,645,28,2,2.0,13,Shop A
403,1768,12,174,55,2,4.0,17,Shop A
405,1771,17,651,33,2,3.5,15,Shop A
406,1773,12,305,44,2,2.5,19,Shop A
407,1786,12,53,32,2,3.0,11,Shop A
411,1817,17,352,28,2,2.0,13,Shop A
412,1823,17,651,56,2,2.55,18,Shop A
416,1837,17,473,43,2,3.0,15,Shop A
417,1840,12,790,38,2,3.75,13,Shop A
419,1852,17,737,50,2,2.5,15,Shop A
423,1862,12,195,33,2,3.5,19,Shop A
424,1873,12,632,27,2,3.5,16,Shop A
426,1888,17,280,42,2,2.5,14,Shop A
429,1894,17,248,33,2,3.5,11,Shop A
433,1918,17,48,55,2,4.0,15,Shop A
442,1949,12,674,35,2,3.1,12,Shop A
443,1954,12,778,33,2,3.5,13,Shop A
447,1967,17,444,30,2,3.0,18,Shop A
450,1974,17,430,30,2,3.0,16,Shop A
454,1985,17,364,32,2,3.0,16,Shop A
455,2001,17,117,59,2,4.5,16,Shop A
457,2006,12,526,24,2,3.0,11,Shop A
462,2024,12,414,38,2,3.75,18,Shop A
470,2047,17,729,31,2,2.2,16,Shop A
473,2052,17,650,31,2,2.2,15,Shop A
476,2070,17,689,37,2,3.0,14,Shop A
477,2077,17,188,49,2,3.0,11,Shop A
480,2083,12,150,44,2,2.5,13,Shop A
483,2091,12,564,36,2,3.75,16,Shop A
486,2108,12,484,29,2,2.5,16,Shop A
488,2123,17,778,50,2,2.5,16,Shop A
491,2135,12,300,32,2,3.0,19,Shop A
493,2149,17,763,48,2,2.5,16,Shop A
498,2186,17,377,60,2,3.75,17,Shop A
499,2188,17,558,48,2,2.5,15,Shop A
500,2203,17,613,51,2,3.0,17,Shop A
501,2205,12,7,40,2,3.75,19,Shop A
502,2207,17,783,54,2,2.5,12,Shop A
507,2229,12,378,31,2,2.2,12,Shop A
510,2248,12,338,54,2,2.5,12,Shop A
511,2249,17,634,24,2,3.0,18,Shop A
512,2250,17,64,61,2,4.75,13,Shop A
513,2252,17,378,46,2,2.5,12,Shop A
514,2258,17,694,25,2,2.2,11,Shop A
522,2282,12,574,52,2,2.5,15,Shop A
528,2315,17,2,39,2,4.25,15,Shop A
530,2324,17,643,22,2,2.0,15,Shop A
531,2328,17,688,58,2,3.5,11,Shop A
532,2333,12,783,56,2,2.55,11,Shop A
535,2345,17,162,36,2,3.75,15,Shop A
540,2369,12,715,37,2,3.0,16,Shop A
541,2370,12,369,55,2,4.0,11,Shop A
543,2387,17,395,42,2,2.5,16,Shop A
545,2396,17,133,37,2,3.0,19,Shop A
548,2417,17,251,54,2,2.5,18,Shop A
553,2453,17,667,56,2,2.55,15,Shop A
554,2456,17,392,46,2,2.5,13,Shop A
555,2461,17,751,39,2,4.25,19,Shop A
557,2468,12,622,46,2,2.5,13,Shop A
558,2469,12,731,53,2,3.0,15,Shop A
559,2470,12,8,35,2,3.1,12,Shop A
562,2473,12,75,22,2,2.0,18,Shop A
564,2480,12,340,34,2,2.45,12,Shop A
570,2494,17,247,55,2,4.0,14,Shop A
571,2521,12,549,26,2,3.0,11,Shop A
572,2522,12,626,51,2,3.0,18,Shop A
573,2525,17,446,35,2,3.1,16,Shop A
576,2527,12,617,43,2,3.0,12,Shop A
580,2541,12,244,45,2,3.0,11,Shop A
582,2553,17,383,31,2,2.2,15,Shop A
583,2561,12,475,33,2,3.5,19,Shop A
584,2,30,5288,50,2,2.5,15,Shop B
585,9,12,5910,50,2,2.5,9,Shop B
588,31,26,5528,60,2,3.75,9,Shop B
589,35,12,5432,30,2,3.0,17,Shop B
591,43,12,5581,40,2,3.75,9,Shop B
596,54,12,5782,24,2,3.0,8,Shop B
597,60,30,5597,48,2,2.5,11,Shop B
598,63,26,5342,38,2,3.75,17,Shop B
602,76,12,5020,34,2,2.45,7,Shop B
603,82,26,5806,56,2,2.55,9,Shop B
606,101,30,5789,51,2,3.0,11,Shop B
608,104,30,5712,59,2,4.5,11,Shop B
609,126,30,5421,40,2,3.75,15,Shop B
610,136,26,5055,28,2,2.0,13,Shop B
613,141,12,5020,26,2,3.0,9,Shop B
615,170,12,5401,45,2,3.0,8,Shop B
617,175,26,5695,45,2,3.0,13,Shop B
622,195,30,5294,39,2,4.25,15,Shop B
623,197,26,5413,44,2,2.5,14,Shop B
624,199,30,5284,23,2,2.5,18,Shop B
627,209,26,5153,54,2,2.5,18,Shop B
628,236,12,5577,32,2,3.0,8,Shop B
629,248,30,5479,57,2,3.1,7,Shop B
634,276,30,5803,22,2,2.0,8,Shop B
637,292,30,5685,25,2,2.2,13,Shop B
641,319,26,5044,36,2,3.75,9,Shop B
644,330,26,5291,24,2,3.0,7,Shop B
646,332,30,5060,25,2,2.2,15,Shop B
652,350,26,5259,38,2,3.75,9,Shop B
655,377,30,5710,48,2,2.5,10,Shop B
659,390,12,5658,22,2,2.0,7,Shop B
661,399,30,5895,57,2,3.1,7,Shop B
662,429,26,5830,25,2,2.2,14,Shop B
666,443,26,5180,87,2,3.0,7,Shop B
669,451,26,5412,59,2,4.5,7,Shop B
673,471,26,5512,33,2,3.5,13,Shop B
674,474,26,5836,33,2,3.5,15,Shop B
677,485,30,5727,30,2,3.0,13,Shop B
680,495,26,5292,54,2,2.5,15,Shop B
681,496,12,5230,38,2,3.75,11,Shop B
682,505,26,5492,25,2,2.2,12,Shop B
684,523,12,5590,56,2,2.55,16,Shop B
685,525,26,5624,28,2,2.0,15,Shop B
687,533,26,5656,41,2,4.25,7,Shop B
689,535,12,5421,33,2,3.5,16,Shop B
690,543,12,5272,61,2,4.75,10,Shop B
693,546,30,5464,54,2,2.5,17,Shop B
694,550,30,5531,36,2,3.75,10,Shop B
696,558,30,5854,45,2,3.0,14,Shop B
698,606,12,5614,45,2,3.0,11,Shop B
699,625,26,5921,54,2,2.5,7,Shop B
703,656,26,5033,27,2,3.5,15,Shop B
705,662,12,5111,35,2,3.1,14,Shop B
709,687,12,5142,53,2,3.0,11,Shop B
710,694,12,5644,40,2,3.75,16,Shop B
712,715,26,5056,36,2,3.75,10,Shop B
714,740,12,5765,37,2,3.0,8,Shop B
715,744,26,5636,38,2,3.75,15,Shop B
716,752,26,5737,39,2,4.25,12,Shop B
723,760,26,5179,39,2,4.25,18,Shop B
726,789,26,5453,33,2,3.5,15,Shop B
730,797,30,5618,34,2,2.45,14,Shop B
732,808,30,5105,39,2,4.25,8,Shop B
733,814,12,5325,29,2,2.5,12,Shop B
735,818,30,5656,32,2,3.0,16,Shop B
737,836,12,5806,49,2,3.0,17,Shop B
740,857,26,5282,50,2,2.5,9,Shop B
741,859,26,5130,44,2,2.5,15,Shop B
742,864,26,5055,33,2,3.5,14,Shop B
743,865,30,5593,50,2,2.5,7,Shop B
745,891,30,5651,41,2,4.25,12,Shop B
747,897,30,5164,47,2,3.0,7,Shop B
749,912,30,5077,37,2,3.0,18,Shop B
750,915,12,5595,52,2,2.5,18,Shop B
752,932,26,5324,25,2,2.2,12,Shop B
754,941,26,5899,58,2,3.5,15,Shop B
755,954,26,5221,31,2,2.2,12,Shop B
761,968,12,5750,47,2,3.0,9,Shop B
764,988,12,5138,45,2,3.0,9,Shop B
770,1003,12,5559,47,2,3.0,11,Shop B
773,1023,30,5227,34,2,2.45,7,Shop B
777,1048,30,5142,31,2,2.2,13,Shop B
782,1074,26,5477,47,2,3.0,7,Shop B
785,1082,12,5181,37,2,3.0,8,Shop B
788,1090,12,5044,51,2,3.0,9,Shop B
789,1093,12,5664,30,2,3.0,13,Shop B
792,1105,26,5891,23,2,2.5,16,Shop B
795,1109,30,5137,49,2,3.0,12,Shop B
796,1117,12,5599,37,2,3.0,18,Shop B
801,1125,30,5063,59,2,4.5,10,Shop B
802,1127,30,5073,61,2,4.75,7,Shop B
803,1132,12,5720,54,2,2.5,7,Shop B
811,1195,30,5878,54,2,2.5,9,Shop B
815,1203,12,5792,44,2,2.5,9,Shop B
817,1211,26,5073,58,2,3.5,10,Shop B
819,1216,26,5021,53,2,3.0,18,Shop B
820,1217,30,5608,34,2,2.45,17,Shop B
824,1226,26,5127,41,2,4.25,13,Shop B
829,1236,26,5480,51,2,3.0,11,Shop B
830,1240,30,5222,32,2,3.0,17,Shop B
831,1249,26,5272,55,2,4.0,15,Shop B
832,1250,30,5895,24,2,3.0,8,Shop B
834,1251,30,5652,45,2,3.0,9,Shop B
835,1255,30,5497,33,2,3.5,15,Shop B
836,1258,26,5116,27,2,3.5,12,Shop B
839,1278,12,5208,41,2,4.25,14,Shop B
840,1290,26,5823,32,2,3.0,15,Shop B
841,1292,12,5612,22,2,2.0,16,Shop B
842,1295,12,5162,33,2,3.5,7,Shop B
844,1312,26,5619,24,2,3.0,14,Shop B
845,1315,26,5140,51,2,3.0,13,Shop B
849,1338,30,5465,32,2,3.0,7,Shop B
850,1348,30,5931,37,2,3.0,15,Shop B
853,1371,26,5107,44,2,2.5,16,Shop B
854,1387,26,5154,51,2,3.0,11,Shop B
857,1411,12,5176,31,2,2.2,15,Shop B
859,1414,26,5456,49,2,3.0,15,Shop B
861,1422,30,5608,42,2,2.5,9,Shop B
862,1429,12,5610,61,2,4.75,14,Shop B
864,1434,30,5257,60,2,3.75,13,Shop B
865,1435,12,5705,52,2,2.5,11,Shop B
866,1437,30,5907,50,2,2.5,7,Shop B
867,1446,30,5647,25,2,2.2,7,Shop B
868,1447,30,5190,49,2,3.0,18,Shop B
869,1460,12,5538,47,2,3.0,9,Shop B
870,1468,12,5388,61,2,4.75,16,Shop B
875,1491,12,5140,44,2,2.5,8,Shop B
876,1496,12,5721,27,2,3.5,8,Shop B
881,1547,12,5582,54,2,2.5,11,Shop B
884,1556,26,5361,55,2,4.0,8,Shop B
885,1557,12,5038,24,2,3.0,13,Shop B
890,1598,12,5144,26,2,3.0,9,Shop B
891,1599,12,5825,26,2,3.0,9,Shop B
892,1601,12,5403,56,2,2.55,11,Shop B
893,1607,12,5607,34,2,2.45,16,Shop B
895,1608,30,5703,52,2,2.5,13,Shop B
900,1622,12,5934,33,2,3.5,18,Shop B
904,1644,12,5247,22,2,2.0,7,Shop B
905,1651,12,5355,30,2,3.0,15,Shop B
906,1665,30,5872,46,2,2.5,16,Shop B
907,1667,12,5303,55,2,4.0,9,Shop B
915,1708,30,5394,61,2,4.75,10,Shop B
916,1724,12,5388,54,2,2.5,8,Shop B
917,1726,26,5509,39,2,4.25,14,Shop B
918,1733,30,5754,38,2,3.75,13,Shop B
919,1735,12,5630,61,2,4.75,7,Shop B
921,1740,30,5938,25,2,2.2,13,Shop B
922,1741,26,5303,43,2,3.0,14,Shop B
925,1746,26,5237,48,2,2.5,9,Shop B
927,1752,26,5619,25,2,2.2,10,Shop B
931,1774,26,5283,46,2,2.5,15,Shop B
932,1787,26,5290,56,2,2.55,8,Shop B
935,1790,26,5694,33,2,3.5,10,Shop B
939,1817,26,5457,54,2,2.5,13,Shop B
942,1822,12,5103,46,2,2.5,9,Shop B
944,1841,12,5415,37,2,3.0,9,Shop B
949,1845,30,5457,34,2,2.45,16,Shop B
951,1856,26,5419,23,2,2.5,10,Shop B
953,1896,12,5266,27,2,3.5,11,Shop B
959,1933,12,5178,27,2,3.5,7,Shop B
960,1934,30,5102,60,2,3.75,15,Shop B
961,1936,26,5822,40,2,3.75,11,Shop B
965,1963,12,5245,36,2,3.75,17,Shop B
969,1972,30,5335,29,2,2.5,14,Shop B
974,2007,26,5902,43,2,3.0,9,Shop B
976,2022,12,5691,39,2,4.25,15,Shop B
978,2033,26,5002,26,2,3.0,17,Shop B
979,2045,12,5543,25,2,2.2,8,Shop B
980,2046,26,5567,59,2,4.5,13,Shop B
983,2054,30,5940,38,2,3.75,12,Shop B
984,2056,30,5303,23,2,2.5,17,Shop B
993,2087,12,5561,43,2,3.0,9,Shop B
994,2091,30,5726,31,2,2.2,18,Shop B
995,2095,26,5193,35,2,3.1,11,Shop B
1003,2119,12,5558,40,2,3.75,12,Shop B
1005,2120,30,5208,46,2,2.5,15,Shop B
1007,2122,30,5262,57,2,3.1,14,Shop B
1008,2123,30,5827,25,2,2.2,9,Shop B
1009,2125,30,5601,54,2,2.5,8,Shop B
1014,2145,30,5257,23,2,2.5,14,Shop B
1015,2147,26,5195,28,2,2.0,7,Shop B
1016,2155,30,5365,61,2,4.75,14,Shop B
1017,2156,12,5386,25,2,2.2,13,Shop B
1018,2174,26,5925,27,2,3.5,13,Shop B
1022,2194,26,5794,45,2,3.0,11,Shop B
1026,2200,30,5257,37,2,3.0,9,Shop B
1028,2214,30,5550,33,2,3.5,9,Shop B
1029,2218,26,5402,30,2,3.0,12,Shop B
1031,2222,12,5076,38,2,3.75,17,Shop B
1033,2238,12,5403,47,2,3.0,13,Shop B
1035,2242,12,5346,57,2,3.1,8,Shop B
1036,2254,30,5340,59,2,4.5,7,Shop B
1037,2255,12,5278,58,2,3.5,7,Shop B
1040,2267,30,5808,49,2,3.0,14,Shop B
1043,2269,26,5876,52,2,2.5,11,Shop B
1044,2274,26,5881,43,2,3.0,10,Shop B
1046,2286,30,5880,23,2,2.5,15,Shop B
1049,2288,12,5055,60,2,3.75,11,Shop B
1051,2297,26,5756,24,2,3.0,13,Shop B
1053,2301,30,5116,23,2,2.5,14,Shop B
1054,2313,12,5445,60,2,3.75,9,Shop B
1057,2319,12,5896,29,2,2.5,8,Shop B
1059,2343,12,5373,54,2,2.5,15,Shop B
1062,2360,12,5106,46,2,2.5,15,Shop B
1064,2365,26,5748,29,2,2.5,12,Shop B
1068,2377,12,5144,34,2,2.45,9,Shop B
1069,2388,26,5199,38,2,3.75,15,Shop B
1070,2391,26,5743,56,2,2.55,7,Shop B
1072,2393,30,5236,39,2,4.25,13,Shop B
1073,2394,30,5916,32,2,3.0,10,Shop B
1074,2399,30,5489,58,2,3.5,7,Shop B
1076,2403,30,5029,43,2,3.0,10,Shop B
1077,2404,26,5607,41,2,4.25,8,Shop B
1079,2420,30,5354,33,2,3.5,12,Shop B
1080,2428,26,5508,47,2,3.0,7,Shop B
1081,2429,26,5901,56,2,2.55,9,Shop B
1084,2445,26,5617,37,2,3.0,15,Shop B
1085,2451,30,5480,31,2,2.2,17,Shop B
1086,2456,12,5384,25,2,2.2,8,Shop B
1087,2465,12,5163,30,2,3.0,7,Shop B
1089,2474,26,5811,42,2,2.5,17,Shop B
1091,2476,12,5584,32,2,3.0,18,Shop B
1092,2485,26,5864,59,2,4.5,13,Shop B
1093,2486,12,5824,58,2,3.5,15,Shop B
1095,2488,26,5635,53,2,3.0,7,Shop B
1100,2507,12,5786,33,2,3.5,12,Shop B
1101,2516,30,5136,37,2,3.0,9,Shop B
1106,13,15,8489,54,2,2.5,9,Shop C
1108,24,45,8176,42,2,2.5,13,Shop C
1110,32,15,8373,30,2,3.0,8,Shop C
1114,45,42,8445,56,2,2.55,10,Shop C
1115,57,45,8330,26,2,3.0,9,Shop C
1118,68,42,8455,26,2,3.0,14,Shop C
1120,71,42,8459,58,2,3.5,13,Shop C
1130,132,15,8296,28,2,2.0,12,Shop C
1136,151,42,8126,87,2,3.0,8,Shop C
1145,191,42,8236,53,2,3.0,8,Shop C
1146,193,42,8289,33,2,3.5,11,Shop C
1150,216,45,8254,34,2,2.45,14,Shop C
1152,224,45,8050,40,2,3.75,8,Shop C
1154,238,42,8267,36,2,3.75,9,Shop C
1156,240,15,8202,40,2,3.75,13,Shop C
1159,247,15,8221,26,2,3.0,12,Shop C
1163,272,45,8045,47,2,3.0,13,Shop C
1168,283,15,8047,22,2,2.0,13,Shop C
1170,295,15,8366,41,2,4.25,10,Shop C
1175,303,45,8234,33,2,3.5,10,Shop C
1179,346,15,8333,37,2,3.0,11,Shop C
1191,426,45,8165,39,2,4.25,14,Shop C
1192,427,45,8361,43,2,3.0,12,Shop C
1193,431,42,8488,23,2,2.5,10,Shop C
1196,440,45,8187,42,2,2.5,15,Shop C
1198,459,45,8086,61,2,4.75,8,Shop C
1200,463,45,8267,57,2,3.1,11,Shop C
1206,482,45,8458,57,2,3.1,9,Shop C
1207,497,45,8395,42,2,2.5,12,Shop C
1208,498,15,8280,60,2,3.75,14,Shop C
1217,567,15,8485,36,2,3.75,9,Shop C
1218,576,45,8189,33,2,3.5,11,Shop C
1220,580,15,8324,29,2,2.5,15,Shop C
1225,589,15,8036,51,2,3.0,10,Shop C
1229,623,15,8413,30,2,3.0,8,Shop C
1235,654,45,8288,29,2,2.5,12,Shop C
1238,686,45,8040,22,2,2.0,14,Shop C
1241,697,42,8243,32,2,3.0,13,Shop C
1242,699,45,8278,40,2,3.75,8,Shop C
1243,700,15,8446,34,2,2.45,10,Shop C
1245,714,15,8397,59,2,4.5,15,Shop C
1249,723,45,8310,40,2,3.75,9,Shop C
1257,756,42,8283,31,2,2.2,15,Shop C
1259,766,42,8130,38,2,3.75,11,Shop C
1270,818,15,8410,40,2,3.75,11,Shop C
1271,819,45,8457,50,2,2.5,9,Shop C
1272,823,15,8209,51,2,3.0,11,Shop C
1273,824,42,8221,30,2,3.0,14,Shop C
1281,857,45,8404,49,2,3.0,12,Shop C
1283,861,45,8039,26,2,3.0,12,Shop C
1284,872,45,8247,35,2,3.1,9,Shop C
1289,926,42,8429,35,2,3.1,12,Shop C
1292,942,42,8298,52,2,2.5,15,Shop C
1293,947,15,8025,54,2,2.5,13,Shop C
1294,948,42,8424,25,2,2.2,11,Shop C
1300,985,42,8445,24,2,3.0,13,Shop C
1302,986,42,8383,58,2,3.5,11,Shop C
1303,988,45,8434,22,2,2.0,13,Shop C
1304,1005,42,8267,35,2,3.1,11,Shop C
1309,1036,15,8394,51,2,3.0,15,Shop C
1311,1047,45,8467,57,2,3.1,15,Shop C
1313,1056,42,8037,57,2,3.1,13,Shop C
1318,1064,15,8042,27,2,3.5,12,Shop C
1319,1083,42,8489,57,2,3.1,10,Shop C
1320,1085,15,8227,47,2,3.0,11,Shop C
1323,1113,15,8406,39,2,4.25,11,Shop C
1324,1115,45,8190,59,2,4.5,11,Shop C
1327,1130,42,8146,41,2,4.25,11,Shop C
1328,1143,15,8024,45,2,3.0,11,Shop C
1330,1154,45,8078,32,2,3.0,13,Shop C
1331,1158,42,8378,54,2,2.5,13,Shop C
1334,1193,42,8270,49,2,3.0,14,Shop C
1335,1195,42,8046,30,2,3.0,14,Shop C
1340,1230,15,8458,47,2,3.0,10,Shop C
1351,1276,15,8435,22,2,2.0,13,Shop C
1357,1303,45,8109,26,2,3.0,12,Shop C
1362,1330,45,8481,34,2,2.45,9,Shop C
1366,1345,45,8073,61,2,4.75,11,Shop C
1367,1351,15,8164,31,2,2.2,13,Shop C
1370,1379,45,8023,44,2,2.5,15,Shop C
1372,1393,15,8480,50,2,2.5,11,Shop C
1377,1412,42,8140,33,2,3.5,11,Shop C
1378,1416,42,8443,36,2,3.75,10,Shop C
1380,1445,15,8168,22,2,2.0,8,Shop C
1385,1474,42,8030,30,2,3.0,11,Shop C
1386,1481,45,8291,27,2,3.5,10,Shop C
1389,1485,42,8229,48,2,2.5,13,Shop C
1391,1497,15,8131,57,2,3.1,11,Shop C
1397,1509,45,8392,59,2,4.5,8,Shop C
1401,1524,45,8286,60,2,3.75,14,Shop C
1404,1563,45,8376,61,2,4.75,9,Shop C
1415,1628,42,8025,51,2,3.0,14,Shop C
1420,1650,42,8343,25,2,2.2,12,Shop C
1422,1656,42,8444,39,2,4.25,13,Shop C
1425,1669,42,8418,44,2,2.5,14,Shop C
1427,1681,45,8450,49,2,3.0,12,Shop C
1428,1689,45,8443,61,2,4.75,8,Shop C
1430,1693,42,8347,42,2,2.5,11,Shop C
