,Event,Revenue,Offer ID
331,transaction,12.33,Bogo 10
332,transaction,26.45,2off10
333,transaction,36.06,Bogo 10
334,transaction,43.42,Bogo 10
335,transaction,15.95,2off10
336,transaction,10.3,Bogo 10
337,transaction,28.78,5off20
338,transaction,16.14,2off10
339,transaction,19.5,3off7
340,transaction,26.17,Bogo 10
341,transaction,16.7,3off7
342,transaction,21.35,2off10
343,transaction,27.23,Bogo 5
344,transaction,14.19,Bogo 10
345,transaction,22.53,Bogo 10
346,transaction,10.01,3off7
347,transaction,26.97,Bogo 10
348,transaction,25.93,5off20
349,transaction,20.19,2off10
350,transaction,29.98,Bogo 10
351,transaction,17.43,Bogo 10
352,transaction,12.64,2off10
353,transaction,12.26,Bogo 5
354,transaction,26.32,2off10
355,transaction,21.39,3off7
356,transaction,18.22,2off10
357,transaction,9.75,3off7
358,transaction,41.58,Bogo 10
359,transaction,9.65,Bogo 5
360,transaction,40.61,Bogo 5
361,transaction,12.73,3off7
362,transaction,15.86,2off10
363,transaction,22.33,Bogo 5
364,transaction,17.32,Bogo 5
365,transaction,26.15,Bogo 5
366,transaction,11.08,3off7
367,transaction,12.86,Bogo 5
368,transaction,19.03,2off10
369,transaction,44.14,3off7
370,transaction,13.79,2off10
371,transaction,21.84,2off10
372,transaction,10.23,Bogo 5
373,transaction,24.09,2off10
374,transaction,22.71,2off10
375,transaction,13.81,Bogo 10
376,transaction,14.63,2off10
377,transaction,23.19,2off10
378,transaction,11.85,Bogo 10
379,transaction,18.36,2off10
380,transaction,25.02,2off10
381,transaction,10.33,3off7
382,transaction,8.82,Bogo 5
383,transaction,5.59,Bogo 5
384,transaction,28.64,5off20
385,transaction,9.41,Bogo 5
386,transaction,20.38,Bogo 10
387,transaction,20.3,Bogo 5
388,transaction,23.93,2off10
389,transaction,28.43,3off7
390,transaction,17.34,Bogo 10
391,transaction,25.49,Bogo 5
392,transaction,20.88,Bogo 10
393,transaction,33.04,Bogo 10
394,transaction,24.93,Bogo 5
395,transaction,11.46,Bogo 10
396,transaction,31.67,Bogo 5
397,transaction,10.65,Bogo 10
398,transaction,16.82,2off10
399,transaction,15.85,Bogo 10
400,transaction,12.68,3off7
401,transaction,22.1,Bogo 10
402,transaction,26.69,Bogo 10
403,transaction,24.8,Bogo 5
404,transaction,20.27,Bogo 5
405,transaction,25.54,2off10
406,transaction,6.63,2off10
407,transaction,16.4,2off10
408,transaction,29.04,Bogo 10
409,transaction,15.28,2off10
410,transaction,17.75,Bogo 10
411,transaction,14.41,5off20
412,transaction,24.78,Bogo 5
413,transaction,5.44,Bogo 5
414,transaction,5.39,Bogo 5
415,transaction,12.03,Bogo 5
416,transaction,18.33,2off10
417,transaction,8.31,3off7
418,transaction,26.91,3off7
419,transaction,19.3,3off7
420,transaction,12.64,Bogo 5
421,transaction,33.06,2off10
422,transaction,11.19,3off7
423,transaction,24.48,Bogo 5
424,transaction,15.18,Bogo 5
425,transaction,17.01,2off10
426,transaction,10.88,2off10
427,transaction,21.86,2off10
428,transaction,26.2,2off10
429,transaction,14.48,3off7
430,transaction,15.77,Bogo 5
431,transaction,15.51,3off7
432,transaction,12.95,2off10
433,transaction,17.7,Bogo 5
434,transaction,5.14,Bogo 5
435,transaction,11.19,Bogo 10
436,transaction,10.68,2off10
437,transaction,14.16,Bogo 10
438,transaction,17.86,Bogo 10
439,transaction,10.02,Bogo 10
440,transaction,8.03,3off7
441,transaction,13.89,Bogo 10
442,transaction,29.97,Bogo 5
443,transaction,18.29,Bogo 10
444,transaction,18.65,2off10
445,transaction,27.02,3off7
446,transaction,17.08,Bogo 10
447,transaction,12.04,2off10
448,transaction,20.04,Bogo 10
449,transaction,28.56,Bogo 10
450,transaction,38.59,Bogo 5
451,transaction,29.53,3off7
452,transaction,12.67,3off7
453,transaction,14.79,2off10
454,transaction,23.78,Bogo 5
455,transaction,7.69,3off7
456,transaction,21.96,3off7
457,transaction,34.55,Bogo 5
458,transaction,18.02,Bogo 10
459,transaction,6.14,Bogo 5
460,transaction,16.48,Bogo 10
461,transaction,11.19,2off10
462,transaction,24.38,5off20
463,transaction,24.67,3off7
464,transaction,13.71,3off7
465,transaction,23.63,2off10
466,transaction,31.34,Bogo 5
467,transaction,33.14,3off7
468,transaction,13.84,Bogo 10
469,transaction,22.72,Bogo 10
470,transaction,22.02,2off10
471,transaction,22.3,Bogo 5
472,transaction,21.06,Bogo 10
473,transaction,16.83,3off7
474,transaction,12.77,Bogo 5
475,transaction,17.5,Bogo 10
476,transaction,24.28,2off10
477,transaction,14.18,Bogo 10
478,transaction,20.8,Bogo 10
479,transaction,448.97,2off10
480,transaction,16.27,2off10
481,transaction,16.57,Bogo 10
482,transaction,5.47,Bogo 5
483,transaction,16.6,Bogo 10
484,transaction,16.39,Bogo 10
485,transaction,16.72,2off10
486,transaction,70.19,2off10
487,transaction,16.69,Bogo 5
488,transaction,30.88,Bogo 5
489,transaction,13.89,3off7
490,transaction,18.18,Bogo 5
491,transaction,23.43,2off10
492,transaction,8.36,3off7
493,transaction,21.32,2off10
494,transaction,20.68,5off20
495,transaction,17.16,Bogo 10
496,transaction,20.21,Bogo 5
497,transaction,21.81,Bogo 10
498,transaction,27.32,3off7
499,transaction,18.45,Bogo 5
500,transaction,28.95,3off7
501,transaction,20.76,Bogo 5
502,transaction,18.94,2off10
503,transaction,17.29,2off10
504,transaction,29.46,3off7
505,transaction,35.5,Bogo 5
506,transaction,26.58,Bogo 10
507,transaction,27.28,3off7
508,transaction,24.29,Bogo 5
509,transaction,28.92,Bogo 10
510,transaction,27.24,Bogo 5
511,transaction,6.83,3off7
512,transaction,10.31,2off10
513,transaction,20.17,Bogo 5
514,transaction,22.47,3off7
515,transaction,11.24,2off10
516,transaction,38.69,2off10
517,transaction,18.25,3off7
518,transaction,7.07,Bogo 5
519,transaction,33.13,2off10
520,transaction,25.58,2off10
521,transaction,35.28,Bogo 10
522,transaction,25.43,2off10
523,transaction,22.73,5off20
524,transaction,19.86,Bogo 5
525,transaction,12.5,Bogo 10
526,transaction,219.02,Bogo 10
527,transaction,20.85,5off20
528,transaction,14.76,Bogo 10
529,transaction,14.34,Bogo 10
530,transaction,23.68,Bogo 5
531,transaction,8.55,Bogo 5
532,transaction,19.07,Bogo 5
533,transaction,23.0,Bogo 5
534,transaction,16.85,Bogo 5
535,transaction,12.18,2off10
536,transaction,16.71,3off7
537,transaction,6.01,Bogo 5
538,transaction,31.59,3off7
539,transaction,11.1,2off10
540,transaction,20.67,Bogo 5
541,transaction,18.87,Bogo 10
542,transaction,5.22,Bogo 5
543,transaction,25.48,Bogo 10
544,transaction,26.75,2off10
545,transaction,22.62,Bogo 10
546,transaction,11.66,Bogo 10
547,transaction,26.8,5off20
548,transaction,40.28,2off10
549,transaction,14.56,Bogo 10
550,transaction,36.14,Bogo 10
551,transaction,22.74,Bogo 5
552,transaction,14.78,Bogo 10
553,transaction,19.11,Bogo 10
554,transaction,20.42,3off7
555,transaction,9.39,Bogo 5
556,transaction,19.07,Bogo 10
557,transaction,15.03,2off10
558,transaction,13.7,3off7
559,transaction,28.9,3off7
560,transaction,22.04,Bogo 10
561,transaction,29.68,Bogo 10
562,transaction,14.76,Bogo 5
563,transaction,18.08,3off7
564,transaction,10.15,2off10
565,transaction,20.84,Bogo 10
566,transaction,29.56,Bogo 5
567,transaction,22.66,Bogo 10
568,transaction,7.19,2off10
569,transaction,23.95,2off10
570,transaction,34.74,2off10
571,transaction,19.31,3off7
572,transaction,628.41,Bogo 10
573,transaction,10.26,Bogo 5
574,transaction,17.7,2off10
575,transaction,25.7,2off10
576,transaction,31.83,Bogo 10
577,transaction,10.39,Bogo 10
578,transaction,4.3,3off7
579,transaction,29.04,Bogo 10
580,transaction,9.17,3off7
581,transaction,37.46,3off7
582,transaction,28.67,5off20
583,transaction,21.77,2off10
584,transaction,19.37,Bogo 10
585,transaction,23.71,Bogo 10
586,transaction,17.61,Bogo 10
587,transaction,11.82,Bogo 10
588,transaction,23.81,2off10
589,transaction,17.48,Bogo 10
590,transaction,7.6,Bogo 5
591,transaction,14.3,2off10
592,transaction,11.79,Bogo 10
593,transaction,27.41,3off7
594,transaction,26.88,3off7
595,transaction,19.95,2off10
596,transaction,13.34,Bogo 5
597,transaction,7.41,Bogo 5
598,transaction,13.46,Bogo 5
599,transaction,27.93,Bogo 5
600,transaction,13.33,3off7
601,transaction,22.18,2off10
602,transaction,22.86,2off10
603,transaction,29.76,Bogo 5
604,transaction,18.6,Bogo 5
605,transaction,10.34,Bogo 5
606,transaction,20.87,2off10
607,transaction,871.51,Bogo 10
608,transaction,26.49,Bogo 5
609,transaction,11.57,Bogo 10
610,transaction,36.47,2off10
611,transaction,19.94,3off7
612,transaction,27.39,Bogo 10
613,transaction,20.82,Bogo 5
614,transaction,8.29,3off7
615,transaction,18.88,Bogo 10
616,transaction,2.93,3off7
617,transaction,9.12,Bogo 5
618,transaction,20.0,Bogo 10
619,transaction,17.98,2off10
620,transaction,28.13,5off20
621,transaction,28.49,2off10
622,transaction,15.86,3off7
623,transaction,22.3,Bogo 5
624,transaction,19.8,Bogo 5
625,transaction,11.27,2off10
626,transaction,47.45,Bogo 10
627,transaction,11.26,Bogo 5
628,transaction,14.13,Bogo 10
629,transaction,14.45,2off10
630,transaction,13.08,3off7
631,transaction,8.4,3off7
632,transaction,8.14,Bogo 5
633,transaction,18.3,2off10
634,transaction,18.78,Bogo 5
635,transaction,6.01,Bogo 5
636,transaction,11.29,3off7
637,transaction,14.03,Bogo 5
638,transaction,17.85,Bogo 10
639,transaction,11.04,3off7
640,transaction,16.06,Bogo 5
641,transaction,11.81,2off10
642,transaction,5.28,Bogo 5
643,transaction,276.36,3off7
644,transaction,27.26,Bogo 10
645,transaction,16.27,3off7
646,transaction,23.02,Bogo 10
647,transaction,19.82,2off10
648,transaction,26.28,Bogo 10
649,transaction,16.79,Bogo 10
650,transaction,17.39,2off10
651,transaction,13.92,3off7
652,transaction,17.96,3off7
653,transaction,13.06,Bogo 5
654,transaction,17.7,Bogo 10
655,transaction,18.49,Bogo 5
656,transaction,23.44,Bogo 5
657,transaction,21.46,3off7
658,transaction,27.69,2off10
659,transaction,12.15,2off10
660,transaction,14.17,2off10
661,transaction,29.76,Bogo 10
662,transaction,24.34,Bogo 10
663,transaction,19.23,Bogo 5
664,transaction,21.82,3off7
665,transaction,30.28,2off10
666,transaction,27.06,Bogo 5
667,transaction,19.67,2off10
668,transaction,10.7,3off7
669,transaction,21.78,2off10
670,transaction,22.04,2off10
671,transaction,19.66,Bogo 10
672,transaction,17.77,2off10
673,transaction,20.31,2off10
674,transaction,16.52,Bogo 10
675,transaction,29.22,Bogo 5
676,transaction,17.17,2off10
677,transaction,29.43,Bogo 10
678,transaction,10.21,Bogo 5
679,transaction,12.22,Bogo 10
680,transaction,15.86,Bogo 5
681,transaction,24.23,2off10
682,transaction,6.71,Bogo 5
683,transaction,16.48,Bogo 10
684,transaction,16.46,Bogo 10
685,transaction,34.23,Bogo 5
686,transaction,34.32,Bogo 10
687,transaction,15.1,Bogo 5
688,transaction,19.01,Bogo 5
689,transaction,7.1,Bogo 5
690,transaction,17.48,Bogo 5
691,transaction,14.17,3off7
692,transaction,15.47,2off10
693,transaction,15.45,2off10
694,transaction,23.78,Bogo 5
695,transaction,8.43,Bogo 5
696,transaction,7.25,Bogo 5
697,transaction,14.54,Bogo 5
698,transaction,30.56,Bogo 10
699,transaction,21.75,2off10
700,transaction,8.47,Bogo 5
701,transaction,21.42,3off7
702,transaction,7.92,2off10
703,transaction,639.59,5off20
704,transaction,7.93,Bogo 5
705,transaction,37.29,Bogo 10
706,transaction,16.87,Bogo 10
707,transaction,20.48,Bogo 5
708,transaction,7.61,Bogo 5
709,transaction,16.17,2off10
710,transaction,34.96,3off7
711,transaction,14.82,Bogo 5
712,transaction,21.22,Bogo 5
713,transaction,24.97,3off7
714,transaction,17.28,2off10
715,transaction,20.29,Bogo 5
716,transaction,12.92,2off10
717,transaction,26.0,5off20
718,transaction,21.83,Bogo 5
719,transaction,20.31,2off10
720,transaction,60.63,Bogo 10
721,transaction,21.68,5off20
722,transaction,16.57,2off10
723,transaction,31.94,2off10
724,transaction,17.68,3off7
725,transaction,35.52,Bogo 10
726,transaction,13.99,Bogo 5
727,transaction,14.08,2off10
728,transaction,27.33,2off10
729,transaction,17.65,Bogo 10
730,transaction,20.37,2off10
731,transaction,19.52,3off7
732,transaction,15.42,Bogo 5
733,transaction,10.96,Bogo 5
734,transaction,14.43,2off10
735,transaction,19.61,Bogo 5
736,transaction,7.7,Bogo 5
737,transaction,25.97,2off10
738,transaction,27.65,Bogo 5
739,transaction,21.31,Bogo 5
740,transaction,22.74,Bogo 5
741,transaction,27.8,Bogo 10
742,transaction,13.21,Bogo 10
743,transaction,23.93,Bogo 10
744,transaction,17.29,Bogo 5
745,transaction,16.57,3off7
746,transaction,30.57,3off7
747,transaction,25.59,2off10
748,transaction,20.11,3off7
749,transaction,29.96,Bogo 5
750,transaction,11.21,Bogo 10
751,transaction,23.37,2off10
752,transaction,20.32,2off10
753,transaction,16.01,3off7
754,transaction,14.54,Bogo 10
755,transaction,13.35,2off10
756,transaction,23.78,Bogo 10
757,transaction,30.54,3off7
758,transaction,26.7,Bogo 5
759,transaction,28.34,3off7
760,transaction,16.97,Bogo 10
761,transaction,20.83,3off7
762,transaction,17.04,Bogo 5
763,transaction,33.63,2off10
764,transaction,20.89,Bogo 10
765,transaction,18.31,2off10
766,transaction,11.75,2off10
767,transaction,14.72,3off7
768,transaction,16.06,3off7
769,transaction,25.13,Bogo 5
770,transaction,15.52,3off7
771,transaction,14.14,2off10
772,transaction,24.05,2off10
773,transaction,18.89,3off7
774,transaction,20.09,Bogo 10
775,transaction,21.79,5off20
776,transaction,14.63,2off10
777,transaction,8.8,3off7
778,transaction,14.91,3off7
779,transaction,19.84,Bogo 5
780,transaction,11.91,Bogo 10
781,transaction,14.07,2off10
782,transaction,8.3,3off7
783,transaction,41.36,Bogo 10
784,transaction,29.16,2off10
785,transaction,23.1,Bogo 5
786,transaction,19.21,Bogo 5
787,transaction,15.35,2off10
788,transaction,5.11,Bogo 5
789,transaction,33.48,Bogo 5
790,transaction,25.79,Bogo 5
791,transaction,22.68,3off7
792,transaction,29.38,Bogo 5
793,transaction,7.19,Bogo 5
794,transaction,17.62,2off10
795,transaction,22.34,Bogo 10
796,transaction,10.37,2off10
797,transaction,31.92,3off7
798,transaction,12.78,2off10
799,transaction,11.45,3off7
800,transaction,22.59,3off7
801,transaction,33.24,3off7
802,transaction,14.9,Bogo 5
803,transaction,15.96,Bogo 5
804,transaction,5.88,2off10
805,transaction,14.69,Bogo 10
806,transaction,12.36,Bogo 10
807,transaction,19.27,Bogo 10
808,transaction,37.17,Bogo 5
809,transaction,7.62,Bogo 5
810,transaction,19.67,3off7
811,transaction,11.25,Bogo 5
812,transaction,17.99,Bogo 10
813,transaction,6.37,2off10
814,transaction,23.88,Bogo 10
815,transaction,22.53,Bogo 10
816,transaction,25.31,3off7
817,transaction,12.3,3off7
818,transaction,24.34,Bogo 5
819,transaction,18.67,Bogo 5
820,transaction,12.7,Bogo 10
821,transaction,20.86,Bogo 5
822,transaction,555.05,Bogo 5
823,transaction,24.76,2off10
824,transaction,10.64,Bogo 5
825,transaction,33.82,2off10
826,transaction,19.15,3off7
827,transaction,19.9,2off10
828,transaction,9.84,Bogo 5
829,transaction,16.8,Bogo 10
830,transaction,19.25,2off10
831,transaction,23.89,5off20
832,transaction,14.12,3off7
833,transaction,12.41,2off10
834,transaction,13.29,Bogo 10
835,transaction,8.57,2off10
836,transaction,53.4,2off10
837,transaction,20.92,Bogo 5
838,transaction,25.82,Bogo 10
839,transaction,24.98,2off10
840,transaction,24.94,2off10
841,transaction,15.92,Bogo 5
842,transaction,37.92,2off10
843,transaction,21.11,Bogo 10
844,transaction,11.91,Bogo 5
845,transaction,18.54,Bogo 10
846,transaction,9.29,2off10
847,transaction,14.97,2off10
848,transaction,5.88,Bogo 5
849,transaction,35.2,5off20
850,transaction,23.61,2off10
851,transaction,5.47,2off10
852,transaction,20.59,Bogo 10
853,transaction,16.47,2off10
854,transaction,32.86,3off7
855,transaction,6.39,Bogo 5
856,transaction,14.08,Bogo 10
857,transaction,24.64,2off10
858,transaction,17.69,Bogo 10
859,transaction,20.35,Bogo 10
860,transaction,16.41,2off10
861,transaction,21.51,2off10
862,transaction,23.7,3off7
863,transaction,32.52,Bogo 10
864,transaction,13.56,3off7
865,transaction,22.78,2off10
866,transaction,20.62,2off10
867,transaction,18.28,Bogo 10
868,transaction,16.93,2off10
869,transaction,7.6,2off10
870,transaction,442.87,5off20
871,transaction,31.69,Bogo 10
872,transaction,34.19,Bogo 10
873,transaction,36.01,2off10
874,transaction,22.61,2off10
875,transaction,21.04,3off7
876,transaction,12.0,Bogo 10
877,transaction,22.42,Bogo 10
878,transaction,21.81,Bogo 5
879,transaction,366.65,5off20
880,transaction,12.91,2off10
881,transaction,14.04,Bogo 10
882,transaction,12.42,3off7
883,transaction,16.3,2off10
884,transaction,5.5,Bogo 5
885,transaction,21.21,3off7
886,transaction,12.72,2off10
887,transaction,17.39,2off10
888,transaction,16.82,3off7
889,transaction,23.67,2off10
890,transaction,13.22,3off7
891,transaction,36.04,Bogo 10
892,transaction,12.39,Bogo 5
893,transaction,27.74,Bogo 5
894,transaction,27.93,2off10
895,transaction,30.83,Bogo 10
