borough,neighborhood,building_class_category,tax_class_at_present,block,lot,easement,building_class_at_present,address,apartment_number,zip_code,residential_units,commercial_units,total_units,land_square_feet,gross_square_feet,year_built,tax_class_at_time_of_sale,building_class_at_time_of_sale,sale_price,sale_date
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6366,8,,A1,406 SHIRLEY AVENUE,,10312.0,1.0,0.0,1.0,5760.0,3024.0,1975.0,1,A1,0,2025-04-08
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6366,38,,A1,344 SHIRLEY AVENUE,,10312.0,1.0,0.0,1.0,4240.0,1920.0,1970.0,1,A1,985000,2025-04-28
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6366,57,,A1,205 NOEL STREET,,10312.0,1.0,0.0,1.0,6000.0,2552.0,1975.0,1,A1,975000,2025-08-18
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6368,21,,A1,64 JANSEN STREET,,10312.0,1.0,0.0,1.0,6000.0,1820.0,1975.0,1,A1,985000,2024-11-12
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6370,43,,A1,278 HOLDRIDGE AVENUE,,10312.0,1.0,0.0,1.0,6565.0,2656.0,1975.0,1,A1,0,2024-11-25
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6373,11,,A2,146 FINGAL STREET,,10312.0,1.0,0.0,1.0,6000.0,667.0,1940.0,1,A2,500000,2025-04-03
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6373,40,,A5,10 WINSLOW PLACE,,10312.0,1.0,0.0,1.0,3442.0,2058.0,2015.0,1,A5,417000,2025-03-04
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6377,4,,A1,391 BARCLAY AVENUE,,10312.0,1.0,0.0,1.0,4078.0,3112.0,1992.0,1,A1,0,2025-04-29
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6378,67,,A3,141 EYLANDT STREET,,10312.0,1.0,0.0,1.0,6000.0,2972.0,1988.0,1,A3,0,2025-08-14
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6378,67,,A3,141 EYLANDT STREET,,10312.0,1.0,0.0,1.0,6000.0,2972.0,1988.0,1,A3,1150000,2025-03-19
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6382,52,,A1,111 TALLMAN STREET,,10312.0,1.0,0.0,1.0,4000.0,2360.0,1982.0,1,A1,0,2025-03-12
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6398,22,,A1,91 ALLEN PLACE,,10312.0,1.0,0.0,1.0,3200.0,1400.0,1965.0,1,A1,815000,2024-11-21
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6398,24,,A1,87 ALLEN PLACE,,10312.0,1.0,0.0,1.0,2720.0,2044.0,1945.0,1,A1,425000,2025-01-21
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6398,24,,A1,87 ALLEN PLACE,,10312.0,1.0,0.0,1.0,2720.0,2044.0,1945.0,1,A1,934960,2025-10-02
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6424,38,,A1,280 BARCLAY AVENUE,,10312.0,1.0,0.0,1.0,6000.0,2100.0,1975.0,1,A1,0,2025-04-15
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6431,17,,A3,45 DISCALA LANE,,10312.0,1.0,0.0,1.0,10132.0,6077.0,2014.0,1,A3,0,2025-06-19
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6431,64,,A3,85 POUGHKEEPSIE COURT,,10312.0,1.0,0.0,1.0,12498.0,3013.0,2011.0,1,A3,0,2025-06-19
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6441,163,,A2,54 NEWTON STREET,,10312.0,1.0,0.0,1.0,7500.0,814.0,1940.0,1,A2,0,2025-07-31
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6441,172,,A2,38 NEWTON STREET,,10312.0,1.0,0.0,1.0,7500.0,360.0,1940.0,1,A2,0,2025-06-19
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6452,4,,A6,38 ZEPHYR AVENUE,,10312.0,1.0,0.0,1.0,3822.0,616.0,1940.0,1,A6,0,2025-03-26
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6452,11,,A6,24 ZEPHYR AVENUE,,10312.0,1.0,0.0,1.0,3864.0,480.0,1920.0,1,A6,0,2025-03-26
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6452,16,,A1,16 ZEPHYR AVENUE,,10312.0,1.0,0.0,1.0,6280.0,1600.0,1910.0,1,A1,0,2025-03-26
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6452,18,,A1,14 ZEPHYR AVENUE,,10312.0,1.0,0.0,1.0,3060.0,1200.0,1920.0,1,A1,0,2025-03-26
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6475,162,,A3,160 NICOLOSI DRIVE,,10312.0,1.0,0.0,1.0,10480.0,5707.0,1989.0,1,A3,1460000,2025-06-26
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6475,528,,A5,343 ARBUTUS AVENUE,,10312.0,1.0,0.0,1.0,3369.0,1414.0,2011.0,1,A5,750000,2025-03-03
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6475,530,,A5,5198 HYLAN BOULEVARD,,10312.0,1.0,0.0,1.0,2151.0,1414.0,2011.0,1,A5,865000,2025-09-18
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6499,30,,A3,490 JANSEN STREET,,10312.0,1.0,0.0,1.0,21836.0,4346.0,1985.0,1,A3,0,2025-01-28
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6499,126,,A3,24 WENDY DRIVE,,10312.0,1.0,0.0,1.0,24540.0,3954.0,1986.0,1,A3,0,2024-12-30
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6517,39,,A3,30 ARBUTUS WAY,,10312.0,1.0,0.0,1.0,13150.0,3790.0,1985.0,1,A3,1450000,2025-07-15
5,ANNADALE,02 TWO FAMILY DWELLINGS,1,5426,17,,B9,11 OCEAN DRIVEWAY,,10312.0,2.0,0.0,2.0,10000.0,2375.0,1956.0,1,B9,800000,2025-08-27
5,ANNADALE,02 TWO FAMILY DWELLINGS,1,6205,84,,B9,11 SEGUINE PLACE,,10312.0,2.0,0.0,2.0,3250.0,1804.0,1986.0,1,B9,960000,2025-09-19
5,ANNADALE,02 TWO FAMILY DWELLINGS,1,6209,8,,B9,188 SNEDEN AVENUE,,10312.0,2.0,0.0,2.0,2600.0,1592.0,2005.0,1,B9,0,2025-06-16
5,ANNADALE,02 TWO FAMILY DWELLINGS,1,6209,11,,B9,194 SNEDEN AVENUE,,10312.0,2.0,0.0,2.0,2600.0,1592.0,2005.0,1,B9,848000,2024-11-08
5,ANNADALE,02 TWO FAMILY DWELLINGS,1,6209,72,,B9,189 MOSELY AVENUE,,10312.0,2.0,0.0,2.0,2665.0,1592.0,2007.0,1,B9,0,2025-08-26
5,ANNADALE,02 TWO FAMILY DWELLINGS,1,6212,30,,B9,12 LUCY LOOP,,10312.0,2.0,0.0,2.0,3870.0,1500.0,2000.0,1,B9,0,2025-08-01
5,ANNADALE,02 TWO FAMILY DWELLINGS,1,6212,55,,B9,26 LUCY LOOP,,10312.0,2.0,0.0,2.0,5870.0,1500.0,2000.0,1,B9,0,2025-08-25
5,ANNADALE,02 TWO FAMILY DWELLINGS,1,6217,41,,B2,36 FABIAN STREET,,10312.0,2.0,0.0,2.0,7500.0,3100.0,1997.0,1,B2,10,2024-11-05
5,ANNADALE,02 TWO FAMILY DWELLINGS,1,6217,41,,B2,36 FABIAN STREET,,10312.0,2.0,0.0,2.0,7500.0,3100.0,1997.0,1,B2,10,2024-12-11
5,ANNADALE,02 TWO FAMILY DWELLINGS,1,6222,31,,B9,52 JEANETTE AVENUE,,10312.0,2.0,0.0,2.0,2825.0,1600.0,2004.0,1,B9,0,2025-03-10
5,ANNADALE,02 TWO FAMILY DWELLINGS,1,6227,21,,B2,170 DETROIT AVENUE,,10312.0,2.0,0.0,2.0,4000.0,2194.0,1983.0,1,B2,705642,2025-02-27
5,ANNADALE,02 TWO FAMILY DWELLINGS,1,6227,67,,B2,936 CARLTON BOULEVARD,,10312.0,2.0,0.0,2.0,4000.0,2320.0,2004.0,1,B2,1130000,2025-06-23
5,ANNADALE,02 TWO FAMILY DWELLINGS,1,6235,14,,B2,158 SINCLAIR AVENUE,,10312.0,2.0,0.0,2.0,6000.0,2655.0,1985.0,1,B2,0,2025-03-05
5,ANNADALE,02 TWO FAMILY DWELLINGS,1,6235,63,,B2,215 SHELDON AVENUE,,10312.0,2.0,0.0,2.0,4000.0,2135.0,1965.0,1,B2,930000,2025-04-23
5,ANNADALE,02 TWO FAMILY DWELLINGS,1,6238,29,,B2,228 CROWN AVENUE,,10312.0,2.0,0.0,2.0,8000.0,3828.0,1986.0,1,B2,0,2025-04-01
5,ANNADALE,02 TWO FAMILY DWELLINGS,1,6238,60,,B2,199 VINELAND AVENUE,,10312.0,2.0,0.0,2.0,4000.0,2230.0,2004.0,1,B2,990000,2025-01-10
5,ANNADALE,02 TWO FAMILY DWELLINGS,1,6238,76,,B2,227 VINELAND AVENUE,,10312.0,2.0,0.0,2.0,5000.0,2428.0,2012.0,1,B2,1500000,2025-01-15
5,ANNADALE,02 TWO FAMILY DWELLINGS,1,6240,42,,B2,184 BARCLAY AVENUE,,10312.0,2.0,0.0,2.0,4500.0,1980.0,1975.0,1,B2,850000,2025-08-28
5,ANNADALE,02 TWO FAMILY DWELLINGS,1,6246,16,,B2,3 POILLON AVENUE,,10312.0,2.0,0.0,2.0,5680.0,3331.0,2024.0,1,B2,1494282,2025-05-07
5,ANNADALE,02 TWO FAMILY DWELLINGS,1,6246,18,,B2,N/A POILLON AVENUE,,10312.0,2.0,0.0,2.0,5336.0,3331.0,2024.0,1,B2,1550000,2025-05-15
5,ANNADALE,02 TWO FAMILY DWELLINGS,1,6249,33,,B2,1044 ANNADALE ROAD,,10312.0,2.0,0.0,2.0,3825.0,2288.0,2013.0,1,B2,975000,2024-12-23
5,ANNADALE,02 TWO FAMILY DWELLINGS,1,6249,218,,B2,24 TENAFLY PLACE,,10312.0,2.0,0.0,2.0,5974.0,2298.0,2012.0,1,B2,0,2025-03-21
5,ANNADALE,02 TWO FAMILY DWELLINGS,1,6249,506,,B2,9 EAST TENAFLY AVENUE,,10312.0,2.0,0.0,2.0,4840.0,2924.0,1975.0,1,B2,10,2025-04-04
5,ANNADALE,02 TWO FAMILY DWELLINGS,1,6249,627,,B2,N/A BENNETT AVENUE,,10312.0,2.0,0.0,2.0,5205.0,3122.0,2019.0,1,B2,0,2025-07-14
5,ANNADALE,02 TWO FAMILY DWELLINGS,1,6249,646,,B2,39 TENAFLY PLACE,,10312.0,2.0,0.0,2.0,3936.0,2726.0,2019.0,1,B2,0,2024-11-04
5,ANNADALE,02 TWO FAMILY DWELLINGS,1,6250,35,,B2,55 TENAFLY PLACE,,10312.0,2.0,0.0,2.0,4218.0,2379.0,2014.0,1,B2,1350000,2025-04-25
5,ANNADALE,02 TWO FAMILY DWELLINGS,1,6250,100,,B2,77 TENAFLY PLACE,,10312.0,2.0,0.0,2.0,4275.0,2235.0,2014.0,1,B2,1150000,2025-03-13
5,ANNADALE,02 TWO FAMILY DWELLINGS,1,6252,27,,B2,10 BUFFINGTON AVENUE,,10312.0,2.0,0.0,2.0,6000.0,2440.0,1985.0,1,B2,0,2024-12-09
5,ANNADALE,02 TWO FAMILY DWELLINGS,1,6252,56,,B9,25 DOWNES AVENUE,,10312.0,2.0,0.0,2.0,3000.0,1480.0,1986.0,1,B9,320000,2025-03-12
5,ANNADALE,02 TWO FAMILY DWELLINGS,1,6254,34,,B2,70 NORTH RAILROAD STREET,,10312.0,2.0,0.0,2.0,6100.0,2440.0,1991.0,1,B2,0,2025-04-07
5,ANNADALE,02 TWO FAMILY DWELLINGS,1,6257,21,,S2,10 JEFFERSON BLVD,,10312.0,2.0,1.0,3.0,6250.0,3100.0,1974.0,1,S2,273000,2024-12-19
5,ANNADALE,02 TWO FAMILY DWELLINGS,1,6260,52,,B2,225 DETROIT AVENUE,,10312.0,2.0,0.0,2.0,4000.0,2400.0,2013.0,1,B2,1250000,2025-01-09
5,ANNADALE,02 TWO FAMILY DWELLINGS,1,6261,13,,B2,245 IONIA AVENUE,,10312.0,2.0,0.0,2.0,4000.0,2525.0,2019.0,1,B2,1190000,2025-07-28
5,ANNADALE,02 TWO FAMILY DWELLINGS,1,6264,1,,B3,264 RATHBUN AVENUE,,10312.0,2.0,0.0,2.0,9720.0,1968.0,1930.0,1,B3,999000,2025-08-19
5,ANNADALE,02 TWO FAMILY DWELLINGS,1,6264,33,,B2,204 RATHBUN AVENUE,,10312.0,2.0,0.0,2.0,6000.0,4076.0,2004.0,1,B2,1650000,2025-03-27
5,ANNADALE,02 TWO FAMILY DWELLINGS,1,6266,14,,B2,304 SHELDON AVENUE,,10312.0,2.0,0.0,2.0,4000.0,2700.0,2025.0,1,B2,1350000,2025-10-01
5,ANNADALE,02 TWO FAMILY DWELLINGS,1,6267,72,,B9,321 SHELDON AVENUE,,10312.0,2.0,0.0,2.0,2755.0,1560.0,2002.0,1,B9,880000,2025-07-30
5,ANNADALE,02 TWO FAMILY DWELLINGS,1,6267,73,,B9,323 SHELDON AVENUE,,10312.0,2.0,0.0,2.0,2755.0,1560.0,2002.0,1,B9,800000,2025-04-24
5,ANNADALE,02 TWO FAMILY DWELLINGS,1,6269,75,,B2,291 STAFFORD AVENUE,,10312.0,2.0,0.0,2.0,4000.0,2034.0,1975.0,1,B2,624000,2024-12-12
5,ANNADALE,02 TWO FAMILY DWELLINGS,1,6270,58,,B2,287 VINELAND AVENUE,,10312.0,2.0,0.0,2.0,4000.0,2324.0,2005.0,1,B2,0,2025-09-12
5,ANNADALE,02 TWO FAMILY DWELLINGS,1,6272,117,,B2,N/A CANTON AVENUE,,10312.0,2.0,0.0,2.0,4000.0,2448.0,2024.0,1,B2,990000,2024-12-09
