FREQ,FREQ_LABEL,REF_AREA,REF_AREA_LABEL,INDICATOR,INDICATOR_LABEL,UNIT_MEASURE,UNIT_MEASURE_LABEL,AGG_METHOD,AGG_METHOD_LABEL,DECIMALS,DECIMALS_LABEL,DATABASE_ID,DATABASE_ID_LABEL,UNIT_MULT,UNIT_MULT_LABEL,DATA_SOURCE,DATA_SOURCE_LABEL,OBS_STATUS,OBS_STATUS_LABEL,OBS_CONF,OBS_CONF_LABEL,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
A,Annual,AUT,Austria,WB_WDI_SH_XPD_CHEX_PP_CD,"Current health expenditure per capita, PPP (current international $)",PPP,Purchasing Power Parities,_Z,Not Applicable,2,Two,WB_WDI,World Development Indicators (WDI),0,Units,WB_WDI,World Development Indicators (WDI),A,Normal value,PU,Public,2707.19698451638,2761.42394611048,2935.81854373904,3077.070584222,3291.16639722891,3381.65997236056,3595.84543920443,3765.09586452042,4024.80246435865,4188.26900546732,4299.09384377341,4465.65929875535,4750.58159731639,4945.44978133731,5082.53693732986,5204.62219850204,5476.67801884991,5641.1754099756,5904.61803444793,6367.94932639277,6644.41620366934,7727.0845252295,7974.46290258165,7890.65347898073
A,Annual,AZE,Azerbaijan,WB_WDI_SH_XPD_CHEX_PP_CD,"Current health expenditure per capita, PPP (current international $)",PPP,Purchasing Power Parities,_Z,Not Applicable,2,Two,WB_WDI,World Development Indicators (WDI),0,Units,WB_WDI,World Development Indicators (WDI),A,Normal value,PU,Public,96.2220488248781,102.836430846938,111.512272786309,124.028780851579,134.256440678006,146.700552304581,186.409468600981,227.436379277339,260.302656228132,382.172776454086,384.52239390962,380.800192500815,499.439930539813,549.320768427261,619.47538346482,641.639947985865,628.420953148147,568.696168586019,552.711920097924,624.19559371692,840.352897285629,739.185747573996,698.716849283836,
A,Annual,BDI,Burundi,WB_WDI_SH_XPD_CHEX_PP_CD,"Current health expenditure per capita, PPP (current international $)",PPP,Purchasing Power Parities,_Z,Not Applicable,2,Two,WB_WDI,World Development Indicators (WDI),0,Units,WB_WDI,World Development Indicators (WDI),A,Normal value,PU,Public,21.9108979040842,30.0108349993064,29.1402538308209,28.0275885726685,39.1186729748714,41.7966826083343,50.4910517630228,54.5039203226784,47.1082912928367,55.6103482954296,69.2218684698092,63.3066027163218,54.7712725638815,58.4285327473956,51.0738052529994,48.6882052093425,52.5135538782017,50.6073625663564,53.5996749516352,66.6983146255422,77.9842419724892,68.6096671191937,67.9409067570465,
A,Annual,BEL,Belgium,WB_WDI_SH_XPD_CHEX_PP_CD,"Current health expenditure per capita, PPP (current international $)",PPP,Purchasing Power Parities,_Z,Not Applicable,2,Two,WB_WDI,World Development Indicators (WDI),0,Units,WB_WDI,World Development Indicators (WDI),A,Normal value,PU,Public,2225.4593230779,2352.18417513859,2524.57853000521,2840.53381657668,2998.06692267136,3069.31841588334,3229.59145580391,3374.52208891492,3648.89461353624,3910.97515748357,4083.89399772626,4256.71177428629,4454.03619835698,4626.93283555189,4778.3797955166,5004.60519285202,5254.64535411273,5459.60394855449,5719.70409175355,6110.09911529756,6289.69868528845,6879.78146328847,7388.48671858356,
A,Annual,BEN,Benin,WB_WDI_SH_XPD_CHEX_PP_CD,"Current health expenditure per capita, PPP (current international $)",PPP,Purchasing Power Parities,_Z,Not Applicable,2,Two,WB_WDI,World Development Indicators (WDI),0,Units,WB_WDI,World Development Indicators (WDI),A,Normal value,PU,Public,49.4522285541794,57.6838893748648,55.7187303799248,57.394601770417,61.9107880165395,62.7072230027127,66.4257031428431,62.713811749154,58.7315950781568,63.9408272811962,66.8198815010589,67.8791145667017,71.9046131634464,71.5515854828271,71.1130238363394,73.316602340755,78.0696423955001,75.3985877467931,86.576970593097,79.7282068576417,88.2881168696919,91.671608160827,105.518782265614,
A,Annual,BFA,Burkina Faso,WB_WDI_SH_XPD_CHEX_PP_CD,"Current health expenditure per capita, PPP (current international $)",PPP,Purchasing Power Parities,_Z,Not Applicable,2,Two,WB_WDI,World Development Indicators (WDI),0,Units,WB_WDI,World Development Indicators (WDI),A,Normal value,PU,Public,26.4451868789952,27.3762263427943,28.9364117135322,32.6176115748389,45.4982890442455,46.2921903467017,56.1545059151532,67.5302215621131,62.7929288080694,69.0933419897302,75.9328208759762,71.1872804610195,71.9268798743859,90.3418686591162,81.6330070804196,84.8135350813518,108.838685334629,119.450667551507,104.907252964403,117.769230080555,145.457774119222,154.602599509092,174.361920071938,
A,Annual,BGD,Bangladesh,WB_WDI_SH_XPD_CHEX_PP_CD,"Current health expenditure per capita, PPP (current international $)",PPP,Purchasing Power Parities,_Z,Not Applicable,2,Two,WB_WDI,World Development Indicators (WDI),0,Units,WB_WDI,World Development Indicators (WDI),A,Normal value,PU,Public,27.2871912389497,28.3064100893945,32.0819474211862,34.2481561585496,37.1986973474961,41.5763522796347,46.2385907915703,51.8774119873567,54.1184881574492,58.4061715745328,64.8278651336913,72.1375658548254,80.6594113316248,84.3692945529215,89.9486369043771,94.8776367606,108.225643985414,114.077689242752,121.667847208498,129.134264083227,134.976745518886,155.853987361879,178.710547362731,
A,Annual,BGR,Bulgaria,WB_WDI_SH_XPD_CHEX_PP_CD,"Current health expenditure per capita, PPP (current international $)",PPP,Purchasing Power Parities,_Z,Not Applicable,2,Two,WB_WDI,World Development Indicators (WDI),0,Units,WB_WDI,World Development Indicators (WDI),A,Normal value,PU,Public,373.483208780534,469.278323780622,559.783502855929,603.702728782429,631.766109442913,706.360321441322,741.662007827975,786.555724306929,898.340945742557,932.488011989931,1057.34665751545,1115.25639820667,1227.33264622449,1185.87098865958,1349.41742423242,1354.82361437989,1491.41219099064,1602.66844546029,1680.79565405018,1804.21031575549,2177.55257467377,2520.31190239412,2569.6711403517,
A,Annual,BHR,Bahrain,WB_WDI_SH_XPD_CHEX_PP_CD,"Current health expenditure per capita, PPP (current international $)",PPP,Purchasing Power Parities,_Z,Not Applicable,2,Two,WB_WDI,World Development Indicators (WDI),0,Units,WB_WDI,World Development Indicators (WDI),A,Normal value,PU,Public,1395.058435902,1496.06996401106,1506.32999856667,1599.46043953198,1472.18351217426,1411.1870246113,1385.26923765552,1536.33341885113,1526.08344879876,2013.8961118028,1960.61175600234,1939.61204097218,2224.10137501081,2320.73579061016,2294.75409827024,2271.8192806116,2170.13754971437,2170.36369815417,2054.29828201978,2066.16335142281,2383.02459474817,2403.15650259614,2256.51138890065,
A,Annual,BHS,"Bahamas, The",WB_WDI_SH_XPD_CHEX_PP_CD,"Current health expenditure per capita, PPP (current international $)",PPP,Purchasing Power Parities,_Z,Not Applicable,2,Two,WB_WDI,World Development Indicators (WDI),0,Units,WB_WDI,World Development Indicators (WDI),A,Normal value,PU,Public,969.508232367477,1036.62213611936,1038.42030208578,1089.27248942103,1121.81879806913,1177.81684407596,1313.23193307799,1407.43428286545,1495.14702970372,1507.39016742211,1560.79021805613,1605.05943425689,1659.29933998342,1726.69244954796,1790.87891740639,1696.63606597166,1871.74173602202,2350.38048193473,2198.7446454913,2152.2402332676,2151.61147806931,2423.56881644251,3047.21754714246,
A,Annual,BIH,Bosnia and Herzegovina,WB_WDI_SH_XPD_CHEX_PP_CD,"Current health expenditure per capita, PPP (current international $)",PPP,Purchasing Power Parities,_Z,Not Applicable,2,Two,WB_WDI,World Development Indicators (WDI),0,Units,WB_WDI,World Development Indicators (WDI),A,Normal value,PU,Public,330.214056274937,326.194394340147,351.83746245128,407.225670710898,490.119291570218,525.319029651182,610.345394684099,711.380142861157,814.559797565384,783.761939624401,818.909216704586,895.238735821046,959.408230038945,1019.89769546631,1057.7266570534,1094.62280298724,1178.92219338672,1201.6454435831,1301.77097732435,1466.33816208725,1588.3834073109,1772.0003537295,1826.63068721264,
A,Annual,BLR,Belarus,WB_WDI_SH_XPD_CHEX_PP_CD,"Current health expenditure per capita, PPP (current international $)",PPP,Purchasing Power Parities,_Z,Not Applicable,2,Two,WB_WDI,World Development Indicators (WDI),0,Units,WB_WDI,World Development Indicators (WDI),A,Normal value,PU,Public,316.954368733034,368.178862292508,389.620623985299,439.511728995988,503.430098187264,605.286023489761,634.098989665626,725.640064110019,760.600323312122,757.190719279409,868.398305979468,806.445500593522,948.068683628673,1079.41331305323,1021.52041308987,1094.5221638877,1047.96041412335,1053.16587024921,1069.27280016019,1176.52857319622,1305.57409635175,1417.20276207489,1510.66856120966,
A,Annual,BLZ,Belize,WB_WDI_SH_XPD_CHEX_PP_CD,"Current health expenditure per capita, PPP (current international $)",PPP,Purchasing Power Parities,_Z,Not Applicable,2,Two,WB_WDI,World Development Indicators (WDI),0,Units,WB_WDI,World Development Indicators (WDI),A,Normal value,PU,Public,221.582681283338,271.180168704035,289.707453292359,312.374123010166,316.212855876118,325.535542951138,351.720394827837,414.451610950474,450.271025548635,438.480864955545,435.66314639509,439.06950225938,400.03709518962,415.864763258351,454.445118123407,436.140631486398,437.798789184255,409.28752935881,427.795430356918,454.550075457202,433.40641106682,498.516319695759,476.50987927134,
A,Annual,BOL,Bolivia,WB_WDI_SH_XPD_CHEX_PP_CD,"Current health expenditure per capita, PPP (current international $)",PPP,Purchasing Power Parities,_Z,Not Applicable,2,Two,WB_WDI,World Development Indicators (WDI),0,Units,WB_WDI,World Development Indicators (WDI),A,Normal value,PU,Public,147.630816951963,165.685703402865,172.093624090905,188.137286972666,185.177338325652,204.600735499533,199.600145185061,212.343111769177,221.543654606349,254.570943123997,265.307884497766,278.752156618247,307.033625132787,364.461783200133,410.620557322276,461.163589994001,505.690596374241,539.402630728781,577.458029109864,617.927415353683,657.239938103542,733.72010441441,830.752591617709,
A,Annual,BRA,Brazil,WB_WDI_SH_XPD_CHEX_PP_CD,"Current health expenditure per capita, PPP (current international $)",PPP,Purchasing Power Parities,_Z,Not Applicable,2,Two,WB_WDI,World Development Indicators (WDI),0,Units,WB_WDI,World Development Indicators (WDI),A,Normal value,PU,Public,757.667214553364,795.339597667661,836.287745559833,802.623577301787,855.103407882858,890.319189463737,969.267785655567,1039.20711292424,1076.86764787772,1124.11066726194,1148.04855756361,1184.72345716884,1178.29397658016,1259.47374683892,1337.46878049573,1331.81040266041,1326.0923698272,1396.69947671454,1444.88052259387,1502.48133241952,1465.04332468458,1623.03575978531,1696.40902602085,
A,Annual,BRB,Barbados,WB_WDI_SH_XPD_CHEX_PP_CD,"Current health expenditure per capita, PPP (current international $)",PPP,Purchasing Power Parities,_Z,Not Applicable,2,Two,WB_WDI,World Development Indicators (WDI),0,Units,WB_WDI,World Development Indicators (WDI),A,Normal value,PU,Public,701.231302930894,724.462193055501,781.503614408376,923.911039035614,1045.4765075485,1033.06535240566,1092.12409865283,1048.29230320611,1144.02354138583,1199.95124158708,1119.74941938083,1152.38422475568,1219.92189351368,1161.59509031102,1081.80358657695,1083.76032090847,1114.8806800414,1073.0830074988,1052.77213995827,1026.95554414366,1081.1932086465,1216.37656006507,1171.54633061172,
A,Annual,BRN,Brunei Darussalam,WB_WDI_SH_XPD_CHEX_PP_CD,"Current health expenditure per capita, PPP (current international $)",PPP,Purchasing Power Parities,_Z,Not Applicable,2,Two,WB_WDI,World Development Indicators (WDI),0,Units,WB_WDI,World Development Indicators (WDI),A,Normal value,PU,Public,1912.30234480583,1966.26437378924,2023.46883594459,2139.27289909939,2126.16476365687,1894.76785243723,1713.56307101038,1764.17259198198,1672.59123507765,2069.99400113735,1811.94758824194,1542.29822971987,1606.96856920469,1564.31239200383,1531.71109244312,1467.09719686098,1408.53385508366,1358.21142565583,1462.01983389261,1411.48661215572,1574.70325781423,1404.08896167965,1241.9971049882,
A,Annual,BTN,Bhutan,WB_WDI_SH_XPD_CHEX_PP_CD,"Current health expenditure per capita, PPP (current international $)",PPP,Purchasing Power Parities,_Z,Not Applicable,2,Two,WB_WDI,World Development Indicators (WDI),0,Units,WB_WDI,World Development Indicators (WDI),A,Normal value,PU,Public,114.724177540006,134.091584619543,125.713717954866,134.453485856291,160.55590004268,154.585002224266,179.918116929797,195.546962555338,176.856276370638,196.111844393417,214.589338798745,221.313257421055,262.062865069217,279.216914480433,284.907844186352,334.333876475634,347.659852830416,351.354052255729,367.704710493848,424.020381298968,497.629962415489,372.501172294887,600.007345992708,
A,Annual,BWA,Botswana,WB_WDI_SH_XPD_CHEX_PP_CD,"Current health expenditure per capita, PPP (current international $)",PPP,Purchasing Power Parities,_Z,Not Applicable,2,Two,WB_WDI,World Development Indicators (WDI),0,Units,WB_WDI,World Development Indicators (WDI),A,Normal value,PU,Public,574.872696126184,609.565184638097,672.867791691683,679.832791399211,663.104391407933,611.173177890184,612.498056864631,739.023682102542,814.2405978167,773.69434264465,799.15880874634,800.283064779388,807.314695605257,882.042828269675,877.457294750802,856.917250609487,927.625192899666,1029.63907302146,986.723537019911,1032.23814260396,940.478590562269,1118.32435535483,1131.76593132697,
A,Annual,CAF,Central African Republic,WB_WDI_SH_XPD_CHEX_PP_CD,"Current health expenditure per capita, PPP (current international $)",PPP,Purchasing Power Parities,_Z,Not Applicable,2,Two,WB_WDI,World Development Indicators (WDI),0,Units,WB_WDI,World Development Indicators (WDI),A,Normal value,PU,Public,26.5163618305583,25.8694190223976,28.8974468470167,28.2861290795292,29.5011314204515,31.3761273877311,33.7285000838877,37.5202806484543,32.8810810434077,41.0835688757024,33.3996448510023,36.0278774494264,41.5454892629328,33.7256402027602,31.7558065974897,38.4556598752151,44.6028086890535,58.3354874402151,103.100399004519,75.3376695060992,87.6498917242264,92.7572229658672,109.196537645652,
A,Annual,CAN,Canada,WB_WDI_SH_XPD_CHEX_PP_CD,"Current health expenditure per capita, PPP (current international $)",PPP,Purchasing Power Parities,_Z,Not Applicable,2,Two,WB_WDI,World Development Indicators (WDI),0,Units,WB_WDI,World Development Indicators (WDI),A,Normal value,PU,Public,2405.67150004447,2591.25879818127,2727.0447698299,2897.40001637717,3057.41927474776,3262.43880505192,3534.3250427956,3708.53894753401,3848.0136326199,4134.198129066,4268.16528375908,4309.68138098431,4432.81800163591,4597.03412117261,4679.89922868422,4775.61106139063,5105.81236040321,5245.31618100782,5437.04788730761,5560.3609608384,6304.79325277343,6889.05813658057,6991.10066296528,6813.10476641958
A,Annual,CEB,Central Electricity Board (CEB),WB_WDI_SH_XPD_CHEX_PP_CD,"Current health expenditure per capita, PPP (current international $)",PPP,Purchasing Power Parities,_Z,Not Applicable,2,Two,WB_WDI,World Development Indicators (WDI),0,Units,WB_WDI,World Development Indicators (WDI),A,Normal value,PU,Public,562.7607199790734,629.7197258624675,709.5267803167889,780.3448238716837,843.9359945577294,900.9038050997652,981.3559252019312,1079.5133570407197,1243.0025973275797,1327.9379395402343,1415.7009546843597,1444.3505905882205,1499.164072774486,1574.1136794662718,1630.008776770671,1687.7329413440043,1832.258010403052,1950.400148326847,2079.202981099459,2343.5584960080623,2566.944677968752,2934.744938061446,3106.204699214462,
A,Annual,CHE,Switzerland,WB_WDI_SH_XPD_CHEX_PP_CD,"Current health expenditure per capita, PPP (current international $)",PPP,Purchasing Power Parities,_Z,Not Applicable,2,Two,WB_WDI,World Development Indicators (WDI),0,Units,WB_WDI,World Development Indicators (WDI),A,Normal value,PU,Public,3361.16225005918,3591.01481211574,3839.38747167245,3940.29031040404,4122.57528314325,4189.06548285987,4448.03355401084,4823.06664041324,5165.47502586955,5401.37303268495,5473.49928813745,5849.25224316672,6183.48640796391,6585.5283450953,6826.2792957136,7221.05451459688,7605.06155399164,7812.73793210373,7944.55599428454,8454.88520394289,8795.40779707754,9834.87789886447,10667.9495368619,
A,Annual,CHL,Chile,WB_WDI_SH_XPD_CHEX_PP_CD,"Current health expenditure per capita, PPP (current international $)",PPP,Purchasing Power Parities,_Z,Not Applicable,2,Two,WB_WDI,World Development Indicators (WDI),0,Units,WB_WDI,World Development Indicators (WDI),A,Normal value,PU,Public,656.310743569681,693.803326258141,730.449987770083,776.440928942703,802.450060109888,831.305748060729,941.869297803874,1037.3492824213,1103.665590472,1156.51432786138,1221.92592772817,1368.16889903117,1499.80149581755,1659.64665777492,1768.54225249527,1876.41716036089,1990.21504920164,2208.56177425467,2315.51811363117,2384.37378889567,2458.36063844753,2828.62649445536,3171.26405235785,3287.264116184
A,Annual,CHN,China,WB_WDI_SH_XPD_CHEX_PP_CD,"Current health expenditure per capita, PPP (current international $)",PPP,Purchasing Power Parities,_Z,Not Applicable,2,Two,WB_WDI,World Development Indicators (WDI),0,Units,WB_WDI,World Development Indicators (WDI),A,Normal value,PU,Public,130.171352160262,135.140789972646,153.533535490011,172.829245710252,188.63171450132,210.521275039054,229.574564016238,249.466451274371,292.562281861865,357.343632557257,384.128059836972,438.525820943105,504.667861127959,556.531993185271,592.118883835102,632.447114229969,663.267016684045,710.702973295868,788.721411397542,884.980671328579,963.832401851992,1035.04233944524,1135.67127193947,
A,Annual,CIV,Cote d'Ivoire,WB_WDI_SH_XPD_CHEX_PP_CD,"Current health expenditure per capita, PPP (current international $)",PPP,Purchasing Power Parities,_Z,Not Applicable,2,Two,WB_WDI,World Development Indicators (WDI),0,Units,WB_WDI,World Development Indicators (WDI),A,Normal value,PU,Public,109.094512844925,108.802928993354,106.33146863578,106.609710346784,109.644112822423,110.776245108605,112.573547899513,122.524304158578,127.194295252565,146.54419087276,151.497758489092,135.214240722147,147.564065616531,134.104527299192,148.933085127025,137.830415049082,145.226881696711,145.949151658866,145.233662611182,159.521951619543,180.792440781621,207.409694084665,226.621637121279,
A,Annual,CMR,Cameroon,WB_WDI_SH_XPD_CHEX_PP_CD,"Current health expenditure per capita, PPP (current international $)",PPP,Purchasing Power Parities,_Z,Not Applicable,2,Two,WB_WDI,World Development Indicators (WDI),0,Units,WB_WDI,World Development Indicators (WDI),A,Normal value,PU,Public,90.5641466520969,91.3130808093379,91.1203864314988,92.4031741875384,94.4056201594465,97.9925450627749,101.044838465911,106.914699883679,104.987017840424,100.761511249688,104.22911055912,115.154037075881,120.083683143546,117.240727960681,147.868226489564,143.396402138255,144.7391546298,141.536159662935,139.861329301954,144.538196519057,166.418594925099,178.589619583015,202.470266730186,
A,Annual,COD,"Congo, Dem. Rep.",WB_WDI_SH_XPD_CHEX_PP_CD,"Current health expenditure per capita, PPP (current international $)",PPP,Purchasing Power Parities,_Z,Not Applicable,2,Two,WB_WDI,World Development Indicators (WDI),0,Units,WB_WDI,World Development Indicators (WDI),A,Normal value,PU,Public,6.10564073686897,10.5957672573421,10.5275360697311,15.9907349008651,19.7626308714028,20.3244697859128,22.1692316742975,23.2789203936214,28.3283174271219,25.8336355235395,23.0464563563721,20.5641323330098,20.8249411924056,25.3030101872699,31.8106883621453,33.8144613277983,39.4845522117885,41.175134729874,33.9807731645595,36.8511859247639,43.2040721163729,44.3103148339636,49.8216556208745,
