,Code,Year,coffe_prod,Entity,GDP
755,CRI,1963,0.062295,Costa Rica,0.0076727813
756,CRI,1964,0.047219,Costa Rica,0.008091709
757,CRI,1965,0.058384,Costa Rica,0.00895084
758,CRI,1966,0.068344,Costa Rica,0.009475795
759,CRI,1967,0.076014,Costa Rica,0.009927264
760,CRI,1968,0.069372,Costa Rica,0.010562335
761,CRI,1969,0.084549,Costa Rica,0.011167652
762,CRI,1970,0.073192,Costa Rica,0.012167442
763,CRI,1971,0.08935,Costa Rica,0.012776991
764,CRI,1972,0.078787,Costa Rica,0.013638145
765,CRI,1973,0.095721,Costa Rica,0.014590383
766,CRI,1974,0.084287,Costa Rica,0.015060279
767,CRI,1975,0.080248,Costa Rica,0.015599931
768,CRI,1976,0.081784,Costa Rica,0.016839489
769,CRI,1977,0.087183,Costa Rica,0.018767137
770,CRI,1978,0.098549,Costa Rica,0.019743924
771,CRI,1979,0.098575,Costa Rica,0.020687935
772,CRI,1980,0.106389,Costa Rica,0.020820322
773,CRI,1981,0.113102,Costa Rica,0.020624732
774,CRI,1982,0.115087,Costa Rica,0.019279084
775,CRI,1983,0.124008,Costa Rica,0.019503505
776,CRI,1984,0.136857,Costa Rica,0.020973939
777,CRI,1985,0.124,Costa Rica,0.021324044
778,CRI,1986,0.128227,Costa Rica,0.023604255
779,CRI,1987,0.138,Costa Rica,0.023636148
780,CRI,1988,0.1449,Costa Rica,0.024281143
781,CRI,1989,0.157,Costa Rica,0.025842612
782,CRI,1990,0.1511,Costa Rica,0.026685379
783,CRI,1991,0.158,Costa Rica,0.02717514
784,CRI,1992,0.168,Costa Rica,0.030036976
785,CRI,1993,0.156927,Costa Rica,0.032134134
786,CRI,1994,0.147998,Costa Rica,0.033639016
787,CRI,1995,0.150061,Costa Rica,0.034974814
788,CRI,1996,0.154131,Costa Rica,0.03439336
789,CRI,1997,0.132015,Costa Rica,0.035942797
790,CRI,1998,0.152385,Costa Rica,0.039531946
791,CRI,1999,0.147868,Costa Rica,0.039908704
792,CRI,2000,0.161395,Costa Rica,0.04166538
793,CRI,2001,0.150289,Costa Rica,0.04351649
794,CRI,2002,0.140874,Costa Rica,0.043845906
795,CRI,2003,0.132259,Costa Rica,0.045280354
796,CRI,2004,0.126,Costa Rica,0.04738522
797,CRI,2005,0.125669,Costa Rica,0.050876887
798,CRI,2006,0.101038,Costa Rica,0.051939373
799,CRI,2007,0.121058,Costa Rica,0.05501337
800,CRI,2008,0.111959,Costa Rica,0.058260423
801,CRI,2009,0.091403,Costa Rica,0.06167382
802,CRI,2010,0.09162,Costa Rica,0.06283101
803,CRI,2011,0.095038,Costa Rica,0.066766733
804,CRI,2012,0.117873,Costa Rica,0.070761734
805,CRI,2013,0.071381,Costa Rica,0.069764055
806,CRI,2014,0.096735,Costa Rica,0.0739665
807,CRI,2015,0.083846,Costa Rica,0.07918287
808,CRI,2016,0.09372,Costa Rica,0.08442216
809,CRI,2017,0.090419,Costa Rica,0.08973184
810,CRI,2018,0.092016,Costa Rica,0.09107538
811,CRI,2019,0.076385,Costa Rica,0.09349183
812,CIV,1961,0.1855,Cote d'Ivoire,0.0061446016
813,CIV,1962,0.097071,Cote d'Ivoire,0.0064656113
814,CIV,1963,0.194639,Cote d'Ivoire,0.007338869
815,CIV,1964,0.260698,Cote d'Ivoire,0.00852825
816,CIV,1965,0.202105,Cote d'Ivoire,0.0081460454
817,CIV,1966,0.272566,Cote d'Ivoire,0.009134096
818,CIV,1967,0.130759,Cote d'Ivoire,0.009620607
819,CIV,1968,0.28776,Cote d'Ivoire,0.010967856
820,CIV,1969,0.210124,Cote d'Ivoire,0.012049817
821,CIV,1970,0.27961,Cote d'Ivoire,0.013398076
822,CIV,1971,0.239706,Cote d'Ivoire,0.014294804
823,CIV,1972,0.268836,Cote d'Ivoire,0.014946763
824,CIV,1973,0.301804,Cote d'Ivoire,0.01581907
825,CIV,1974,0.195935,Cote d'Ivoire,0.017104529
826,CIV,1975,0.2704,Cote d'Ivoire,0.017877785
827,CIV,1976,0.3084,Cote d'Ivoire,0.020060142
828,CIV,1977,0.291339,Cote d'Ivoire,0.021492025
829,CIV,1978,0.195565,Cote d'Ivoire,0.02361929
830,CIV,1979,0.277048,Cote d'Ivoire,0.024052697
831,CIV,1980,0.249608,Cote d'Ivoire,0.02142319
832,CIV,1981,0.366839,Cote d'Ivoire,0.022542578
833,CIV,1982,0.247708,Cote d'Ivoire,0.023257276
834,CIV,1983,0.270581,Cote d'Ivoire,0.023516606
835,CIV,1984,0.085203,Cote d'Ivoire,0.024203457
836,CIV,1985,0.277082,Cote d'Ivoire,0.026943074
837,CIV,1986,0.265199,Cote d'Ivoire,0.02826917
838,CIV,1987,0.27013,Cote d'Ivoire,0.02785395
839,CIV,1988,0.186705,Cote d'Ivoire,0.028514046
840,CIV,1989,0.22135,Cote d'Ivoire,0.031309236
841,CIV,1990,0.285164,Cote d'Ivoire,0.028958046
842,CIV,1991,0.198909,Cote d'Ivoire,0.029703997
843,CIV,1992,0.257,Cote d'Ivoire,0.031055663
844,CIV,1993,0.138937,Cote d'Ivoire,0.03067294
845,CIV,1994,0.145576,Cote d'Ivoire,0.030134753
846,CIV,1995,0.194968,Cote d'Ivoire,0.034665878
847,CIV,1996,0.167786,Cote d'Ivoire,0.037597745
848,CIV,1997,0.279219,Cote d'Ivoire,0.037664264
849,CIV,1998,0.311,Cote d'Ivoire,0.038518362
850,CIV,1999,0.307331,Cote d'Ivoire,0.03796142
851,CIV,2000,0.38,Cote d'Ivoire,0.037206946
852,CIV,2001,0.301127,Cote d'Ivoire,0.037474152
853,CIV,2002,0.182001,Cote d'Ivoire,0.036997444
854,CIV,2003,0.140027,Cote d'Ivoire,0.041318605
855,CIV,2004,0.154081,Cote d'Ivoire,0.039324262
856,CIV,2005,0.23,Cote d'Ivoire,0.03930931
857,CIV,2006,0.187,Cote d'Ivoire,0.04118276
858,CIV,2007,0.170849,Cote d'Ivoire,0.043601986
859,CIV,2008,0.173118,Cote d'Ivoire,0.046264025
860,CIV,2009,0.142945,Cote d'Ivoire,0.050301555
861,CIV,2010,0.094372,Cote d'Ivoire,0.05741622
862,CIV,2011,0.032291,Cote d'Ivoire,0.060760736
863,CIV,2012,0.121426,Cote d'Ivoire,0.07209841
864,CIV,2013,0.103743,Cote d'Ivoire,0.080790086
865,CIV,2014,0.10991347,Cote d'Ivoire,0.09265422
866,CIV,2015,0.127,Cote d'Ivoire,0.105490874
867,CIV,2016,0.106,Cote d'Ivoire,0.108304
868,CIV,2017,0.0336,Cote d'Ivoire,0.11116304
869,CIV,2018,0.1239,Cote d'Ivoire,0.12075256
870,CIV,2019,0.095204,Cote d'Ivoire,0.12949177
871,COD,1961,0.054,Democratic Republic of Congo,0.038455095
872,COD,1962,0.066,Democratic Republic of Congo,0.047457624
873,COD,1963,0.066,Democratic Republic of Congo,0.04573586
874,COD,1964,0.057,Democratic Republic of Congo,0.041536537
875,COD,1965,0.0585,Democratic Republic of Congo,0.047408525
876,COD,1966,0.054,Democratic Republic of Congo,0.05061672
877,COD,1967,0.06,Democratic Republic of Congo,0.046412632
878,COD,1968,0.0633,Democratic Republic of Congo,0.05011946
879,COD,1969,0.068,Democratic Republic of Congo,0.055849595
880,COD,1970,0.0696,Democratic Republic of Congo,0.05760869
881,COD,1971,0.0746,Democratic Republic of Congo,0.057196462
882,COD,1972,0.0792,Democratic Republic of Congo,0.05514141
883,COD,1973,0.0777,Democratic Republic of Congo,0.060761506
884,COD,1974,0.0771,Democratic Republic of Congo,0.064183742
885,COD,1975,0.0825,Democratic Republic of Congo,0.052089102
886,COD,1976,0.0911,Democratic Republic of Congo,0.047206167
887,COD,1977,0.0885,Democratic Republic of Congo,0.04943201
888,COD,1978,0.0856,Democratic Republic of Congo,0.048712937
889,COD,1979,0.0867,Democratic Republic of Congo,0.055725363
890,COD,1980,0.089,Democratic Republic of Congo,0.057589834
891,COD,1981,0.0934,Democratic Republic of Congo,0.05516752
892,COD,1982,0.0934,Democratic Republic of Congo,0.05635082
893,COD,1983,0.0842,Democratic Republic of Congo,0.057990623
894,COD,1984,0.0927,Democratic Republic of Congo,0.0666994
895,COD,1985,0.0916,Democratic Republic of Congo,0.064053465
896,COD,1986,0.095,Democratic Republic of Congo,0.0604238
897,COD,1987,0.0972,Democratic Republic of Congo,0.059113062
898,COD,1988,0.10308,Democratic Republic of Congo,0.063540232
899,COD,1989,0.09474,Democratic Republic of Congo,0.065274986
900,COD,1990,0.101594,Democratic Republic of Congo,0.05150309
901,COD,1991,0.095,Democratic Republic of Congo,0.04221914
902,COD,1992,0.0924,Democratic Republic of Congo,0.05457311
903,COD,1993,0.090109,Democratic Republic of Congo,0.042911035
904,COD,1994,0.088346,Democratic Republic of Congo,0.031580269
905,COD,1995,0.084714,Democratic Republic of Congo,0.032856156
906,COD,1996,0.073975,Democratic Republic of Congo,0.029417173
907,COD,1997,0.070299,Democratic Republic of Congo,0.03025515
908,COD,1998,0.055991,Democratic Republic of Congo,0.027435776
909,COD,1999,0.048605,Democratic Republic of Congo,0.028455754
910,COD,2000,0.046767,Democratic Republic of Congo,0.02565719
911,COD,2001,0.034723,Democratic Republic of Congo,0.025649097
912,COD,2002,0.03208,Democratic Republic of Congo,0.026641265
913,COD,2003,0.03205,Democratic Republic of Congo,0.029050104
914,COD,2004,0.03202,Democratic Republic of Congo,0.032086698
915,COD,2005,0.03199,Democratic Republic of Congo,0.034905735
916,COD,2006,0.03196,Democratic Republic of Congo,0.038060876
917,COD,2007,0.03193,Democratic Republic of Congo,0.040470335
918,COD,2008,0.0319,Democratic Republic of Congo,0.040075796
919,COD,2009,0.03187,Democratic Republic of Congo,0.04104209
920,COD,2010,0.03184,Democratic Republic of Congo,0.045981024
