,observation_date,gdp,unemployment,quarter,year,time,time_base,unemployment_diff,gdp_diff,gdp_growth
78,1967-07-01,4919.392,3.8,3,1967,1967.75,19.75,0.0,46.10499999999956,0.9460760263042101
79,1967-10-01,4956.477,4.0,4,1967,1968.0,20.0,0.20000000000000018,37.085000000000036,0.7538533217112953
80,1968-01-01,5057.553,3.7,1,1968,1968.25,20.25,-0.2999999999999998,101.07600000000002,2.0392710386833324
81,1968-04-01,5142.033,3.5,2,1968,1968.5,20.5,-0.20000000000000018,84.48000000000047,1.6703730044944853
82,1968-07-01,5181.859,3.7,3,1968,1968.75,20.75,0.20000000000000018,39.82600000000002,0.7745185610438465
83,1968-10-01,5202.212,3.4,4,1968,1969.0,21.0,-0.30000000000000027,20.353000000000065,0.39277409902507276
84,1969-01-01,5283.597,3.4,1,1969,1969.25,21.25,0.0,81.38499999999931,1.5644306691076748
85,1969-04-01,5299.625,3.4,2,1969,1969.5,21.5,0.0,16.028000000000247,0.3033539461847701
86,1969-07-01,5334.6,3.5,3,1969,1969.75,21.75,0.10000000000000009,34.975000000000364,0.6599523551194642
87,1969-10-01,5308.556,3.7,4,1969,1970.0,22.0,0.20000000000000018,-26.04400000000078,-0.48820905035055207
88,1970-01-01,5300.652,3.9,1,1970,1970.25,22.25,0.19999999999999973,-7.903999999999542,-0.1488917136788115
89,1970-04-01,5308.164,4.6,2,1970,1970.5,22.5,0.6999999999999997,7.511999999999716,0.14171841501762206
90,1970-07-01,5357.077,5.0,3,1970,1970.75,22.75,0.40000000000000036,48.913000000000466,0.9214673849564647
91,1970-10-01,5299.672,5.5,4,1970,1971.0,23.0,0.5,-57.405000000000655,-1.0715731732062195
92,1971-01-01,5443.619,5.9,1,1971,1971.25,23.25,0.40000000000000036,143.94700000000012,2.716149225838893
93,1971-04-01,5473.059,5.9,2,1971,1971.5,23.5,0.0,29.44000000000051,0.5408166883097643
94,1971-07-01,5518.072,6.0,3,1971,1971.75,23.75,0.09999999999999964,45.01299999999992,0.8224468254407702
95,1971-10-01,5531.032,5.8,4,1971,1972.0,24.0,-0.20000000000000018,12.960000000000036,0.234864641128274
96,1972-01-01,5632.649,5.8,1,1972,1972.25,24.25,0.0,101.61700000000019,1.8372159119672382
97,1972-04-01,5760.47,5.7,2,1972,1972.5,24.5,-0.09999999999999964,127.82099999999991,2.2692875057543915
98,1972-07-01,5814.854,5.6,3,1972,1972.75,24.75,-0.10000000000000053,54.384000000000015,0.9440896315751957
99,1972-10-01,5912.22,5.6,4,1972,1973.0,25.0,0.0,97.36599999999999,1.6744358499800605
100,1973-01-01,6058.544,4.9,1,1973,1973.25,25.25,-0.6999999999999993,146.32399999999961,2.4749417308557398
101,1973-04-01,6124.506,5.0,2,1973,1973.5,25.5,0.09999999999999964,65.96200000000044,1.0887434340660196
102,1973-07-01,6092.301,4.8,3,1973,1973.75,25.75,-0.20000000000000018,-32.20499999999993,-0.5258383288382795
103,1973-10-01,6150.131,4.6,4,1973,1974.0,26.0,-0.20000000000000018,57.82999999999993,0.9492308406954919
104,1974-01-01,6097.258,5.1,1,1974,1974.25,26.25,0.5,-52.8730000000005,-0.8597052648146919
105,1974-04-01,6111.751,5.1,2,1974,1974.5,26.5,0.0,14.493000000000393,0.23769701068907523
106,1974-07-01,6053.978,5.5,3,1974,1974.75,26.75,0.40000000000000036,-57.77300000000014,-0.9452773845007756
107,1974-10-01,6030.464,6.0,4,1974,1975.0,27.0,0.5,-23.514000000000124,-0.38840577220465855
108,1975-01-01,5957.035,8.1,1,1975,1975.25,27.25,2.0999999999999996,-73.42900000000009,-1.2176343312886084
109,1975-04-01,5999.61,8.8,2,1975,1975.5,27.5,0.7000000000000011,42.57499999999982,0.7147011894339972
110,1975-07-01,6102.326,8.6,3,1975,1975.75,27.75,-0.20000000000000107,102.71600000000035,1.712044616233399
111,1975-10-01,6184.53,8.4,4,1975,1976.0,28.0,-0.1999999999999993,82.20399999999972,1.3470928953975836
112,1976-01-01,6323.649,7.9,1,1976,1976.25,28.25,-0.5,139.1190000000006,2.249467623247048
113,1976-04-01,6370.025,7.7,2,1976,1976.5,28.5,-0.20000000000000018,46.375999999999294,0.7333740376798126
114,1976-07-01,6404.895,7.8,3,1976,1976.75,28.75,0.09999999999999964,34.8700000000008,0.5474075847426096
115,1976-10-01,6451.177,7.7,4,1976,1977.0,29.0,-0.09999999999999964,46.28199999999924,0.7226035711748402
116,1977-01-01,6527.703,7.5,1,1977,1977.25,29.25,-0.20000000000000018,76.52600000000075,1.1862331478426524
117,1977-04-01,6654.466,7.2,2,1977,1977.5,29.5,-0.2999999999999998,126.76299999999992,1.9419235219494402
118,1977-07-01,6774.457,6.9,3,1977,1977.75,29.75,-0.2999999999999998,119.99099999999999,1.8031649722156429
119,1977-10-01,6774.592,6.8,4,1977,1978.0,30.0,-0.10000000000000053,0.13499999999930878,0.001992779642701059
120,1978-01-01,6796.26,6.4,1,1978,1978.25,30.25,-0.39999999999999947,21.668000000000575,0.319842139570925
121,1978-04-01,7058.92,6.1,2,1978,1978.5,30.5,-0.3000000000000007,262.65999999999985,3.864772683799611
122,1978-07-01,7129.915,6.2,3,1978,1978.75,30.75,0.10000000000000053,70.99499999999989,1.0057487547670219
123,1978-10-01,7225.75,5.8,4,1978,1979.0,31.0,-0.40000000000000036,95.83500000000004,1.3441254208500286
124,1979-01-01,7238.727,5.9,1,1979,1979.25,31.25,0.10000000000000053,12.976999999999862,0.17959381379095696
125,1979-04-01,7246.454,5.8,2,1979,1979.5,31.5,-0.10000000000000053,7.726999999999862,0.10674528822540719
126,1979-07-01,7300.281,5.7,3,1979,1979.75,31.75,-0.09999999999999964,53.827000000000226,0.7428046876444716
127,1979-10-01,7318.535,6.0,4,1979,1980.0,32.0,0.2999999999999998,18.253999999999905,0.2500451694941619
128,1980-01-01,7341.557,6.3,1,1980,1980.25,32.25,0.2999999999999998,23.021999999999935,0.31457115392630186
129,1980-04-01,7190.289,6.9,2,1980,1980.5,32.5,0.6000000000000005,-151.26800000000003,-2.0604348641575676
130,1980-07-01,7181.743,7.8,3,1980,1980.75,32.75,0.8999999999999995,-8.545999999999367,-0.11885474978821087
131,1980-10-01,7315.677,7.5,4,1980,1981.0,33.0,-0.2999999999999998,133.9339999999993,1.8649233201466497
132,1981-01-01,7459.022,7.5,1,1981,1981.25,33.25,0.0,143.34500000000025,1.9594222106853687
133,1981-04-01,7403.745,7.2,2,1981,1981.5,33.5,-0.2999999999999998,-55.277000000000044,-0.7410757067079277
134,1981-07-01,7492.405,7.2,3,1981,1981.75,33.75,0.0,88.65999999999985,1.197502074963408
135,1981-10-01,7410.768,7.9,4,1981,1982.0,34.0,0.7000000000000002,-81.63699999999972,-1.0895967316235544
136,1982-01-01,7295.631,8.6,1,1982,1982.25,34.25,0.6999999999999993,-115.13699999999972,-1.5536446424985861
137,1982-04-01,7328.912,9.3,2,1982,1982.5,34.5,0.7000000000000011,33.28099999999995,0.45617712847594305
138,1982-07-01,7300.896,9.8,3,1982,1982.75,34.75,0.5,-28.01600000000053,-0.3822668357868153
139,1982-10-01,7303.817,10.4,4,1982,1983.0,35.0,0.5999999999999996,2.9210000000002765,0.04000878796246443
140,1983-01-01,7400.066,10.4,1,1983,1983.25,35.25,0.0,96.2489999999998,1.3177904101375981
141,1983-04-01,7568.456,10.2,2,1983,1983.5,35.5,-0.20000000000000107,168.39000000000033,2.2755202453599743
142,1983-07-01,7719.746,9.4,3,1983,1983.75,35.75,-0.7999999999999989,151.28999999999996,1.9989546084432597
143,1983-10-01,7880.794,8.8,4,1983,1984.0,36.0,-0.5999999999999996,161.04799999999977,2.0861826282885465
144,1984-01-01,8034.847,8.0,1,1984,1984.25,36.25,-0.8000000000000007,154.05299999999988,1.9547903421914148
145,1984-04-01,8173.67,7.7,2,1984,1984.5,36.5,-0.2999999999999998,138.82300000000032,1.72776158649941
146,1984-07-01,8252.465,7.5,3,1984,1984.75,36.75,-0.20000000000000018,78.79500000000007,0.9640100468944812
147,1984-10-01,8320.199,7.4,4,1984,1985.0,37.0,-0.09999999999999964,67.73400000000038,0.8207729448110435
148,1985-01-01,8400.82,7.3,1,1985,1985.25,37.25,-0.10000000000000053,80.62099999999919,0.9689792275400899
149,1985-04-01,8474.787,7.3,2,1985,1985.5,37.5,0.0,73.96700000000055,0.8804735728179081
150,1985-07-01,8604.22,7.4,3,1985,1985.75,37.75,0.10000000000000053,129.43299999999908,1.5272714228687922
151,1985-10-01,8668.188,7.1,4,1985,1986.0,38.0,-0.3000000000000007,63.96800000000076,0.7434491447220193
152,1986-01-01,8749.127,6.7,1,1986,1986.25,38.25,-0.39999999999999947,80.9390000000003,0.9337476298391323
153,1986-04-01,8788.524,7.1,2,1986,1986.5,38.5,0.39999999999999947,39.396999999999025,0.4502963552820649
154,1986-07-01,8872.601,7.0,3,1986,1986.75,38.75,-0.09999999999999964,84.07700000000114,0.9566680366350555
155,1986-10-01,8920.193,7.0,4,1986,1987.0,39.0,0.0,47.591999999998734,0.5363928796076722
156,1987-01-01,8986.367,6.6,1,1987,1987.25,39.25,-0.40000000000000036,66.17400000000089,0.7418449354178902
157,1987-04-01,9083.256,6.3,2,1987,1987.5,39.5,-0.2999999999999998,96.88899999999921,1.0781776439800383
158,1987-07-01,9162.024,6.1,3,1987,1987.75,39.75,-0.20000000000000018,78.76800000000003,0.8671780251486849
159,1987-10-01,9319.332,6.0,4,1987,1988.0,40.0,-0.09999999999999964,157.3080000000009,1.7169568645530875
160,1988-01-01,9367.502,5.7,1,1988,1988.25,40.25,-0.2999999999999998,48.17000000000007,0.5168825405082789
161,1988-04-01,9490.594,5.4,2,1988,1988.5,40.5,-0.2999999999999998,123.09199999999873,1.3140322788294911
162,1988-07-01,9546.206,5.4,3,1988,1988.75,40.75,0.0,55.61200000000099,0.5859696453140995
163,1988-10-01,9673.405,5.4,4,1988,1989.0,41.0,0.0,127.19900000000052,1.332456056364184
164,1989-01-01,9771.725,5.4,1,1989,1989.25,41.25,0.0,98.31999999999971,1.016394950898869
165,1989-04-01,9846.293,5.2,2,1989,1989.5,41.5,-0.20000000000000018,74.5679999999993,0.7630996574299775
166,1989-07-01,9919.228,5.2,3,1989,1989.75,41.75,0.0,72.93499999999949,0.7407356250722863
167,1989-10-01,9938.767,5.3,4,1989,1990.0,42.0,0.09999999999999964,19.53900000000067,0.19698105538052957
168,1990-01-01,10047.386,5.4,1,1990,1990.25,42.25,0.10000000000000053,108.6190000000006,1.0928820446238552
169,1990-04-01,10083.855,5.4,2,1990,1990.5,42.5,0.0,36.46899999999914,0.36297003021481533
170,1990-07-01,10090.569,5.5,3,1990,1990.75,42.75,0.09999999999999964,6.713999999999942,0.06658167932800385
171,1990-10-01,9998.704,5.9,4,1990,1991.0,43.0,0.40000000000000036,-91.86499999999978,-0.9104045569679919
172,1991-01-01,9951.916,6.4,1,1991,1991.25,43.25,0.5,-46.788000000000466,-0.4679406451076118
173,1991-04-01,10029.51,6.7,2,1991,1991.5,43.5,0.2999999999999998,77.59400000000096,0.7796890568610104
174,1991-07-01,10080.195,6.8,3,1991,1991.75,43.75,0.09999999999999964,50.68499999999949,0.5053586865160886
175,1991-10-01,10115.329,7.0,4,1991,1992.0,44.0,0.20000000000000018,35.134000000000015,0.34854484461859236
176,1992-01-01,10236.435,7.3,1,1992,1992.25,44.25,0.2999999999999998,121.10599999999977,1.1972522099874316
177,1992-04-01,10347.429,7.4,2,1992,1992.5,44.5,0.10000000000000053,110.9940000000006,1.0843032755055937
178,1992-07-01,10449.673,7.7,3,1992,1992.75,44.75,0.2999999999999998,102.2440000000006,0.9881101865980568
179,1992-10-01,10558.648,7.3,4,1992,1993.0,45.0,-0.40000000000000036,108.97499999999854,1.0428555994048683
180,1993-01-01,10576.275,7.3,1,1993,1993.25,45.25,0.0,17.627000000000407,0.16694372234020705
181,1993-04-01,10637.847,7.1,2,1993,1993.5,45.5,-0.20000000000000018,61.572000000000116,0.5821709439287392
182,1993-07-01,10688.606,6.9,3,1993,1993.75,45.75,-0.1999999999999993,50.759000000000015,0.477154822775705
183,1993-10-01,10833.987,6.8,4,1993,1994.0,46.0,-0.10000000000000053,145.3809999999994,1.360149302911906
184,1994-01-01,10939.116,6.6,1,1994,1994.25,46.25,-0.20000000000000018,105.12900000000081,0.9703629882517051
185,1994-04-01,11087.361,6.4,2,1994,1994.5,46.5,-0.1999999999999993,148.2450000000008,1.355182630845131
186,1994-07-01,11152.176,6.1,3,1994,1994.75,46.75,-0.3000000000000007,64.81499999999869,0.5845845553328566
187,1994-10-01,11279.932,5.8,4,1994,1995.0,47.0,-0.2999999999999998,127.75600000000122,1.1455701559946796
188,1995-01-01,11319.951,5.6,1,1995,1995.25,47.25,-0.20000000000000018,40.018999999998414,0.3547805075420518
189,1995-04-01,11353.721,5.8,2,1995,1995.5,47.5,0.20000000000000018,33.77000000000044,0.298322846097121
190,1995-07-01,11450.31,5.7,3,1995,1995.75,47.75,-0.09999999999999964,96.58899999999994,0.8507255022384363
191,1995-10-01,11528.067,5.5,4,1995,1996.0,48.0,-0.20000000000000018,77.7569999999996,0.6790820510536255
192,1996-01-01,11614.418,5.6,1,1996,1996.25,48.25,0.09999999999999964,86.35100000000057,0.7490501226268043
193,1996-04-01,11808.14,5.6,2,1996,1996.5,48.5,0.0,193.72199999999975,1.6679441018912833
194,1996-07-01,11914.063,5.5,3,1996,1996.75,48.75,-0.09999999999999964,105.92300000000068,0.8970337411311258
195,1996-10-01,12037.775,5.2,4,1996,1997.0,49.0,-0.2999999999999998,123.71199999999953,1.0383695301930063
196,1997-01-01,12115.472,5.3,1,1997,1997.25,49.25,0.09999999999999964,77.69700000000012,0.6454431985977394
197,1997-04-01,12317.221,5.1,2,1997,1997.5,49.5,-0.20000000000000018,201.7489999999998,1.665217830555843
198,1997-07-01,12471.01,4.9,3,1997,1997.75,49.75,-0.1999999999999993,153.78900000000067,1.2485689750959317
199,1997-10-01,12577.495,4.7,4,1997,1998.0,50.0,-0.20000000000000018,106.48500000000058,0.8538602727445443
200,1998-01-01,12703.742,4.6,1,1998,1998.25,50.25,-0.10000000000000053,126.24699999999939,1.0037531320823412
201,1998-04-01,12821.339,4.3,2,1998,1998.5,50.5,-0.2999999999999998,117.59699999999975,0.9256878799962953
202,1998-07-01,12982.752,4.5,3,1998,1998.75,50.75,0.20000000000000018,161.41300000000047,1.258940271371034
203,1998-10-01,13191.67,4.5,4,1998,1999.0,51.0,0.0,208.91799999999967,1.609196570958149
204,1999-01-01,13315.597,4.3,1,1999,1999.25,51.25,-0.20000000000000018,123.92699999999968,0.9394337487217186
205,1999-04-01,13426.748,4.3,2,1999,1999.5,51.5,0.0,111.15099999999984,0.8347428958686454
206,1999-07-01,13604.771,4.3,3,1999,1999.75,51.75,0.0,178.02300000000105,1.3258832295057754
207,1999-10-01,13827.98,4.1,4,1999,2000.0,52.0,-0.20000000000000018,223.20899999999892,1.6406670865683814
208,2000-01-01,13878.147,4.0,1,2000,2000.25,52.25,-0.09999999999999964,50.16700000000128,0.36279340872638066
209,2000-04-01,14130.908,3.8,2,2000,2000.5,52.5,-0.20000000000000018,252.7609999999986,1.8212878131352639
210,2000-07-01,14145.312,4.0,3,2000,2000.75,52.75,0.20000000000000018,14.404000000000451,0.10193258635609048
211,2000-10-01,14229.765,3.9,4,2000,2001.0,53.0,-0.10000000000000009,84.45299999999952,0.5970387927816567
212,2001-01-01,14183.12,4.2,1,2001,2001.25,53.25,0.30000000000000027,-46.64499999999862,-0.3277988076401672
213,2001-04-01,14271.694,4.4,2,2001,2001.5,53.5,0.20000000000000018,88.5739999999987,0.624502930243831
214,2001-07-01,14214.516,4.6,3,2001,2001.75,53.75,0.1999999999999993,-57.177999999999884,-0.40063919531907466
215,2001-10-01,14253.574,5.3,4,2001,2002.0,54.0,0.7000000000000002,39.0580000000009,0.2747754478590769
216,2002-01-01,14372.785,5.7,1,2002,2002.25,54.25,0.40000000000000036,119.21099999999933,0.8363586564324121
217,2002-04-01,14460.848,5.9,2,2002,2002.5,54.5,0.20000000000000018,88.0630000000001,0.6127065840058066
218,2002-07-01,14519.633,5.8,3,2002,2002.75,54.75,-0.10000000000000053,58.784999999999854,0.4065114300350947
219,2002-10-01,14537.58,5.7,4,2002,2003.0,55.0,-0.09999999999999964,17.947000000000116,0.12360505255195608
220,2003-01-01,14614.141,5.8,1,2003,2003.25,55.25,0.09999999999999964,76.5609999999997,0.5266419858050542
221,2003-04-01,14743.567,6.0,2,2003,2003.5,55.5,0.20000000000000018,129.42599999999948,0.885621672871495
222,2003-07-01,14988.782,6.2,3,2003,2003.75,55.75,0.20000000000000018,245.21500000000015,1.663199956971062
223,2003-10-01,15162.76,6.0,4,2003,2004.0,56.0,-0.20000000000000018,173.97800000000097,1.160721398176312
224,2004-01-01,15248.68,5.7,1,2004,2004.25,56.25,-0.2999999999999998,85.92000000000007,0.5666514539569345
225,2004-04-01,15366.85,5.6,2,2004,2004.5,56.5,-0.10000000000000053,118.17000000000007,0.7749523237421174
226,2004-07-01,15512.619,5.5,3,2004,2004.75,56.75,-0.09999999999999964,145.76900000000023,0.9485938887930923
227,2004-10-01,15670.88,5.5,4,2004,2005.0,57.0,0.0,158.2609999999986,1.0202081286209586
228,2005-01-01,15844.727,5.3,1,2005,2005.25,57.25,-0.20000000000000018,173.84700000000157,1.1093633541958248
229,2005-04-01,15922.782,5.2,2,2005,2005.5,57.5,-0.09999999999999964,78.05499999999847,0.4926244548107306
230,2005-07-01,16047.587,5.0,3,2005,2005.75,57.75,-0.20000000000000018,124.80500000000029,0.7838140345072908
231,2005-10-01,16136.734,5.0,4,2005,2006.0,58.0,0.0,89.14700000000084,0.5555165396517348
232,2006-01-01,16353.835,4.7,1,2006,2006.25,58.25,-0.2999999999999998,217.10099999999875,1.3453837684874737
233,2006-04-01,16396.151,4.7,2,2006,2006.5,58.5,0.0,42.31600000000253,0.25875276349554
234,2006-07-01,16420.738,4.7,3,2006,2006.75,58.75,0.0,24.586999999999534,0.1499559256315619
235,2006-10-01,16561.866,4.4,4,2006,2007.0,59.0,-0.2999999999999998,141.1280000000006,0.8594498006118778
236,2007-01-01,16611.69,4.6,1,2007,2007.25,59.25,0.1999999999999993,49.823999999996886,0.30083566670564554
237,2007-04-01,16713.314,4.5,2,2007,2007.5,59.5,-0.09999999999999964,101.6239999999998,0.6117619579946387
238,2007-07-01,16809.587,4.7,3,2007,2007.75,59.75,0.20000000000000018,96.27300000000105,0.5760257959612325
239,2007-10-01,16915.191,4.7,4,2007,2008.0,60.0,0.0,105.60399999999936,0.6282367318126258
240,2008-01-01,16843.003,5.0,1,2008,2008.25,60.25,0.2999999999999998,-72.18799999999828,-0.42676432089947536
241,2008-04-01,16943.291,5.0,2,2008,2008.5,60.5,0.0,100.28800000000047,0.5954282618129358
